Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3577.2,4180.8,4662.7,5242.5,4613.4,4800.3
Total Revenues,3577.2,4180.8,4662.7,5242.5,4613.4,4800.3
Cost Of Revenues,1928.7,2225.3,2418.5,2728.9,2407.6,2461.8
Gross Profit,1648.5,1955.6,2244.2,2513.7,2205.8,2338.5
Selling General & Admin Expenses,1278.0,1572.7,1806.4,1995.2,2053.0,2072.9
Total Operating Expenses,1278.0,1572.7,1806.4,1995.2,2053.0,2072.9
Operating Income,370.5,382.9,437.8,518.4,152.8,265.6
Interest Expense,(6.3),(6.7),(5.8),(7.5),(16.3),(18.4)
Interest And Investment Income,1.2,2.4,10.1,11.8,5.9,4.4
Net Interest Expenses,(5.1),(4.3),4.3,4.3,(10.4),(14.0)
Currency Exchange Gains (Loss),(5.0),,,,,
Other Non Operating Income (Expenses),0.2,5.6,(10.2),(6.7),17.6,3.3
"EBT, Excl. Unusual Items",360.6,384.3,431.9,516.0,160.0,254.9
"EBT, Incl. Unusual Items",359.5,384.3,431.9,516.0,154.7,249.6
Income Tax Expense,74.1,149.2,60.6,88.8,8.5,30.1
Earnings From Continuing Operations,285.4,235.1,371.3,427.3,146.2,219.6
Net Income to Company,285.4,235.1,371.3,427.3,146.2,219.6
Minority Interest,(41.9),(55.9),(70.2),(80.7),(47.7),(71.5)
Net Income,243.5,179.2,301.0,346.6,98.6,148.0
NI to Common Incl Extra Items,243.5,179.2,301.0,346.6,98.6,148.0
NI to Common Excl. Extra Items,243.5,179.2,301.0,346.6,98.6,148.0
Revenue Per Share,$23.20,$26.86,$29.92,$34.18,$29.92,$31.07
Basic EPS,$1.58,$1.15,$1.93,$2.26,$0.64,$0.96
Basic EPS - Continuing Ops,$1.58,$1.15,$1.93,$2.26,$0.64,$0.96
Basic Weighted Average Shares Outst.,154.2,155.7,155.8,153.4,154.2,154.5
Diluted EPS,$1.57,$1.14,$1.92,$2.25,$0.64,$0.95
Diluted EPS - Continuing Ops,$1.57,$1.14,$1.92,$2.25,$0.64,$0.95
Diluted Weighted Average Shares Outst.,155.1,156.5,156.5,154.2,154.9,155.2
Normalized Basic EPS,$1.19,$1.18,$1.28,$1.58,$0.34,$0.57
Normalized Diluted EPS,$1.18,$1.18,$1.28,$1.57,$0.34,$0.57
EBITDA,449.7,479.4,547.4,630.0,295.6,404.6
EBITA,370.5,382.9,437.8,518.4,159.7,265.6
EBIT,370.5,382.9,437.8,518.4,152.8,265.6
EBITDAR,620.7,703.1,805.0,889.4,565.2,
Effective Tax Rate,20.6%,38.8%,14.0%,17.2%,5.5%,12.0%
Normalized Net Income,183.5,184.2,199.7,241.8,52.3,87.7
R&D Expense From Footnotes,13.6,18.8,18.5,16.8,17.9,17.9
Foreign Sales,1643.3,2108.7,2514.0,3022.7,2684.0,
