Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,15158.0,15377.0,15475.0,14745.0,12321.0,12776.0
Total Revenues,15158.0,15377.0,15475.0,14745.0,12321.0,12776.0
Cost Of Revenues,10915.0,11640.0,11957.0,11598.0,10232.0,10435.0
Gross Profit,4243.0,3737.0,3518.0,3147.0,2089.0,2341.0
Selling General & Admin Expenses,2444.0,2341.0,2433.0,2441.0,2302.0,2276.0
Other Operating Expense/(Income),23.0,3.0,36.0,3.0,20.0,20.0
Total Operating Expenses,2467.0,2344.0,2469.0,2444.0,2322.0,2296.0
Operating Income,1776.0,1393.0,1049.0,703.0,(233.0),45.0
Interest Expense,(372.0),(335.0),(321.0),(340.0),(324.0),(330.0)
Interest And Investment Income,15.0,13.0,16.0,18.0,14.0,16.0
Net Interest Expenses,(357.0),(322.0),(305.0),(322.0),(310.0),(314.0)
Currency Exchange Gains (Loss),13.0,7.0,16.0,22.0,9.0,(3.0)
Other Non Operating Income (Expenses),,,,,,3.0
"EBT, Excl. Unusual Items",1432.0,1078.0,760.0,403.0,(534.0),(269.0)
"EBT, Incl. Unusual Items",1207.0,878.0,1011.0,177.0,"(1,140.0)",(739.0)
Income Tax Expense,(77.0),513.0,303.0,474.0,110.0,(124.0)
Earnings From Continuing Operations,1284.0,365.0,708.0,(297.0),"(1,250.0)",(615.0)
Net Income to Company,1284.0,365.0,708.0,(297.0),"(1,250.0)",(615.0)
Minority Interest,(20.0),(19.0),(15.0),(14.0),(4.0),(8.0)
Net Income,1264.0,346.0,693.0,(311.0),"(1,254.0)",(623.0)
NI to Common Incl Extra Items,1264.0,346.0,693.0,(311.0),"(1,254.0)",(623.0)
NI to Common Excl. Extra Items,1264.0,346.0,693.0,(311.0),"(1,254.0)",(623.0)
Revenue Per Share,$57.63,$61.76,$65.30,$63.28,$52.65,$54.54
Basic EPS,$4.81,$1.39,$2.92,($1.33),($5.36),($2.66)
Basic EPS - Continuing Ops,$4.81,$1.39,$2.92,($1.33),($5.36),($2.66)
Basic Weighted Average Shares Outst.,263.0,249.0,237.0,233.0,234.0,234.3
Diluted EPS,$4.74,$1.37,$2.89,($1.33),($5.36),($2.66)
Diluted EPS - Continuing Ops,$4.74,$1.37,$2.89,($1.33),($5.36),($2.66)
Diluted Weighted Average Shares Outst.,266.0,253.0,239.0,233.0,234.0,234.3
Normalized Basic EPS,$3.33,$2.63,$1.94,$1.02,($1.44),($0.75)
Normalized Diluted EPS,$3.29,$2.59,$1.92,$1.02,($1.44),($0.75)
Dividend Per Share,$0.31,$0.44,$0.58,$0.64,$0.16,$0.00
Payout Ratio,6.49%,31.79%,19.91%,NM,NM,NM
EBITDA,2483.0,2134.0,1823.0,1483.0,521.0,804.0
EBITA,1777.0,1395.0,1051.0,705.0,(231.0),47.0
EBIT,1776.0,1393.0,1049.0,703.0,(233.0),45.0
EBITDAR,2788.0,2449.0,2140.0,1773.0,805.0,
Effective Tax Rate,NM,58.4%,30.0%,267.8%,NM,NM
Normalized Net Income,875.0,654.8,460.0,237.9,(337.8),(176.1)
Interest Capitalized,26.0,23.0,14.0,11.0,15.0,
Interest on Long-Term Debt,,,,32.0,36.0,
R&D Expense From Footnotes,388.0,406.0,424.0,430.0,390.0,390.0
Foreign Sales,8434.0,8699.0,8783.0,8256.0,6897.0,
