Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,12.93%,10.81%,(12.04%),(5.76%),4.51%
Total Revenues,12.93%,10.81%,(12.04%),(5.76%),4.51%
Cost Of Revenues,11.28%,7.84%,(8.24%),(1.27%),(0.85%)
Gross Profit,26.45%,32.18%,(34.25%),(42.43%),62.00%
Selling General & Admin Expenses,10.91%,21.91%,(2.03%),0.62%,4.88%
Other Operating Expense/(Income),-33.33%,(100.00%),0.00%,-75.00%,-66.67%
Total Operating Expenses,10.96%,21.87%,(2.03%),0.70%,4.93%
Operating Income,41.84%,40.19%,(56.03%),,244.86%
Interest Expense,(13.29%),(11.87%),0.00%,(20.35%),(26.20%)
Interest And Investment Income,(47.06%),(11.11%),(37.50%),(50.00%),(44.44%)
Net Interest Expenses,(14.38%),(12.06%),(0.25%),(20.64%),(26.45%)
"EBT, Excl. Unusual Items",85.49%,57.87%,(93.12%),,
"EBT, Incl. Unusual Items",,273.12%,,"(2,664.23%)",(210.36%)
Income Tax Expense,"(1,326.73%)",,,(95.70%),
Earnings From Continuing Operations,,(40.33%),,"(8,483.19%)",(385.94%)
Net Income to Company,,(40.33%),,"(8,483.19%)",(385.94%)
Net Income,,(40.33%),,"(8,483.19%)",(385.94%)
NI to Common Incl Extra Items,,(40.33%),,"(8,483.19%)",(385.94%)
NI to Common Excl. Extra Items,,(40.33%),,"(8,483.19%)",(385.94%)
Revenue Per Share,12.25%,10.40%,(9.59%),(3.14%),6.10%
Basic EPS,,(40.61%),,"(8,674.99%)",(393.32%)
Basic EPS - Continuing Ops,,(40.61%),,"(8,674.99%)",(393.32%)
Basic Weighted Average Shares Outst.,0.61%,0.36%,(2.70%),(2.71%),(1.50%)
Diluted EPS,,(40.18%),,"(8,674.99%)",(391.97%)
Diluted EPS - Continuing Ops,,(40.18%),,"(8,674.99%)",(391.97%)
Diluted Weighted Average Shares Outst.,2.00%,(0.06%),(3.62%),(2.71%),(1.50%)
Normalized Basic EPS,85.80%,56.83%,(92.95%),,
Normalized Diluted EPS,83.27%,57.25%,(92.84%),,
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,,68.36%,,,-79.63%
EBITDA,18.22%,21.80%,(28.42%),(36.42%),38.40%
EBITA,30.78%,35.12%,(47.77%),(73.05%),150.42%
EBIT,41.84%,40.19%,(56.03%),,244.86%
EBITDAR,,,,(32.02%),
Effective Tax Rate,,,177.28%,,
Normalized Net Income,85.49%,57.87%,(93.12%),,
Interest Capitalized,57.89%,100.00%,80.00%,(40.74%),
Interest on Long-Term Debt,13.73%,13.07%,1.93%,17.76%,
R&D Expense From Footnotes,33.03%,2.76%,10.74%,0.61%,0.61%
Foreign Sales,23.54%,10.67%,(16.36%),(17.91%),
