Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,13.20%,8.78%,0.92%,9.62%,14.17%
Total Revenues,13.20%,8.78%,0.92%,9.62%,14.17%
Cost Of Revenues,11.42%,8.79%,0.45%,7.37%,12.38%
Gross Profit,23.97%,8.70%,3.48%,21.53%,23.33%
Selling General & Admin Expenses,27.33%,11.22%,9.10%,6.88%,6.68%
Total Operating Expenses,27.33%,11.22%,9.10%,6.88%,6.68%
Operating Income,21.96%,7.13%,(0.17%),31.91%,34.92%
Interest Expense,(62.59%),(5.49%),-9.14%,-1.75%,(4.67%)
Net Interest Expenses,(62.59%),(5.49%),-9.14%,-1.75%,(4.67%)
"EBT, Excl. Unusual Items",11.05%,7.77%,3.28%,43.32%,44.27%
"EBT, Incl. Unusual Items",3.35%,22.37%,(14.04%),61.45%,59.15%
Income Tax Expense,,,(15.85%),68.64%,61.17%
Earnings From Continuing Operations,75.84%,(16.93%),(13.47%),59.29%,58.51%
Net Income to Company,75.84%,(16.93%),(13.47%),59.29%,58.51%
Net Income,75.84%,(16.93%),(13.47%),59.29%,58.51%
NI to Common Incl Extra Items,75.84%,(16.93%),(13.47%),59.29%,58.51%
NI to Common Excl. Extra Items,75.84%,(16.93%),(13.47%),59.29%,58.51%
Revenue Per Share,22.80%,8.54%,0.63%,9.80%,14.55%
Basic EPS,90.91%,(17.00%),(13.94%),59.26%,59.04%
Basic EPS - Continuing Ops,90.91%,(17.00%),(13.94%),59.26%,59.04%
Basic Weighted Average Shares Outst.,(7.83%),0.23%,0.30%,(0.15%),(0.34%)
Diluted EPS,90.55%,(16.94%),(13.43%),59.20%,58.17%
Diluted EPS - Continuing Ops,90.55%,(16.94%),(13.43%),59.20%,58.17%
Diluted Weighted Average Shares Outst.,(7.58%),0.24%,(0.11%),(0.10%),(0.16%)
Normalized Basic EPS,20.25%,7.35%,2.78%,43.33%,44.76%
Normalized Diluted EPS,20.07%,7.71%,3.46%,43.34%,44.50%
Dividend Per Share,5.88%,11.11%,10.00%,9.09%,11.11%
Payout Ratio,(43.67%),32.41%,31.88%,(33.76%),(30.04%)
EBITDA,21.87%,8.06%,2.30%,23.38%,27.19%
EBITA,24.21%,7.69%,(0.27%),32.01%,34.84%
EBIT,21.96%,7.13%,(0.17%),31.91%,34.92%
EBITDAR,20.96%,7.41%,4.96%,22.33%,
Effective Tax Rate,,,(2.11%),4.46%,1.27%
Normalized Net Income,11.05%,7.77%,3.28%,43.32%,44.27%
Interest on Long-Term Debt,62.59%,6.76%,(8.78%),(1.91%),
Foreign Sales,38.36%,13.88%,(3.96%),18.66%,
