Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,11.92%,11.92%,8.58%,(6.93%),(7.94%)
Total Interest Income,9.15%,7.96%,5.12%,(8.26%),(9.54%)
Interest On Deposits,78.20%,137.43%,46.79%,(52.65%),(62.78%)
Total Interest On Borrowings,65.51%,(37.24%),(61.39%),(8.90%),(7.15%)
Total Interest Expense,72.10%,56.69%,26.76%,(50.18%),(59.21%)
Net Interest Income,5.17%,2.91%,1.71%,(0.01%),(0.24%)
Service Charges On Deposits,(2.76%),(0.68%),(2.51%),(24.21%),(30.11%)
Trust Income,(0.50%),(0.01%),1.12%,3.08%,(0.72%)
Total Mortgage Banking Activities,5.99%,15.96%,(13.99%),321.91%,121.20%
Gain (Loss) on Sale of Invest. & Securities,-6.66%,-8.78%,-12.21%,-25.43%,-10.80%
Total Other Non Interest Income,12.16%,(5.71%),7.96%,(1.12%),6.77%
Total Non Interest Income,6.16%,0.09%,1.20%,46.81%,28.03%
Revenue Before Loan Losses,5.47%,2.03%,1.55%,14.26%,9.12%
Provision For Loan Losses,(47.68%),120.65%,(36.20%),233.18%,(83.08%)
Total Revenues,6.90%,0.47%,2.64%,10.32%,13.64%
Salaries And Other Employee Benefits,4.16%,4.09%,3.74%,8.16%,7.44%
Occupancy Expense,3.14%,3.63%,(2.07%),1.30%,3.91%
Total Selling General & Admin Expenses,3.06%,(0.22%),(0.63%),(0.16%),1.74%
Total Other Non Interest Expense,0.06%,7.71%,3.09%,17.22%,3.17%
Total Non Interest Expense,3.43%,1.53%,3.31%,9.35%,3.42%
"EBT, Excl. Unusual Items",15.99%,(1.99%),1.03%,12.71%,41.14%
Restructuring Charges,,,,,0.00%
Asset Writedown,-54.93%,-48.82%,,,
Other Unusual Items,"(1,257.23%)",,,,
"EBT, Incl. Unusual Items",10.67%,11.34%,1.13%,9.20%,41.21%
Income Tax Expense,56.88%,(54.29%),4.78%,27.53%,75.03%
Earnings From Continuing Operations,(2.57%),41.61%,0.59%,6.36%,36.19%
Net Income to Company,(2.57%),41.61%,0.59%,6.36%,36.19%
Net Income,(2.57%),41.61%,0.59%,6.36%,36.19%
Net Income to Common Incl Extra Items,(2.57%),41.61%,0.59%,6.36%,36.19%
Net Income to Common Excl. Extra Items,(2.57%),41.61%,0.59%,6.36%,36.19%
Revenue Per Share,6.68%,0.81%,7.21%,12.24%,15.15%
Basic EPS,(2.52%),42.04%,4.87%,8.15%,38.01%
Basic EPS - Continuing Ops,(2.52%),42.04%,4.87%,8.15%,38.01%
Basic Weighted Average Shares Outst.,0.16%,(0.33%),(4.26%),(1.74%),(1.31%)
Diluted EPS,(2.75%),41.67%,4.98%,8.19%,37.66%
Diluted EPS - Continuing Ops,(2.75%),41.67%,4.98%,8.19%,37.66%
Diluted Weighted Average Shares Outst.,0.15%,(0.34%),(4.27%),(1.74%),(1.32%)
Normalized Basic EPS,15.70%,(1.68%),5.70%,14.75%,43.02%
Normalized Diluted EPS,15.43%,(1.91%),5.47%,14.50%,43.03%
Dividend Per Share,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,2.85%,(29.80%),(4.75%),(7.61%),
Effective Tax Rate,41.73%,(58.94%),3.59%,16.75%,23.94%
Normalized Net Income,15.99%,(1.99%),1.03%,12.71%,41.14%
Interest on Long-Term Debt,(62.50%),2.63%,19.08%,(33.21%),
