Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,445.3,471.3,594.5,702.6,708.4,700.8
Total Interest Income,483.2,513.0,653.5,775.0,799.5,790.2
Interest On Deposits,25.2,30.1,55.0,103.5,90.7,79.2
Total Interest On Borrowings,4.5,8.9,23.2,21.6,17.8,14.8
Total Interest Expense,29.7,39.0,78.3,125.1,108.5,94.0
Net Interest Income,453.5,474.0,575.2,649.9,691.0,696.2
Service Charges On Deposits,43.3,40.0,44.6,46.0,37.9,34.7
Trust Income,21.2,21.5,23.0,24.8,26.2,28.1
Credit Card Fee,37.0,37.3,39.9,38.7,38.2,38.7
Total Mortgage Banking Activities,37.6,29.3,23.4,19.8,86.3,102.1
Gain (Loss) on Sale of Assets,,,,,4.2,0.0
Gain (Loss) on Sale of Invest. & Securities,0.1,1.6,0.1,0.2,0.1,0.2
Total Other Non Interest Income,135.7,138.3,151.0,151.2,143.6,144.0
Total Non Interest Income,274.9,268.0,282.0,280.7,336.5,347.8
Revenue Before Loan Losses,728.4,742.1,857.3,930.6,1027.5,1044.1
Provision For Loan Losses,4.0,3.0,4.5,1.5,86.0,40.0
Total Revenues,724.4,739.1,852.8,929.1,941.5,1004.1
Salaries And Other Employee Benefits,311.7,310.0,351.8,380.1,400.0,389.8
Occupancy Expense,33.1,41.2,45.7,48.1,51.7,51.7
Total Selling General & Admin Expenses,34.5,27.7,33.0,39.0,40.3,43.2
Total Other Non Interest Expense,128.4,118.0,133.8,139.3,144.1,142.1
Total Non Interest Expense,517.6,506.8,574.6,615.7,642.7,633.3
"EBT, Excl. Unusual Items",206.7,232.3,278.2,313.4,298.7,370.8
Other Unusual Items,(10.3),,,,(5.8),(5.8)
"EBT, Incl. Unusual Items",196.4,231.6,265.1,299.5,287.5,362.4
Income Tax Expense,63.7,78.6,43.8,65.3,59.5,77.1
Earnings From Continuing Operations,132.7,153.0,221.3,234.3,228.1,285.3
Net Income to Company,132.7,153.0,221.3,234.3,228.1,285.3
Net Income,132.7,153.0,221.3,234.3,228.1,285.3
Preferred Dividend and Other Adjustments,,,,,9.5,9.5
Net Income to Common Incl Extra Items,132.7,153.0,221.3,234.3,218.6,275.9
Net Income to Common Excl. Extra Items,132.7,153.0,221.3,234.3,218.6,275.9
Revenue Per Share,$7.69,$8.07,$8.62,$9.15,$9.14,$9.79
Basic EPS,$1.41,$1.67,$2.24,$2.31,$2.12,$2.69
Basic EPS - Continuing Ops,$1.41,$1.67,$2.24,$2.31,$2.12,$2.69
Basic Weighted Average Shares Outst.,94.2,91.6,99.0,101.5,103.0,102.6
Diluted EPS,$1.41,$1.67,$2.23,$2.30,$2.12,$2.69
Diluted EPS - Continuing Ops,$1.41,$1.67,$2.23,$2.30,$2.12,$2.69
Diluted Weighted Average Shares Outst.,94.5,91.8,99.1,101.8,103.3,102.8
Normalized Basic EPS,$1.37,$1.59,$1.76,$1.93,$1.81,$2.26
Normalized Diluted EPS,$1.37,$1.58,$1.75,$1.92,$1.81,$2.25
Dividend Per Share,$0.45,$0.53,$0.62,$0.71,$0.75,$0.75
Payout Ratio,31.88%,31.60%,27.81%,31.06%,37.69%,
Effective Tax Rate,32.4%,33.9%,16.5%,21.8%,20.7%,21.3%
Normalized Net Income,129.2,145.2,173.9,195.9,186.7,231.7
Interest on Long-Term Debt,3.8,3.2,1.2,1.7,13.3,
