Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2802.1,2882.4,2958.6,2989.2,3286.2,3559.2
Other Revenues,229.0,212.6,231.6,241.6,225.3,227.3
Total Revenues,3031.1,3095.0,3190.2,3230.8,3511.5,3786.5
Cost Of Revenues,2354.3,2372.3,2429.9,2470.2,2534.7,2611.2
Gross Profit,676.9,722.8,760.3,760.6,976.8,1175.3
Selling General & Admin Expenses,115.0,160.6,145.4,124.3,143.4,148.3
Total Operating Expenses,115.0,160.6,145.4,124.3,143.4,148.3
Operating Income,561.8,562.2,614.9,636.3,833.4,1027.0
Interest Expense,(162.1),(169.1),(181.6),(185.8),(163.1),(154.5)
Net Interest Expenses,(162.1),(169.1),(181.6),(185.8),(163.1),(154.5)
Other Non Operating Income (Expenses),(0.6),(0.5),3.3,4.9,4.3,5.0
"EBT, Excl. Unusual Items",399.1,392.6,436.6,455.3,674.7,877.4
"EBT, Incl. Unusual Items",326.7,400.3,441.7,464.4,662.1,862.6
Income Tax Expense,149.4,(146.6),(5.8),94.7,145.9,199.5
Earnings From Continuing Operations,177.3,546.8,447.6,369.8,516.1,663.1
Net Income to Company,177.3,546.8,447.6,369.8,516.1,663.1
Minority Interest,(0.3),(0.2),(0.4),(0.2),(0.2),(0.2)
Net Income,177.0,546.7,447.2,369.6,515.9,662.8
NI to Common Incl Extra Items,177.0,546.7,447.2,369.6,515.9,662.8
NI to Common Excl. Extra Items,177.0,546.7,447.2,369.6,515.9,662.8
Revenue Per Share,$15.70,$16.50,$17.49,$17.73,$19.87,$21.76
Basic EPS,$0.92,$2.91,$2.45,$2.03,$2.92,$3.81
Basic EPS - Continuing Ops,$0.92,$2.91,$2.45,$2.03,$2.92,$3.81
Basic Weighted Average Shares Outst.,193.1,187.6,182.4,182.2,176.7,174.0
Diluted EPS,$0.90,$2.84,$2.39,$1.99,$2.88,$3.76
Diluted EPS - Continuing Ops,$0.90,$2.84,$2.39,$1.99,$2.88,$3.76
Diluted Weighted Average Shares Outst.,196.0,192.2,187.0,185.5,179.0,176.2
Normalized Basic EPS,$1.29,$1.31,$1.49,$1.56,$2.39,$3.15
Normalized Diluted EPS,$1.27,$1.28,$1.46,$1.53,$2.35,$3.11
Dividend Per Share,$0.51,$0.58,$0.68,$0.72,$0.78,$0.80
Payout Ratio,55.59%,19.89%,27.69%,35.55%,26.63%,20.90%
EBITDA,806.7,811.1,863.4,883.2,1091.6,1301.8
EBITA,592.8,589.8,641.1,661.9,855.9,1049.5
EBIT,561.8,562.2,614.9,636.3,833.4,1027.0
EBITDAR,838.6,841.6,,896.8,1103.8,
Effective Tax Rate,45.7%,NM,NM,20.4%,22.0%,23.1%
Normalized Net Income,249.2,245.2,272.5,284.4,421.5,548.1
Interest on Long-Term Debt,,169.1,181.6,185.8,163.1,
Foreign Earnings,51.5,68.3,62.2,38.4,47.3,
Foreign Sales,182.3,205.6,198.6,178.7,183.1,
