Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,5138.0,4310.0,4789.0,4826.0,4840.0,4865.0
Total Interest And Dividend Income,3159.0,3066.0,3121.0,3220.0,3260.0,3279.0
Gain (Loss) on Sale of Investments,72.0,137.0,(9.0),50.0,558.0,690.0
Total Revenues,8369.0,7513.0,7901.0,8096.0,8658.0,8834.0
Policy Benefits,5941.0,5771.0,6217.0,5740.0,5940.0,5811.0
Policy Acquisition / Underwriting Costs,1653.0,1349.0,1291.0,1403.0,1480.0,1487.0
Total Operating Expenses,7626.0,7120.0,7508.0,7143.0,7420.0,7298.0
Operating Income,743.0,393.0,393.0,953.0,1238.0,1536.0
"Interest Expense, Total",(337.0),(266.0),(256.0),(239.0),(202.0),(202.0)
"EBT, Excl. Unusual Items",406.0,127.0,137.0,714.0,1036.0,1334.0
Restructuring Charges,(7.0),,,,,
Impairment of Goodwill,,,,,(5.0),(5.0)
Legal Settlements,(79.0),,,,,
"EBT, Incl. Unusual Items",320.0,127.0,137.0,714.0,1031.0,1329.0
Income Tax Expense,358.0,(406.0),70.0,195.0,270.0,334.0
Earnings From Continuing Operations,(38.0),533.0,67.0,519.0,761.0,995.0
Earnings Of Discontinued Operations,(29.0),204.0,122.0,(112.0),(549.0),(530.0)
Net Income to Company,(67.0),737.0,189.0,407.0,212.0,465.0
Minority Interest,(210.0),80.0,(70.0),(64.0),(34.0),(34.0)
Net Income,(277.0),817.0,119.0,343.0,178.0,431.0
NI to Common Incl Extra Items,(277.0),817.0,119.0,343.0,178.0,431.0
NI to Common Excl. Extra Items,(248.0),613.0,(3.0),455.0,727.0,961.0
Revenue Per Share,$16.80,$15.06,$15.79,$16.10,$17.14,$17.47
Basic EPS,($0.56),$1.64,$0.24,$0.68,$0.35,$0.85
Basic EPS - Continuing Ops,($0.50),$1.23,($0.01),$0.90,$1.44,$1.90
Basic Weighted Average Shares Outst.,498.3,499.0,500.4,502.9,505.2,505.6
Diluted EPS,($0.56),$1.63,$0.23,$0.67,$0.35,$0.84
Diluted EPS - Continuing Ops,($0.50),$1.22,($0.01),$0.89,$1.42,$1.87
Diluted Weighted Average Shares Outst.,498.3,501.4,500.4,509.7,511.6,514.0
Normalized Basic EPS,$0.09,$0.32,$0.03,$0.76,$1.21,$1.58
Normalized Diluted EPS,$0.09,$0.32,$0.03,$0.75,$1.20,$1.56
EBITDA,766.0,438.0,438.0,992.0,1274.0,1571.3
EBITA,766.0,438.0,438.0,992.0,1274.0,1536.0
EBIT,743.0,393.0,393.0,953.0,1238.0,1536.0
EBITDAR,,,,,1285.0,
Effective Tax Rate,111.9%,NM,51.1%,27.3%,26.2%,25.1%
Normalized Net Income,43.8,159.4,15.6,382.3,613.5,799.8
Foreign Sales,1099.0,(31.0),432.0,395.0,382.0,
