Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,386.3,461.3,559.4,637.8,586.0,585.1
Total Interest Income,523.0,616.9,732.0,862.9,808.5,803.1
Interest On Deposits,17.9,36.4,92.1,154.2,58.2,35.3
Total Interest On Borrowings,9.8,21.6,29.4,37.8,19.0,16.4
Total Interest Expense,27.7,58.0,121.5,192.0,77.3,51.7
Net Interest Income,495.3,558.9,610.4,670.9,731.2,751.4
Service Charges On Deposits,86.7,87.7,84.3,82.7,83.9,80.8
Trust Income,166.3,176.6,172.2,176.9,194.6,202.5
Income From Trading Activities,21.4,23.2,15.6,23.5,32.9,40.6
Gain (Loss) on Sale of Assets,,103.3,2.7,0.4,0.8,0.8
Gain (Loss) on Sale of Invest. & Securities,8.5,4.2,3.5,2.2,120.6,113.1
Total Other Non Interest Income,119.6,28.5,123.4,141.0,127.3,132.9
Total Non Interest Income,402.5,423.6,401.7,426.8,560.2,570.6
Revenue Before Loan Losses,897.8,982.5,1012.1,1097.7,1291.4,1322.0
Provision For Loan Losses,32.5,41.0,70.8,32.9,130.5,35.0
Total Revenues,865.3,941.5,941.4,1064.8,1160.9,1287.0
Salaries And Other Employee Benefits,378.3,400.5,408.0,446.6,480.3,495.2
Amort. of Goodwill & Intang. Assets,8.7,7.3,5.8,5.5,6.5,6.2
Occupancy Expense,29.7,29.7,30.4,35.5,34.7,34.4
Total Selling General & Admin Expenses,189.2,204.5,218.4,234.9,227.8,226.6
Total Other Non Interest Expense,46.7,47.6,42.5,44.9,62.4,61.4
Total Non Interest Expense,666.7,705.1,717.8,778.9,822.0,834.3
"EBT, Excl. Unusual Items",198.6,236.3,223.6,286.0,338.9,452.7
"EBT, Incl. Unusual Items",198.6,236.3,223.6,286.0,338.9,452.7
Income Tax Expense,45.0,53.4,27.3,42.4,52.4,70.1
Earnings From Continuing Operations,153.6,183.0,196.3,243.6,286.5,382.6
Earnings Of Discontinued Operations,5.2,64.1,(0.7),,,
Net Income to Company,158.8,247.1,195.5,243.6,286.5,382.6
Net Income,158.8,247.1,195.5,243.6,286.5,382.6
Net Income to Common Incl Extra Items,158.8,247.1,195.5,243.6,286.5,382.6
Net Income to Common Excl. Extra Items,153.6,183.0,196.3,243.6,286.5,382.6
Revenue Per Share,$17.72,$19.13,$19.08,$21.83,$24.12,$26.82
Basic EPS,$3.25,$5.02,$3.96,$4.99,$5.95,$7.97
Basic EPS - Continuing Ops,$3.15,$3.72,$3.98,$4.99,$5.95,$7.97
Basic Weighted Average Shares Outst.,48.8,49.2,49.3,48.8,48.1,48.0
Diluted EPS,$3.22,$4.96,$3.92,$4.96,$5.93,$7.92
Diluted EPS - Continuing Ops,$3.12,$3.67,$3.94,$4.96,$5.93,$7.92
Diluted Weighted Average Shares Outst.,49.3,49.8,49.8,49.1,48.3,48.3
Normalized Basic EPS,$2.54,$3.00,$2.83,$3.66,$4.40,$5.90
Normalized Diluted EPS,$2.52,$2.96,$2.81,$3.64,$4.38,$5.86
Dividend Per Share,$0.99,$1.04,$1.17,$1.21,$1.25,$1.26
Payout Ratio,30.88%,20.99%,29.81%,24.40%,21.04%,15.84%
Effective Tax Rate,22.6%,22.6%,12.2%,14.8%,15.5%,15.5%
Normalized Net Income,124.1,147.7,139.7,178.7,211.8,282.9
Interest on Long-Term Debt,3.2,,,,,
