Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Total Interest and Dividend Income,294.3,454.4,646.4,724.9,523.8,490.2
Total Interest Expense,66.9,70.0,170.1,177.9,65.8,55.9
Net Interest Income,227.5,384.4,476.4,547.0,458.1,434.3
Brokerage Commission,730.0,678.9,657.7,667.5,760.6,763.1
Trading and Principal Transactions,475.4,396.8,351.4,404.8,588.3,614.6
Asset Management Fee,582.8,702.1,806.2,848.0,917.4,957.8
Underwriting & Invest. Banking Fee,513.0,726.8,707.7,817.4,952.3,1112.1
Gain (Loss) on Sale of Investments,,,,0.3,(1.8),(1.8)
Other Revenue,46.8,37.5,25.6,31.2,77.1,93.6
Revenue Before Loan Losses,2575.5,2926.4,3024.9,3316.1,3752.1,3973.8
Provision For Loan Losses,,,18.4,10.0,33.9,12.6
Total Revenues,2575.5,2926.4,3006.5,3306.2,3718.1,3961.2
Salaries & Other Empl. Benefits,1667.4,1958.9,1753.4,1945.7,2249.1,2369.8
Cost of Services Provided,415.3,400.3,404.6,434.3,495.4,502.9
Other Operating Expenses,291.6,297.6,296.8,294.6,292.3,294.3
Total Operating Expenses,2374.3,2656.9,2454.8,2674.6,3036.7,3167.0
Operating Income,201.2,269.5,551.7,631.5,681.4,794.2
"EBT, Excl. Unusual Items",201.2,269.5,551.7,631.5,681.4,794.2
"EBT, Incl. Unusual Items",142.6,269.5,534.4,599.1,651.2,763.9
Income Tax Expense,61.1,86.7,140.4,149.2,147.7,174.0
Earnings From Continuing Operations,81.5,182.9,394.0,450.0,503.5,589.9
Net Income to Company,81.5,182.9,394.0,450.0,503.5,589.9
Minority Interest,,,,(1.6),,
Net Income,81.5,182.9,394.0,448.4,503.5,589.9
Pref. Dividends and Other Adj.,3.9,9.4,9.4,17.3,27.3,30.7
NI to Common Incl Extra Items,77.6,173.5,384.6,431.1,476.2,559.2
NI to Common Excl. Extra Items,77.6,173.5,384.6,431.1,476.2,559.2
Revenue Per Share,$25.68,$28.46,$27.92,$30.61,$35.02,$37.24
Basic EPS,$0.77,$1.69,$3.57,$3.99,$4.49,$5.26
Basic EPS - Continuing Ops,$0.77,$1.69,$3.57,$3.99,$4.49,$5.26
Basic Weighted Average Shares Outst.,100.3,102.8,107.7,108.0,106.2,106.4
Diluted EPS,$0.67,$1.43,$3.15,$3.66,$4.16,$4.86
Diluted EPS - Continuing Ops,$0.67,$1.43,$3.15,$3.66,$4.16,$4.86
Diluted Weighted Average Shares Outst.,116.3,121.6,122.0,117.9,114.6,115.3
Normalized Basic EPS,$1.25,$1.64,$3.20,$3.64,$4.01,$4.67
Normalized Diluted EPS,$1.08,$1.39,$2.83,$3.33,$3.72,$4.30
Dividend Per Share,,$0.13,$0.32,$0.40,$0.45,$0.49
Payout Ratio,4.79%,12.61%,11.17%,13.22%,14.65%,
Effective Tax Rate,42.8%,32.2%,26.3%,24.9%,22.7%,22.8%
Normalized Net Income,125.7,168.5,344.8,393.1,425.9,496.4
Interest on Long-Term Debt,38.0,37.4,47.3,47.1,55.7,
Foreign Sales,145.8,143.3,168.9,182.7,291.1,
