Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4.61%,6.71%,3.98%,(2.43%),2.89%
Total Revenues,4.61%,6.71%,3.98%,(2.43%),2.89%
Cost Of Revenues,4.49%,7.39%,3.20%,(3.99%),1.23%
Gross Profit,4.76%,5.81%,5.05%,(0.38%),5.07%
Selling General & Admin Expenses,4.51%,12.92%,(2.03%),3.41%,7.93%
R&D Expenses,8.23%,7.92%,0.15%,(7.48%),(6.78%)
Total Operating Expenses,5.32%,11.81%,(1.56%),1.03%,4.72%
Operating Income,4.15%,(0.89%),13.38%,(1.91%),5.46%
Interest Expense,,,,,"(5,700.00%)"
Interest And Investment Income,115.38%,0.00%,(60.71%),,
Net Interest Expenses,115.38%,0.00%,(60.71%),,
Other Non Operating Income (Expenses),0.00%,(16.67%),-14.29%,,
"EBT, Excl. Unusual Items",5.04%,(0.89%),12.20%,(3.76%),1.44%
"EBT, Incl. Unusual Items",9.99%,(3.17%),11.53%,(18.65%),20.41%
Income Tax Expense,(12.24%),(19.12%),6.16%,(8.51%),(3.93%)
Earnings From Continuing Operations,22.51%,3.27%,13.23%,(21.65%),29.48%
Net Income to Company,22.51%,3.27%,13.23%,(21.65%),29.48%
Net Income,22.51%,3.27%,13.23%,(21.65%),29.48%
NI to Common Incl Extra Items,22.51%,3.27%,13.23%,(21.65%),29.48%
NI to Common Excl. Extra Items,22.51%,3.27%,13.23%,(21.65%),29.48%
Revenue Per Share,,,3.99%,(2.43%),2.84%
Basic EPS,,,13.19%,(21.59%),29.43%
Basic EPS - Continuing Ops,,,13.19%,(21.59%),29.43%
Basic Weighted Average Shares Outst.,,,0.00%,0.00%,0.04%
Diluted EPS,,,13.10%,(22.01%),28.47%
Diluted EPS - Continuing Ops,,,13.10%,(22.01%),28.47%
Diluted Weighted Average Shares Outst.,,,0.00%,0.59%,0.79%
Normalized Basic EPS,,,12.32%,(3.63%),1.40%
Normalized Diluted EPS,,,12.32%,(4.20%),0.65%
EBITDA,5.12%,2.76%,11.10%,(2.62%),4.07%
EBITA,4.65%,0.24%,12.84%,(2.28%),4.88%
EBIT,4.15%,(0.89%),13.38%,(1.91%),5.46%
EBITDAR,4.80%,3.84%,10.51%,(2.47%),
Effective Tax Rate,(20.22%),(16.49%),(4.82%),12.48%,(20.22%)
Normalized Net Income,5.04%,(0.89%),12.20%,(3.76%),1.44%
R&D Expense From Footnotes,8.23%,7.92%,0.15%,(7.48%),(6.78%)
Foreign Sales,8.55%,14.47%,(3.71%),(10.30%),
