Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,253.8,293.1,382.5,460.7,527.4,539.8
Total Interest Income,344.2,375.0,469.0,546.2,627.1,645.8
Interest On Deposits,18.4,16.8,18.4,23.3,17.6,15.1
Total Interest On Borrowings,11.2,13.1,17.2,19.5,9.7,8.5
Total Interest Expense,29.6,29.9,35.5,42.8,27.3,23.6
Net Interest Income,314.5,345.2,433.5,503.4,599.7,622.2
Gain (Loss) on Sale of Assets,,,,,2.4,0.0
Gain (Loss) on Sale of Invest. & Securities,(1.5),(0.7),(4.7),10.1,(3.8),(5.4)
Total Other Non Interest Income,75.2,82.5,92.8,82.3,69.9,69.9
Total Non Interest Income,107.3,112.2,115.2,126.4,168.0,173.8
Revenue Before Loan Losses,421.8,457.4,548.7,629.8,767.7,796.0
Provision For Loan Losses,2.3,10.8,10.0,0.1,39.8,20.6
Total Revenues,419.5,446.6,538.7,629.8,728.0,775.3
Salaries And Other Employee Benefits,148.8,156.7,191.4,213.5,248.5,251.3
Amort. of Goodwill & Intang. Assets,3.0,2.5,6.3,8.5,10.4,10.3
Occupancy Expense,22.6,26.6,30.7,29.1,31.3,31.5
Total Selling General & Admin Expenses,32.4,29.7,33.4,41.7,46.9,46.5
Total Other Non Interest Expense,42.6,41.6,39.9,59.0,49.5,48.9
Total Non Interest Expense,257.0,263.4,309.9,356.7,392.1,394.8
"EBT, Excl. Unusual Items",162.5,183.1,228.8,273.1,335.9,380.5
"EBT, Incl. Unusual Items",160.8,181.0,222.2,259.2,328.0,375.4
Income Tax Expense,39.7,64.6,40.3,48.7,61.6,71.5
Earnings From Continuing Operations,121.1,116.4,181.9,210.5,266.4,303.9
Net Income to Company,121.1,116.4,181.9,210.5,266.4,303.9
Net Income,121.1,116.4,181.9,210.5,266.4,303.9
Net Income to Common Incl Extra Items,121.1,116.4,181.9,210.5,266.4,303.9
Net Income to Common Excl. Extra Items,121.1,116.4,181.9,210.5,266.4,303.9
Revenue Per Share,$5.50,$5.76,$6.44,$7.14,$7.67,$8.12
Basic EPS,$1.59,$1.50,$2.18,$2.39,$2.81,$3.18
Basic EPS - Continuing Ops,$1.59,$1.50,$2.18,$2.39,$2.81,$3.18
Basic Weighted Average Shares Outst.,76.3,77.5,83.6,88.3,94.9,95.4
Diluted EPS,$1.59,$1.50,$2.17,$2.38,$2.81,$3.18
Diluted EPS - Continuing Ops,$1.59,$1.50,$2.17,$2.38,$2.81,$3.18
Diluted Weighted Average Shares Outst.,76.3,77.6,83.7,88.4,94.9,95.5
Normalized Basic EPS,$1.33,$1.48,$1.71,$1.93,$2.21,$2.49
Normalized Diluted EPS,$1.33,$1.47,$1.71,$1.93,$2.21,$2.49
Dividend Per Share,$0.80,$0.84,$1.01,$1.11,$1.18,$1.20
Payout Ratio,50.46%,70.74%,36.24%,50.09%,43.72%,36.97%
Effective Tax Rate,24.7%,35.7%,18.2%,18.8%,18.8%,19.0%
Normalized Net Income,101.6,114.5,143.0,170.7,209.9,237.8
Interest on Long-Term Debt,3.7,4.4,5.9,6.6,4.9,
