Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,5.04%,6.88%,5.17%,1.18%,0.60%
Total Interest And Dividend Income,2.24%,6.43%,7.52%,(5.05%),(4.56%)
Gain (Loss) on Sale of Investments,106.86%,,,(95.43%),
Other Revenues,23.53%,25.13%,(4.44%),2.88%,15.18%
Total Revenues,5.28%,5.30%,8.82%,(1.30%),6.92%
Policy Benefits,1.32%,5.62%,5.17%,(0.71%),0.15%
Policy Acquisition / Underwriting Costs,4.62%,6.08%,3.91%,2.62%,2.17%
Other Operating Expenses,2.19%,2.47%,3.22%,0.76%,0.81%
Total Operating Expenses,2.12%,5.31%,4.65%,0.19%,0.66%
Operating Income,64.37%,5.24%,57.28%,(12.78%),83.48%
"Interest Expense, Total",-12.06%,-0.22%,-16.85%,-1.07%,-3.47%
"EBT, Excl. Unusual Items",89.83%,6.08%,68.04%,(13.62%),93.68%
Other Unusual Items,,,,,0.00%
"EBT, Incl. Unusual Items",343.79%,(3.55%),84.81%,(14.81%),91.74%
Income Tax Expense,,(43.36%),114.02%,(11.06%),129.87%
Earnings From Continuing Operations,222.54%,10.60%,79.50%,(15.62%),84.35%
Earnings Of Discontinued Operations,,,,-15.38%,-58.00%
Net Income to Company,20.05%,109.99%,8.72%,(15.62%),87.06%
Net Income,20.05%,109.99%,8.72%,(15.62%),87.06%
NI to Common Incl Extra Items,20.05%,109.99%,8.72%,(15.62%),87.06%
NI to Common Excl. Extra Items,222.54%,10.60%,79.50%,(15.62%),84.35%
Revenue Per Share,6.02%,5.55%,15.35%,4.72%,13.24%
Basic EPS,21.03%,110.54%,15.27%,(10.49%),98.11%
Basic EPS - Continuing Ops,223.87%,10.96%,90.16%,(10.51%),95.24%
Basic Weighted Average Shares Outst.,(0.70%),(0.24%),(5.66%),(5.75%),(5.58%)
Diluted EPS,20.74%,110.04%,15.11%,(10.01%),97.95%
Diluted EPS - Continuing Ops,224.52%,10.54%,89.93%,(10.04%),95.08%
Diluted Weighted Average Shares Outst.,(0.46%),0.00%,(5.58%),(6.16%),(5.33%)
Normalized Basic EPS,91.44%,6.26%,78.12%,(8.37%),105.13%
Normalized Diluted EPS,90.91%,6.01%,77.82%,(7.98%),104.58%
Dividend Per Share,8.51%,8.82%,10.36%,8.16%,8.00%
Payout Ratio,(10.08%),(48.27%),(4.81%),20.81%,(45.34%)
EBITDA,55.75%,3.31%,52.79%,(12.89%),78.32%
EBITA,64.37%,5.24%,57.28%,(12.78%),83.48%
EBIT,64.37%,5.24%,57.28%,(12.78%),83.48%
Effective Tax Rate,,(41.27%),15.79%,4.40%,19.88%
Normalized Net Income,89.83%,6.08%,68.04%,(13.62%),93.68%
Interest on Long-Term Debt,(12.06%),(0.22%),(16.85%),(1.07%),
