Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,289.9,391.9,398.8,422.2,437.5,444.8
Tenant Reimbursements,88.2,,,,,
Other Revenue,,4.5,4.9,5.2,7.9,6.4
Total Revenues,378.0,396.4,403.7,427.4,445.4,451.3
Property Expenses,112.8,113.5,116.9,116.6,119.2,123.4
Selling General & Admin Exp.,26.7,28.1,27.7,28.6,31.9,31.3
Depreciation & Amortization,117.3,116.4,116.5,121.2,129.6,130.7
Total Operating Expenses,256.8,257.9,261.1,266.4,280.8,285.3
Operating Income,121.2,138.5,142.6,161.0,164.6,166.0
Total Interest Expense,(62.6),(58.5),(54.2),(53.5),(54.7),(54.8)
Net Interest Expenses,(62.6),(58.5),(54.2),(53.5),(54.7),(54.8)
"EBT, Excl. Unusual Items",58.6,80.0,88.4,107.5,109.9,111.2
Gain (Loss) on Sale of Assets,68.2,131.3,81.6,124.9,86.8,107.4
Asset Writedown,,,(2.8),,,
Other Unusual Items,,(1.8),(0.0),,,
"EBT, Incl. Unusual Items",126.8,209.5,167.2,247.3,202.6,224.6
Income Tax Expense,1.1,1.2,(0.1),3.4,2.4,2.3
Earnings From Continuing Operations,125.7,208.3,167.3,243.9,200.2,222.2
Net Income to Company,125.7,208.3,167.3,243.9,200.2,222.2
Minority Interest,(4.5),(6.8),(4.1),(5.1),(4.2),(4.7)
Net Income,121.2,201.5,163.2,238.8,196.0,217.6
Pref. Dividends and Other Adj.,0.4,0.6,0.5,0.5,0.3,0.3
NI to Common Incl Extra Items,120.8,200.8,162.7,238.3,195.7,217.2
NI to Common Excl. Extra Items,120.8,200.8,162.7,238.3,195.7,217.2
Revenue Per Share,$3.29,$3.35,$3.26,$3.38,$3.49,$3.52
Basic EPS,$1.05,$1.70,$1.31,$1.89,$1.53,$1.69
Basic EPS - Continuing Ops,$1.05,$1.70,$1.31,$1.89,$1.53,$1.69
Basic Weighted Average Shares Outst.,115.0,118.3,123.8,126.4,127.7,128.2
Diluted EPS,$1.05,$1.69,$1.31,$1.88,$1.53,$1.69
Diluted EPS - Continuing Ops,$1.05,$1.69,$1.31,$1.88,$1.53,$1.69
Diluted Weighted Average Shares Outst.,115.4,118.8,124.2,126.7,127.9,128.4
Normalized Basic EPS,$0.28,$0.36,$0.41,$0.49,$0.51,$0.51
Normalized Diluted EPS,$0.28,$0.36,$0.41,$0.49,$0.50,$0.50
Dividend Per Share,$0.76,$0.84,$0.87,$0.92,$1.00,$1.02
Payout Ratio,68.21%,49.90%,67.17%,49.09%,64.97%,59.96%
FFO,167.8,186.5,199.4,221.1,235.0,237.4
FFO Payout Ratio %,49.28%,53.90%,54.99%,53.01%,54.19%,54.95%
AFFO,167.8,186.5,199.4,221.1,235.0,
Funds Available for Distribution,167.8,186.5,199.4,221.1,235.0,
EBITDA,245.1,261.8,264.2,288.1,302.4,305.2
EBITA,126.9,144.0,147.8,166.0,170.9,172.2
EBIT,121.2,138.5,142.6,161.0,164.6,166.0
EBITDAR,246.5,,,,305.5,
Effective Tax Rate,0.9%,0.6%,NM,1.4%,1.2%,1.0%
Normalized Net Income,32.2,43.2,51.2,62.1,64.5,64.8
Interest Capitalized,3.5,4.4,5.9,5.8,6.8,
