Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,900.0,1062.6,1810.0,2080.2,2063.2,2075.2
Total Revenues,900.0,1062.6,1810.0,2080.2,2063.2,2075.2
Cost Of Revenues,557.7,675.8,1156.4,1324.9,1250.4,1239.5
Gross Profit,342.4,386.8,653.6,755.4,812.8,835.7
Selling General & Admin Expenses,258.4,297.1,521.7,576.5,610.4,615.8
Depreciation & Amortization,9.7,11.3,14.1,18.3,21.2,21.2
Other Operating Expense/(Income),,0.1,0.4,0.0,0.0,0.0
Total Operating Expenses,270.6,310.6,538.3,596.0,632.9,638.3
Operating Income,71.8,76.2,115.3,159.3,179.9,197.4
Interest Expense,(2.4),(3.4),(9.7),(11.2),(4.1),(1.6)
Net Interest Expenses,(2.4),(3.4),(9.7),(11.2),(4.1),(1.6)
"EBT, Excl. Unusual Items",69.3,72.8,105.6,148.2,175.8,195.8
"EBT, Incl. Unusual Items",68.1,71.3,101.3,140.5,174.0,193.8
Income Tax Expense,22.2,10.9,22.4,26.6,36.0,42.1
Earnings From Continuing Operations,45.9,60.4,78.9,113.9,137.9,151.7
Net Income to Company,45.9,60.4,78.9,113.9,137.9,151.7
Minority Interest,(9.4),(10.3),(15.3),(18.1),(26.3),(27.5)
Net Income,36.6,50.1,63.6,95.7,111.6,124.2
NI to Common Incl Extra Items,36.6,50.1,63.6,95.7,111.6,124.2
NI to Common Excl. Extra Items,36.6,50.1,63.6,95.7,111.6,124.2
Revenue Per Share,$51.26,$59.98,$65.82,$67.25,$66.36,$66.66
Basic EPS,$2.08,$2.83,$2.31,$3.09,$3.59,$3.99
Basic EPS - Continuing Ops,$2.08,$2.83,$2.31,$3.09,$3.59,$3.99
Basic Weighted Average Shares Outst.,17.6,17.7,27.5,30.9,31.1,31.1
Diluted EPS,$2.07,$2.79,$2.29,$3.07,$3.56,$3.96
Diluted EPS - Continuing Ops,$2.07,$2.79,$2.29,$3.07,$3.56,$3.96
Diluted Weighted Average Shares Outst.,17.7,18.0,27.8,31.2,31.4,31.4
Normalized Basic EPS,$1.93,$1.99,$1.84,$2.41,$2.69,$3.05
Normalized Diluted EPS,$1.92,$1.96,$1.82,$2.39,$2.66,$3.02
EBITDA,83.9,89.6,131.7,177.6,201.2,218.5
EBITA,74.3,78.3,117.4,160.6,181.1,198.6
EBIT,71.8,76.2,115.3,159.3,179.9,197.4
EBITDAR,104.7,114.7,,230.3,256.9,
Effective Tax Rate,32.6%,15.3%,22.1%,18.9%,20.7%,21.7%
Normalized Net Income,34.0,35.3,50.7,74.5,83.5,94.9
Interest on Long-Term Debt,2.4,3.4,9.7,11.2,5.2,
