Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.91%,(5.65%),(11.00%),2.38%,4.41%
Total Revenues,7.91%,(5.65%),(11.00%),2.38%,4.41%
Cost Of Revenues,45.39%,87.98%,(40.82%),(8.08%),(3.75%)
Gross Profit,6.13%,(11.76%),(6.85%),3.31%,5.10%
Selling General & Admin Expenses,4.17%,(19.21%),24.67%,27.31%,33.69%
R&D Expenses,79.27%,35.26%,227.97%,(69.53%),31.38%
Total Operating Expenses,27.91%,4.92%,140.79%,(48.02%),32.51%
Operating Income,(3.47%),(21.51%),,,(24.05%)
Interest Expense,(130.77%),(54.44%),(217.99%),-46.83%,-52.73%
Interest And Investment Income,211.43%,162.39%,54.55%,(35.29%),(47.52%)
Net Interest Expenses,,673.68%,(100.00%),,47.83%
Other Non Operating Income (Expenses),242.86%,,-75.00%,,(592.31%)
"EBT, Excl. Unusual Items",(2.93%),(21.06%),,,(35.13%)
"EBT, Incl. Unusual Items",(27.42%),(1.38%),,,(23.95%)
Income Tax Expense,1.47%,(51.73%),,,(27.05%)
Earnings From Continuing Operations,(41.45%),40.99%,,,(23.19%)
Net Income to Company,(41.45%),40.99%,,,(23.19%)
Net Income,(41.45%),40.99%,,,(23.19%)
NI to Common Incl Extra Items,(41.45%),40.99%,,,(23.19%)
NI to Common Excl. Extra Items,(41.45%),40.99%,,,(23.19%)
Revenue Per Share,7.43%,(4.56%),(11.60%),1.45%,3.17%
Basic EPS,(41.70%),42.58%,,,(24.10%)
Basic EPS - Continuing Ops,(41.70%),42.58%,,,(24.10%)
Basic Weighted Average Shares Outst.,0.46%,(1.14%),0.69%,0.91%,1.20%
Diluted EPS,(38.95%),43.82%,,,(25.33%)
Diluted EPS - Continuing Ops,(38.95%),43.82%,,,(25.33%)
Diluted Weighted Average Shares Outst.,(4.06%),(2.00%),(0.45%),1.83%,2.90%
Normalized Basic EPS,(3.38%),(20.16%),,,(35.90%)
Normalized Diluted EPS,1.16%,(19.42%),,,(36.96%)
EBITDA,(3.43%),(20.41%),,,(22.09%)
EBITA,(3.48%),(21.54%),,,(24.04%)
EBIT,(3.47%),(21.51%),,,(24.05%)
EBITDAR,(3.38%),(20.37%),,,
Effective Tax Rate,39.82%,(51.06%),63.98%,,(4.07%)
Normalized Net Income,(2.93%),(21.06%),,,(35.13%)
Interest on Long-Term Debt,130.77%,,,,
R&D Expense From Footnotes,79.27%,35.26%,230.43%,(69.75%),64.12%
Foreign Sales,37.69%,(47.16%),26.10%,(43.31%),
