Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4268.0,4171.0,4913.0,5639.0,5767.0,5691.0
Total Revenues,4268.0,4171.0,4913.0,5639.0,5767.0,5691.0
Cost Of Revenues,3994.0,3732.0,4329.0,4986.0,5101.0,5043.0
Gross Profit,274.0,439.0,584.0,653.0,666.0,648.0
Selling General & Admin Expenses,133.0,244.0,294.0,341.0,335.0,327.0
Total Operating Expenses,133.0,244.0,294.0,341.0,335.0,327.0
Operating Income,141.0,195.0,290.0,312.0,331.0,321.0
Interest Expense,(13.0),(21.0),(66.0),(99.0),(83.0),(82.0)
Net Interest Expenses,(13.0),(21.0),(66.0),(99.0),(83.0),(82.0)
Currency Exchange Gains (Loss),14.0,(11.0),(9.0),4.0,4.0,(9.0)
Other Non Operating Income (Expenses),4.0,15.0,3.0,1.0,(3.0),0.0
"EBT, Excl. Unusual Items",237.0,248.0,297.0,253.0,279.0,271.0
"EBT, Incl. Unusual Items",33.0,247.0,396.0,268.0,(25.0),124.0
Income Tax Expense,84.0,(193.0),86.0,59.0,26.0,43.0
Earnings From Continuing Operations,(51.0),440.0,310.0,209.0,(51.0),81.0
Net Income to Company,(51.0),440.0,310.0,209.0,(51.0),81.0
Minority Interest,(10.0),(8.0),(29.0),(7.0),(21.0),(2.0)
Net Income,(61.0),432.0,281.0,202.0,(72.0),79.0
Preferred Dividend and Other Adjustments,,3.0,1.8,1.5,,
NI to Common Incl Extra Items,(61.0),429.0,279.2,200.5,(72.0),79.0
NI to Common Excl. Extra Items,(61.0),429.0,279.2,200.5,(72.0),79.0
Revenue Per Share,$30.06,$29.58,$35.09,$39.99,$40.61,$40.15
Basic EPS,($0.43),$3.04,$1.99,$1.42,($0.51),$0.56
Basic EPS - Continuing Ops,($0.43),$3.04,$1.99,$1.42,($0.51),$0.56
Basic Weighted Average Shares Outst.,142.0,141.0,140.0,141.0,142.0,141.8
Diluted EPS,($0.43),$3.04,$1.99,$1.41,($0.51),$0.55
Diluted EPS - Continuing Ops,($0.43),$3.04,$1.99,$1.41,($0.51),$0.55
Diluted Weighted Average Shares Outst.,142.0,141.0,141.0,142.0,142.0,142.5
Normalized Basic EPS,$0.97,$1.04,$1.12,$1.07,$1.08,$1.18
Normalized Diluted EPS,$0.97,$1.04,$1.11,$1.06,$1.08,$1.17
Dividend Per Share,$0.32,$0.32,$0.32,$0.32,$0.40,$0.41
Payout Ratio,NM,10.42%,15.66%,22.77%,NM,72.15%
EBITDA,186.0,243.0,353.0,378.0,409.0,410.0
EBITA,155.0,216.0,322.0,345.0,373.0,363.0
EBIT,141.0,195.0,290.0,312.0,331.0,321.0
EBITDAR,340.0,382.0,,515.0,534.0,
Effective Tax Rate,254.5%,NM,21.7%,22.0%,NM,34.7%
Normalized Net Income,138.1,147.0,156.6,151.1,153.4,167.4
Interest on Long-Term Debt,,,2.0,21.0,21.0,
Foreign Sales,2157.0,2185.0,2653.0,2934.0,2736.0,
