Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1319.4,1359.1,1463.7,1487.6,356.6,336.1
Total Revenues,1319.4,1359.1,1463.7,1487.6,356.6,336.1
Cost Of Revenues,599.7,622.2,696.5,732.1,419.0,405.4
Gross Profit,719.7,736.8,767.2,755.5,(62.5),(69.3)
Selling General & Admin Expenses,291.1,155.7,127.0,201.0,146.9,146.1
Depreciation & Amortization,104.3,109.2,113.2,115.8,119.2,117.9
Total Operating Expenses,398.0,267.4,242.7,319.2,267.1,264.4
Operating Income,321.7,469.4,524.5,436.3,(329.5),(333.7)
Interest Expense,(82.4),(99.8),(108.0),(114.7),(155.4),(166.4)
Interest And Investment Income,0.5,0.8,0.8,1.4,0.7,0.4
Net Interest Expenses,(81.9),(99.0),(107.2),(113.3),(154.7),(166.0)
Other Non Operating Income (Expenses),(1.7),(0.3),(3.5),(2.5),(0.2),3.5
"EBT, Excl. Unusual Items",238.2,370.1,413.7,320.4,(484.4),(496.2)
"EBT, Incl. Unusual Items",233.3,329.1,411.9,311.8,(523.1),(544.2)
Income Tax Expense,76.5,16.0,95.9,91.9,(141.0),(150.8)
Earnings From Continuing Operations,156.7,313.0,316.0,219.8,(382.1),(393.4)
Net Income to Company,156.7,313.0,316.0,219.8,(382.1),(393.4)
Minority Interest,(38.4),(39.2),(40.0),(40.8),(41.3),(41.3)
Net Income,118.3,273.8,276.0,179.1,(423.4),(434.7)
NI to Common Incl Extra Items,118.3,273.8,276.0,179.1,(423.4),(434.7)
NI to Common Excl. Extra Items,118.3,273.8,276.0,179.1,(423.4),(434.7)
Revenue Per Share,$14.29,$15.66,$17.40,$17.64,$4.20,$3.96
Basic EPS,$1.28,$3.15,$3.28,$2.12,($4.99),($5.12)
Basic EPS - Continuing Ops,$1.28,$3.15,$3.28,$2.12,($4.99),($5.12)
Basic Weighted Average Shares Outst.,92.3,86.8,84.1,84.3,84.8,84.9
Diluted EPS,$1.25,$3.09,$3.23,$2.11,($4.99),($5.12)
Diluted EPS - Continuing Ops,$1.25,$3.09,$3.23,$2.11,($4.99),($5.12)
Diluted Weighted Average Shares Outst.,94.4,88.5,85.4,85.0,84.8,84.9
Normalized Basic EPS,$1.20,$2.21,$2.60,$1.89,($4.06),($4.14)
Normalized Diluted EPS,$1.17,$2.17,$2.56,$1.88,($4.06),($4.14)
Dividend Per Share,$2.38,$2.62,$3.16,$3.29,$0.25,$0.00
Payout Ratio,186.23%,82.94%,96.76%,155.78%,NM,NM
EBITDA,428.6,581.1,640.2,554.5,(209.4),(215.4)
EBITA,324.3,471.9,526.9,438.7,(328.5),(333.3)
EBIT,321.7,469.4,524.5,436.3,(329.5),(333.7)
EBITDAR,441.5,597.9,669.5,592.3,(174.6),
Effective Tax Rate,32.8%,4.9%,23.3%,29.5%,NM,NM
Normalized Net Income,110.4,192.1,218.6,159.5,(344.1),(351.4)
Interest on Long-Term Debt,82.4,99.8,108.0,114.7,155.4,
Foreign Sales,114.2,119.1,127.9,117.2,21.9,
