Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,61.67%,47.34%,(15.74%),(4.77%),(1.09%)
Other Revenue,239.37%,184.61%,81.07%,16.43%,6.43%
Total Revenues,56.71%,53.94%,(4.06%),(0.31%),0.40%
Property Expenses,213.17%,177.41%,118.93%,17.31%,5.01%
Selling General & Admin Exp.,52.22%,29.95%,(13.43%),6.31%,5.24%
Depreciation & Amortization,66.32%,68.05%,(8.11%),0.50%,1.07%
Total Operating Expenses,80.47%,79.20%,0.27%,7.03%,3.69%
Operating Income,42.53%,34.84%,(8.41%),(8.38%),(3.59%)
Total Interest Expense,(38.01%),(66.32%),-13.92%,-20.60%,-14.43%
Net Interest Expenses,(38.01%),(66.32%),-13.92%,-20.60%,-14.43%
Other Non Operating Income,(93.52%),751.72%,,,
"EBT, Excl. Unusual Items",35.02%,18.18%,(6.06%),1.30%,(0.39%)
Gain (Loss) on Sale of Assets,,146.40%,(98.21%),24.39%,21.87%
Asset Writedown,-95.55%,(6.56%),"(8,924.70%)",-96.86%,-83.58%
Other Unusual Items,,(427.49%),,,
"EBT, Incl. Unusual Items",123.17%,77.42%,(74.33%),92.11%,(26.24%)
Income Tax Expense,(37.94%),362.52%,12.99%,(79.13%),(90.40%)
Earnings From Continuing Operations,125.58%,76.25%,(75.27%),100.55%,(24.89%)
Net Income to Company,125.58%,76.25%,(75.27%),100.55%,(24.89%)
Minority Interest,(74.65%),,-33.33%,,
Net Income,125.37%,76.21%,(75.28%),100.62%,(24.88%)
Pref. Dividends and Other Adj.,0.00%,(4.63%),,,
NI to Common Incl Extra Items,146.76%,81.80%,(74.38%),100.62%,(24.88%)
NI to Common Excl. Extra Items,146.76%,81.80%,(74.38%),100.62%,(24.88%)
Revenue Per Share,(3.12%),(8.92%),(8.48%),(9.48%),(6.28%)
Basic EPS,52.45%,7.89%,(75.59%),81.40%,(29.88%)
Basic EPS - Continuing Ops,52.45%,7.89%,(75.59%),81.40%,(29.88%)
Basic Weighted Average Shares Outst.,61.79%,68.82%,4.97%,10.18%,7.12%
Diluted EPS,52.17%,7.86%,(75.59%),81.08%,(29.88%)
Diluted EPS - Continuing Ops,52.17%,7.86%,(75.59%),81.08%,(29.88%)
Diluted Weighted Average Shares Outst.,61.54%,68.86%,5.26%,10.17%,7.09%
Normalized Basic EPS,(16.90%),(30.36%),(10.67%),(8.73%),(7.00%)
Normalized Diluted EPS,(16.26%),(29.71%),(11.12%),(7.47%),(6.98%)
Dividend Per Share,3.59%,4.05%,0.00%,(25.00%),(50.00%)
Payout Ratio,(32.26%),1.36%,317.20%,(58.64%),(4.57%)
FFO,28.48%,68.03%,10.79%,(11.89%),(14.02%)
FFO Payout Ratio %,,,,(5.84%),(16.63%)
AFFO,50.05%,56.45%,3.62%,(8.05%),
Funds Available for Distribution,50.05%,56.45%,3.62%,(8.05%),
FFO Per Share (Diluted),(20.32%),(0.50%),5.03%,(20.10%),
FFO Shares (Diluted),61.54%,68.86%,5.26%,10.17%,
Adjusted FFO Per Share (Diluted),(6.94%),(7.46%),(1.42%),(16.35%),
EBITDA,49.17%,48.37%,(9.78%),(5.09%),(1.84%)
EBITA,46.37%,38.58%,(11.48%),(8.63%),(4.04%)
EBIT,42.53%,34.84%,(8.41%),(8.38%),(3.59%)
Effective Tax Rate,(72.16%),160.29%,339.02%,(89.14%),(86.98%)
Normalized Net Income,34.90%,18.12%,(6.05%),1.32%,(0.38%)
Interest on Long-Term Debt,36.01%,66.31%,(10.54%),(23.78%),
