Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1030.3,1852.8,4390.1,4675.8,4415.8,4461.2
Total Revenues,1030.3,1852.8,4390.1,4675.8,4415.8,4461.2
Cost Of Revenues,626.6,1232.0,3434.3,3645.9,3398.1,3419.4
Gross Profit,403.7,620.8,955.8,1029.9,1017.6,1041.8
Selling General & Admin Expenses,172.4,282.6,406.3,446.3,442.5,454.3
Depreciation & Amortization,21.4,44.4,72.2,76.5,70.2,71.4
Other Operating Expense/(Income),0.0,0.0,,,,
Total Operating Expenses,231.6,493.9,680.0,688.7,664.8,678.4
Operating Income,172.1,126.9,275.8,341.2,352.8,363.4
Interest Expense,(12.0),(63.7),(130.7),(129.8),(91.1),(88.0)
Interest And Investment Income,0.2,1.2,3.7,7.5,0.3,0.0
Net Interest Expenses,(11.8),(62.5),(127.0),(122.3),(90.9),(88.0)
Currency Exchange Gains (Loss),(8.3),(18.7),26.6,(23.0),(7.3),(19.1)
Other Non Operating Income (Expenses),(0.7),(3.0),1.5,(0.9),(0.6),2.1
"EBT, Excl. Unusual Items",151.3,42.6,177.0,194.7,257.8,262.1
"EBT, Incl. Unusual Items",134.1,(111.9),57.3,101.7,203.7,208.9
Income Tax Expense,21.5,26.6,33.0,(29.5),10.9,11.0
Earnings From Continuing Operations,112.6,(138.5),24.3,131.3,192.8,197.9
Net Income to Company,112.6,(138.5),24.3,131.3,192.8,197.9
Net Income,112.6,(138.5),24.3,131.3,192.8,197.9
NI to Common Incl Extra Items,112.6,(138.5),24.3,131.3,192.8,197.9
NI to Common Excl. Extra Items,112.6,(138.5),24.3,131.3,192.8,197.9
Revenue Per Share,$19.07,$24.73,$42.45,$45.13,$42.39,$42.83
Basic EPS,$2.08,($1.85),$0.23,$1.27,$1.85,$1.90
Basic EPS - Continuing Ops,$2.08,($1.85),$0.23,$1.27,$1.85,$1.90
Basic Weighted Average Shares Outst.,54.0,74.9,103.4,103.6,104.2,104.2
Diluted EPS,$2.03,($1.85),$0.23,$1.25,$1.83,$1.88
Diluted EPS - Continuing Ops,$2.03,($1.85),$0.23,$1.25,$1.83,$1.88
Diluted Weighted Average Shares Outst.,55.6,74.9,104.7,105.0,105.5,105.4
Normalized Basic EPS,$1.75,$0.36,$1.07,$1.17,$1.55,$1.57
Normalized Diluted EPS,$1.70,$0.36,$1.06,$1.16,$1.53,$1.55
EBITDA,231.3,306.9,549.5,583.6,575.2,587.5
EBITA,210.0,262.5,477.3,507.1,505.0,516.1
EBIT,172.1,126.9,275.8,341.2,352.8,363.4
EBITDAR,252.0,,612.4,683.2,661.2,
Effective Tax Rate,16.0%,NM,57.6%,NM,5.3%,5.2%
Normalized Net Income,94.6,26.6,110.7,121.7,161.1,163.8
Interest on Long-Term Debt,12.0,63.7,130.7,129.8,91.1,
Foreign Sales,453.0,722.8,1570.1,1745.8,1775.8,
