Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,44.96%,88.05%,2.41%,210.66%,231.63%
Total Revenues,44.96%,88.05%,2.41%,210.66%,231.63%
Cost Of Revenues,37.80%,83.26%,5.50%,46.12%,50.68%
Gross Profit,50.13%,91.22%,0.45%,320.46%,345.34%
Selling General & Admin Expenses,25.59%,58.47%,6.27%,22.62%,26.36%
R&D Expenses,(13.00%),53.52%,1.75%,60.39%,65.84%
Total Operating Expenses,12.67%,57.19%,5.13%,31.86%,36.26%
Operating Income,,211.13%,(7.87%),906.54%,886.16%
Interest Expense,(44.39%),(38.07%),-39.09%,-42.27%,-37.66%
Net Interest Expenses,(44.39%),(38.07%),-39.09%,-42.27%,-37.66%
"EBT, Excl. Unusual Items",,368.52%,0.50%,"1,060.65%",993.14%
"EBT, Incl. Unusual Items",-50.39%,,21.76%,"1,247.95%","1,120.29%"
Income Tax Expense,,,,"5,303.62%","2,285.92%"
Earnings From Continuing Operations,-40.87%,,(1.70%),"1,011.18%",973.59%
Net Income to Company,-40.87%,,(1.70%),"1,011.18%",973.59%
Net Income,-40.87%,,(1.70%),"1,011.18%",973.59%
NI to Common Incl Extra Items,-40.87%,,(1.70%),"1,011.18%",973.59%
NI to Common Excl. Extra Items,-40.87%,,(1.70%),"1,011.18%",973.59%
Revenue Per Share,40.50%,67.02%,(4.79%),201.35%,225.43%
Basic EPS,-42.37%,,(8.48%),980.66%,953.53%
Basic EPS - Continuing Ops,-42.37%,,(8.48%),980.66%,953.53%
Basic Weighted Average Shares Outst.,3.14%,12.63%,7.54%,3.09%,1.90%
Diluted EPS,-42.37%,,(6.76%),975.06%,949.64%
Diluted EPS - Continuing Ops,-42.37%,,(6.76%),975.06%,949.64%
Diluted Weighted Average Shares Outst.,3.14%,26.15%,1.31%,1.11%,0.90%
Normalized Basic EPS,,314.01%,(6.52%),"1,028.14%",972.70%
Normalized Diluted EPS,,269.66%,(0.74%),"1,047.99%",983.40%
EBITDA,267.78%,139.44%,(4.54%),628.44%,626.09%
EBITA,991.02%,173.21%,(7.11%),723.71%,713.07%
EBIT,,211.13%,(7.87%),906.54%,886.16%
EBITDAR,232.51%,,,590.06%,
Effective Tax Rate,,,,300.57%,95.52%
Normalized Net Income,,368.52%,0.50%,"1,060.65%",993.14%
Interest on Long-Term Debt,0.00%,15.47%,(61.73%),(55.57%),
R&D Expense From Footnotes,(12.07%),52.85%,1.34%,59.68%,65.08%
Foreign Sales,50.28%,233.90%,5.45%,18.60%,
