Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,186.3,259.7,313.0,303.3,314.8,317.4
Tenant Reimbursements,45.9,75.4,98.0,101.1,103.3,106.0
Other Revenue,0.1,0.2,0.1,(0.0),(1.3),(1.5)
Total Revenues,240.9,343.8,422.7,415.3,436.2,441.9
Property Expenses,66.0,97.0,122.6,124.8,128.2,131.2
Selling General & Admin Exp.,18.4,23.0,28.8,33.1,33.8,34.3
Depreciation & Amortization,86.6,125.2,158.4,146.4,149.6,150.8
Total Operating Expenses,171.0,245.2,309.8,304.4,311.6,316.2
Operating Income,69.9,98.6,112.8,110.9,124.7,125.7
Total Interest Expense,(23.6),(47.0),(66.2),(65.0),(57.2),(55.3)
Net Interest Expenses,(23.6),(47.0),(66.2),(65.0),(57.2),(55.3)
"EBT, Excl. Unusual Items",46.3,51.6,46.7,45.9,67.5,70.4
Gain (Loss) on Sale of Assets,,5.9,11.7,31.3,5.8,5.8
Asset Writedown,,(1.0),,,(4.9),(4.9)
"EBT, Incl. Unusual Items",31.5,39.8,58.3,77.2,68.5,71.3
Earnings From Continuing Operations,31.5,39.8,58.3,77.2,68.5,71.3
Net Income to Company,31.5,39.8,58.3,77.2,68.5,71.3
Minority Interest,(1.5),(1.6),(2.1),(2.7),(2.4),(2.4)
Net Income,30.0,38.1,56.2,74.5,66.1,68.9
Pref. Dividends and Other Adj.,1.9,0.7,1.3,1.2,1.2,0.9
NI to Common Incl Extra Items,28.1,37.4,54.9,73.3,64.9,68.0
NI to Common Excl. Extra Items,28.1,37.4,54.9,73.3,64.9,68.0
Revenue Per Share,$1.91,$2.11,$2.32,$2.24,$2.14,$2.13
Basic EPS,$0.22,$0.23,$0.30,$0.39,$0.32,$0.33
Basic EPS - Continuing Ops,$0.22,$0.23,$0.30,$0.39,$0.32,$0.33
Basic Weighted Average Shares Outst.,126.1,163.1,182.1,185.8,204.2,207.8
Diluted EPS,$0.22,$0.23,$0.30,$0.39,$0.32,$0.33
Diluted EPS - Continuing Ops,$0.22,$0.23,$0.30,$0.39,$0.32,$0.33
Diluted Weighted Average Shares Outst.,130.5,168.2,187.5,191.6,211.1,214.8
Normalized Basic EPS,$0.22,$0.19,$0.15,$0.14,$0.20,$0.20
Normalized Diluted EPS,$0.21,$0.18,$0.14,$0.14,$0.19,$0.19
Dividend Per Share,$0.90,$0.92,$0.92,$0.92,$0.92,$0.92
Payout Ratio,349.91%,375.16%,298.88%,229.42%,282.41%,
FFO,114.8,158.1,202.6,190.6,221.7,226.6
FFO Payout Ratio %,91.41%,90.50%,82.94%,89.64%,84.23%,
AFFO,114.8,158.1,202.6,190.6,221.7,
Funds Available for Distribution,114.8,158.1,202.6,190.6,221.7,
FFO Per Share (Diluted),$0.88,$0.94,$1.08,$0.99,$1.05,$1.05
FFO Shares (Diluted),130.4,168.2,187.5,191.6,211.1,214.8
Adjusted FFO Per Share (Diluted),$0.88,$0.94,$1.08,$0.99,$1.05,
EBITDA,159.6,227.6,274.6,260.9,277.9,279.5
EBITA,101.9,139.5,166.3,150.5,163.0,125.7
EBIT,69.9,98.6,112.8,110.9,124.7,125.7
EBITDAR,161.5,,,263.8,281.1,
Normalized Net Income,27.4,30.6,27.1,26.0,39.8,41.6
