Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,1047.3,1195.5,1400.3,1584.2,1665.6,1689.9
Total Interest Income,1317.2,1470.2,1708.9,1911.7,1931.6,1943.4
Interest On Deposits,123.3,171.8,289.2,440.7,297.3,255.1
Total Interest On Borrowings,46.6,60.8,120.7,159.4,115.2,110.9
Total Interest Expense,169.9,232.6,409.9,600.1,412.6,366.0
Net Interest Income,1147.2,1237.6,1299.0,1311.6,1519.1,1577.3
Gain (Loss) on Sale of Invest. & Securities,(1.3),(12.5),1.0,1.0,3.6,3.6
Total Other Non Interest Income,37.3,39.3,42.8,49.8,59.0,73.2
Total Non Interest Income,42.8,36.0,50.6,61.7,75.2,93.8
Revenue Before Loan Losses,1190.0,1273.6,1349.5,1373.3,1594.3,1671.1
Provision For Loan Losses,155.8,263.3,162.5,22.6,248.1,212.1
Total Revenues,1034.2,1010.3,1187.0,1350.7,1346.2,1459.0
Salaries And Other Employee Benefits,204.8,226.9,249.5,279.7,334.1,347.2
Occupancy Expense,4.0,32.1,34.3,10.1,11.2,12.5
Total Selling General & Admin Expenses,146.7,149.1,177.2,227.1,255.0,260.3
Total Non Interest Expense,376.8,435.1,486.3,529.3,614.1,636.5
"EBT, Excl. Unusual Items",657.4,575.3,700.7,821.4,732.2,822.5
"EBT, Incl. Unusual Items",657.4,575.3,700.7,821.4,732.2,822.5
Income Tax Expense,261.1,188.1,194.3,234.9,203.8,203.2
Earnings From Continuing Operations,396.3,387.2,506.4,586.5,528.4,619.3
Net Income to Company,396.3,387.2,506.4,586.5,528.4,619.3
Net Income,396.3,387.2,506.4,586.5,528.4,619.3
Preferred Dividend and Other Adjustments,,,0.9,1.9,1.7,12.2
Net Income to Common Incl Extra Items,396.3,387.2,505.5,584.6,526.6,607.1
Net Income to Common Excl. Extra Items,396.3,387.2,505.5,584.6,526.6,607.1
Revenue Per Share,$19.37,$18.71,$21.82,$25.12,$25.57,$27.40
Basic EPS,$7.42,$7.17,$9.29,$10.87,$10.00,$11.40
Basic EPS - Continuing Ops,$7.42,$7.17,$9.29,$10.87,$10.00,$11.40
Basic Weighted Average Shares Outst.,53.4,54.0,54.4,53.8,52.6,53.3
Diluted EPS,$7.37,$7.12,$9.25,$10.82,$9.96,$11.34
Diluted EPS - Continuing Ops,$7.37,$7.12,$9.25,$10.82,$9.96,$11.34
Diluted Weighted Average Shares Outst.,53.8,54.4,54.7,54.0,52.9,53.6
Normalized Basic EPS,$7.69,$6.66,$8.05,$9.55,$8.69,$9.65
Normalized Diluted EPS,$7.64,$6.61,$8.01,$9.51,$8.65,$9.59
Dividend Per Share,,,$1.12,$2.24,$2.24,$2.24
Payout Ratio,,,12.24%,20.93%,22.73%,
Effective Tax Rate,39.7%,32.7%,27.7%,28.6%,27.8%,24.7%
Normalized Net Income,410.9,359.5,438.0,513.4,457.6,514.1
Interest on Long-Term Debt,34.8,51.1,107.2,145.2,112.5,
