Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6175.1,4852.6,4587.8,4288.9,4349.7,4322.1
Total Revenues,6175.1,4852.6,4587.8,4288.9,4349.7,4322.1
Cost Of Revenues,5023.7,3839.0,3682.3,3487.7,3495.2,3472.2
Gross Profit,1151.4,1013.6,905.5,801.2,854.5,849.9
Selling General & Admin Expenses,694.6,615.6,575.7,479.9,489.6,488.9
Other Operating Expense/(Income),1.2,(0.2),,,(0.4),(0.4)
Total Operating Expenses,805.7,700.9,655.9,554.0,559.9,560.1
Operating Income,345.7,312.7,249.6,247.2,294.6,289.8
Interest Expense,(108.8),(120.9),(126.2),(149.3),(146.5),(146.8)
Net Interest Expenses,(108.8),(120.9),(126.2),(149.3),(146.5),(146.8)
Currency Exchange Gains (Loss),5.0,4.8,(7.6),1.9,1.8,17.5
Other Non Operating Income (Expenses),5.4,8.4,(0.6),7.7,13.2,104.6
"EBT, Excl. Unusual Items",247.3,205.0,115.2,107.5,163.1,265.1
"EBT, Incl. Unusual Items",(195.4),(28.5),(57.6),(155.8),17.1,90.3
Income Tax Expense,33.2,(139.8),(11.4),(45.5),(32.1),7.9
Earnings From Continuing Operations,(228.6),111.3,(46.2),(110.3),49.2,82.4
Earnings Of Discontinued Operations,,(390.8),(18.2),(250.7),(35.4),(35.9)
Net Income to Company,(228.6),(279.5),(64.4),(361.0),13.8,46.5
Net Income,(228.6),(279.5),(64.4),(361.0),13.8,46.5
NI to Common Incl Extra Items,(228.6),(279.5),(64.4),(361.0),13.8,46.5
NI to Common Excl. Extra Items,(228.6),111.3,(46.2),(110.3),49.2,82.4
Revenue Per Share,$110.86,$84.98,$81.93,$76.31,$76.99,$76.60
Basic EPS,($4.10),($4.89),($1.15),($6.42),$0.24,$0.82
Basic EPS - Continuing Ops,($4.10),$1.95,($0.83),($1.96),$0.87,$1.46
Basic Weighted Average Shares Outst.,55.7,57.1,56.0,56.2,56.5,56.4
Diluted EPS,($4.10),($4.85),($1.16),($6.42),$0.25,$0.82
Diluted EPS - Continuing Ops,($4.10),$1.93,($0.83),($1.96),$0.87,$1.45
Diluted Weighted Average Shares Outst.,55.7,57.6,56.0,56.2,56.7,56.8
Normalized Basic EPS,$2.77,$2.24,$1.29,$1.20,$1.80,$2.94
Normalized Diluted EPS,$2.77,$2.22,$1.29,$1.20,$1.80,$2.92
EBITDA,625.0,528.9,458.6,454.0,497.6,493.8
EBITA,455.6,398.2,329.8,321.3,365.3,289.8
EBIT,345.7,312.7,249.6,247.2,294.6,289.8
EBITDAR,678.2,579.1,510.2,509.9,557.5,
Effective Tax Rate,NM,NM,NM,NM,NM,8.7%
Normalized Net Income,154.6,128.1,72.0,67.2,101.9,165.7
Interest on Long-Term Debt,119.2,122.4,105.4,102.4,104.8,
R&D Expense From Footnotes,29.6,27.8,19.2,18.8,16.6,16.6
Foreign Sales,,509.5,472.5,313.1,295.8,
