Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,8.33%,9.12%,10.63%,9.63%,9.17%
Other Revenue,38.37%,,,,(10.45%)
Total Revenues,8.34%,9.07%,10.63%,9.74%,9.30%
Property Expenses,7.52%,7.85%,7.96%,10.82%,8.84%
Selling General & Admin Exp.,13.15%,(8.24%),22.41%,(10.42%),(1.40%)
Depreciation & Amortization,7.62%,9.34%,14.20%,11.11%,9.10%
Total Operating Expenses,8.02%,7.20%,11.98%,9.30%,8.22%
Operating Income,8.95%,12.59%,8.23%,10.55%,11.32%
Total Interest Expense,-1.24%,(0.95%),-1.83%,-1.56%,-0.96%
Net Interest Expenses,-1.24%,(0.95%),-1.83%,-1.56%,-0.96%
Other Non Operating Income,(1.16%),115.78%,(70.29%),44.04%,39.60%
"EBT, Excl. Unusual Items",15.51%,20.89%,10.65%,15.89%,16.45%
Gain (Loss) on Sale of Assets,(48.38%),(35.17%),186.59%,(68.06%),(66.14%)
"EBT, Incl. Unusual Items",(13.01%),6.04%,39.15%,(12.12%),(9.39%)
Earnings From Continuing Operations,(13.01%),6.04%,39.15%,(12.12%),(9.39%)
Net Income to Company,(13.01%),6.04%,39.15%,(12.12%),(9.39%)
Minority Interest,-30.60%,-67.98%,"(1,190.77%)",-98.33%,-97.31%
Net Income,(12.91%),6.40%,37.46%,(10.93%),(8.19%)
NI to Common Incl Extra Items,(12.91%),6.40%,37.46%,(10.93%),(8.19%)
NI to Common Excl. Extra Items,(12.91%),6.40%,37.46%,(10.93%),(8.19%)
Revenue Per Share,3.79%,4.68%,4.68%,4.80%,5.59%
Basic EPS,(16.49%),1.94%,29.97%,(14.91%),(11.30%)
Basic EPS - Continuing Ops,(16.49%),1.94%,29.97%,(14.91%),(11.30%)
Basic Weighted Average Shares Outst.,4.40%,4.24%,5.65%,4.66%,3.51%
Diluted EPS,(16.72%),2.05%,30.12%,(14.81%),(11.18%)
Diluted EPS - Continuing Ops,(16.72%),2.05%,30.12%,(14.81%),(11.18%)
Diluted Weighted Average Shares Outst.,4.35%,4.29%,5.69%,4.71%,3.57%
Normalized Basic EPS,11.76%,16.63%,1.31%,14.17%,16.06%
Normalized Diluted EPS,11.59%,16.41%,1.86%,14.71%,16.00%
Dividend Per Share,3.28%,7.94%,8.09%,4.76%,5.05%
Payout Ratio,23.09%,(22.74%),11.02%,23.60%,18.38%
FFO,10.39%,14.20%,13.00%,13.22%,12.35%
FFO Payout Ratio %,(2.89%),(28.02%),35.06%,(2.77%),(3.26%)
AFFO,10.39%,14.20%,13.00%,13.22%,
Funds Available for Distribution,10.39%,14.20%,13.00%,13.22%,
FFO Per Share (Diluted),5.72%,9.65%,6.87%,8.03%,8.48%
FFO Shares (Diluted),4.35%,4.29%,5.69%,4.71%,3.57%
Adjusted FFO Per Share (Diluted),5.80%,9.59%,6.85%,8.11%,
EBITDA,8.60%,11.01%,10.50%,10.84%,10.53%
EBITA,8.90%,11.61%,8.14%,10.58%,11.38%
EBIT,8.95%,12.59%,8.23%,10.55%,11.32%
EBITDAR,8.56%,10.97%,10.55%,10.83%,
Normalized Net Income,16.34%,21.84%,7.34%,19.74%,20.14%
Interest Capitalized,7.96%,9.87%,33.45%,14.17%,
Interest on Long-Term Debt,(2.54%),,,1.54%,
