Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1636.0,2701.0,4736.5,3730.6,2612.3,3033.4
Total Revenues,1636.0,2701.0,4736.5,3730.6,2612.3,3033.4
Cost Of Revenues,1054.4,1346.1,1892.8,1837.3,1819.8,1832.6
Gross Profit,581.7,1354.9,2843.7,1893.3,792.5,1200.8
Selling General & Admin Expenses,218.9,209.0,232.5,170.6,174.8,184.8
Depreciation & Amortization,856.5,971.0,1569.0,1538.7,1393.5,1413.1
Other Operating Expense/(Income),249.0,(390.0),256.6,(543.5),(379.2),208.5
Total Operating Expenses,1329.1,812.9,2106.3,1237.6,1222.6,1832.5
Operating Income,(747.4),542.0,737.4,655.7,(430.1),(631.7)
Interest Expense,(131.2),(168.0),(229.0),(199.9),(271.2),(283.9)
Interest And Investment Income,,,7.0,91.5,35.5,14.1
Net Interest Expenses,(131.2),(168.0),(221.9),(108.4),(235.7),(269.8)
Other Non Operating Income (Expenses),(9.6),(3.0),,,,(187.2)
"EBT, Excl. Unusual Items",(888.1),371.0,515.4,547.3,(665.8),"(1,088.7)"
"EBT, Incl. Unusual Items",(894.3),198.6,"(3,077.4)","(1,597.5)","(1,266.0)","(1,187.2)"
Income Tax Expense,(362.8),"(1,188.4)",(696.5),(375.8),(298.9),(346.2)
Earnings From Continuing Operations,(531.5),1387.0,"(2,380.9)","(1,221.7)",(967.2),(841.1)
Earnings Of Discontinued Operations,78.5,121.5,136.4,,,
Net Income to Company,(453.0),1508.5,"(2,244.6)","(1,221.7)",(967.2),(841.1)
Minority Interest,,,,,0.0,0.5
Net Income,(453.0),1508.5,"(2,244.6)","(1,221.7)",(967.2),(840.5)
NI to Common Incl Extra Items,(453.0),1508.5,"(2,244.6)","(1,221.7)",(967.2),(840.5)
NI to Common Excl. Extra Items,(531.5),1387.0,"(2,380.9)","(1,221.7)",(967.2),(840.5)
Revenue Per Share,$9.80,$14.41,$18.15,$14.62,$10.02,$11.38
Basic EPS,($2.71),$8.05,($8.60),($4.79),($3.71),($3.15)
Basic EPS - Continuing Ops,($3.18),$7.40,($9.12),($4.79),($3.71),($3.15)
Basic Weighted Average Shares Outst.,167.0,187.4,260.9,255.1,260.6,266.5
Diluted EPS,($2.71),$8.04,($8.60),($4.79),($3.71),($3.16)
Diluted EPS - Continuing Ops,($3.18),$7.39,($9.12),($4.79),($3.71),($3.16)
Diluted Weighted Average Shares Outst.,167.0,187.7,260.9,255.1,260.6,266.5
Normalized Basic EPS,($3.32),$1.24,$1.23,$1.34,($1.60),($2.55)
Normalized Diluted EPS,($3.32),$1.24,$1.23,$1.34,($1.60),($2.55)
Dividend Per Share,$0.12,$0.12,$0.12,$0.12,,
Payout Ratio,NM,1.38%,NM,NM,NM,
EBITDA,109.1,1492.4,2314.7,2253.7,1026.8,821.1
EBITA,(747.4),521.4,745.7,714.9,(366.7),(631.7)
EBIT,(747.4),542.0,737.4,655.7,(430.1),(631.7)
EBITDAR,153.2,,,2269.8,1041.1,
Effective Tax Rate,NM,NM,NM,NM,NM,NM
Normalized Net Income,(555.1),231.9,322.1,342.1,(416.1),(679.9)
Interest Capitalized,19.0,21.0,29.0,24.0,17.0,
Interest on Long-Term Debt,150.4,189.0,258.0,223.9,288.2,
