Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1363.0,1445.0,1436.6,1457.6,1523.0,1554.1
Total Revenues,1363.0,1445.0,1436.6,1457.6,1523.0,1554.1
Fuel & Purchased Power,380.6,407.5,399.7,412.8,447.2,463.9
Depreciation & Amortization,209.1,231.9,241.2,267.8,275.6,276.5
Other Operating Expenses,310.4,320.9,375.9,448.9,306.5,310.7
Total Operating Expenses,1084.9,1138.1,1205.3,1318.8,1245.7,1280.9
Operating Income,278.0,306.9,231.3,138.8,277.3,273.2
"Interest Expense, Total",(129.2),(128.2),(127.8),(121.5),(114.9),(110.4)
Interest and Investment Income,22.3,15.9,15.5,14.0,14.2,14.4
Net Interest Expenses,(106.9),(112.2),(112.2),(107.5),(100.7),(96.0)
Other Non-Operating Inc. (Exp.),4.0,3.4,6.6,5.4,9.2,10.9
"EBT, Excl. Unusual Items",175.1,198.1,125.7,36.7,185.8,188.1
"EBT, Incl. Unusual Items",194.6,225.2,108.5,66.3,207.4,243.5
Income Tax Expense,63.3,130.3,7.8,(25.3),20.6,24.1
Earnings From Continuing Operations,131.4,94.9,100.8,91.6,186.8,219.4
Net Income to Company,131.4,94.9,100.8,91.6,186.8,219.4
Minority Interest,(14.5),(15.0),(15.1),(14.2),(14.0),(13.8)
Net Income,116.8,79.9,85.6,77.4,172.8,205.6
NI to Common Incl Extra Items,116.8,79.9,85.6,77.4,172.8,205.6
NI to Common Excl. Extra Items,116.8,79.9,85.6,77.4,172.8,205.6
Revenue Per Share,$17.09,$18.09,$17.98,$18.24,$19.00,$19.02
Basic EPS,$1.47,$1.00,$1.07,$0.97,$2.16,$2.52
Basic EPS - Continuing Ops,$1.47,$1.00,$1.07,$0.97,$2.16,$2.52
Basic Weighted Average Shares Outst.,79.8,79.9,79.9,79.9,80.2,81.7
Diluted EPS,$1.46,$1.00,$1.07,$0.97,$2.15,$2.51
Diluted EPS - Continuing Ops,$1.46,$1.00,$1.07,$0.97,$2.15,$2.51
Diluted Weighted Average Shares Outst.,80.1,80.1,80.0,80.0,80.3,81.8
Normalized Basic EPS,$1.19,$1.36,$0.79,$0.11,$1.27,$1.27
Normalized Diluted EPS,$1.18,$1.36,$0.79,$0.11,$1.27,$1.27
Dividend Per Share,$0.90,$0.99,$1.09,$1.18,$1.25,$1.27
Payout Ratio,59.99%,96.73%,98.59%,119.44%,56.71%,49.41%
EBITDA,520.1,575.1,507.0,439.9,592.0,589.2
EBITA,278.0,306.9,231.3,138.8,277.3,273.2
EBIT,278.0,306.9,231.3,138.8,277.3,273.2
EBITDAR,557.5,,,468.4,619.5,
Effective Tax Rate,32.5%,57.9%,7.2%,NM,9.9%,9.9%
Normalized Net Income,94.9,108.8,63.5,8.7,102.1,103.8
Interest Capitalized,8.0,7.5,8.4,7.4,5.1,
Interest on Long-Term Debt,,,,0.2,0.5,
