Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,604.6,594.6,559.2,617.9,586.4,589.3
Total Revenues,604.6,594.6,559.2,617.9,586.4,589.3
Cost Of Revenues,249.9,245.7,240.9,285.0,269.9,269.1
Gross Profit,354.7,348.9,318.3,333.0,316.5,320.2
Selling General & Admin Expenses,96.5,93.5,103.9,121.5,109.2,111.0
R&D Expenses,54.7,57.7,71.9,87.6,84.3,85.2
Depreciation & Amortization,9.1,9.1,8.6,8.0,8.9,8.7
Total Operating Expenses,160.4,160.3,184.4,217.1,202.4,204.9
Operating Income,194.3,188.6,133.9,115.9,114.1,115.3
Interest And Investment Income,1.2,1.2,1.1,0.7,0.1,0.1
Net Interest Expenses,1.2,1.2,1.1,0.7,0.1,0.1
Currency Exchange Gains (Loss),0.6,(1.8),1.3,(1.0),(0.4),(2.1)
Other Non Operating Income (Expenses),0.0,(0.2),(0.0),0.4,0.0,0.0
"EBT, Excl. Unusual Items",196.1,187.8,136.2,116.1,113.8,113.3
"EBT, Incl. Unusual Items",196.1,184.8,136.2,116.1,113.8,113.3
Income Tax Expense,71.9,68.4,31.5,30.3,26.5,25.9
Earnings From Continuing Operations,124.2,116.5,104.7,85.8,87.2,87.4
Net Income to Company,124.2,116.5,104.7,85.8,87.2,87.4
Net Income,124.2,116.5,104.7,85.8,87.2,87.4
NI to Common Incl Extra Items,124.2,116.5,104.7,85.8,87.2,87.4
NI to Common Excl. Extra Items,124.2,116.5,104.7,85.8,87.2,87.4
Revenue Per Share,$8.43,$8.60,$8.45,$9.60,$9.23,$9.27
Basic EPS,$1.73,$1.68,$1.58,$1.33,$1.37,$1.37
Basic EPS - Continuing Ops,$1.73,$1.68,$1.58,$1.33,$1.37,$1.37
Basic Weighted Average Shares Outst.,71.7,69.2,66.2,64.4,63.5,63.6
Diluted EPS,$1.72,$1.68,$1.58,$1.32,$1.36,$1.36
Diluted EPS - Continuing Ops,$1.72,$1.68,$1.58,$1.32,$1.36,$1.36
Diluted Weighted Average Shares Outst.,72.1,69.4,66.4,65.1,64.3,64.4
Normalized Basic EPS,$1.71,$1.70,$1.29,$1.13,$1.12,$1.11
Normalized Diluted EPS,$1.70,$1.69,$1.28,$1.11,$1.11,$1.10
EBITDA,203.4,197.6,142.5,123.9,123.0,124.0
EBITA,195.9,188.6,133.9,115.9,114.1,115.3
EBIT,194.3,188.6,133.9,115.9,114.1,115.3
EBITDAR,210.2,204.7,149.6,132.3,130.9,
Effective Tax Rate,36.6%,37.0%,23.2%,26.1%,23.3%,22.9%
Normalized Net Income,122.6,117.3,85.1,72.5,71.1,70.8
R&D Expense From Footnotes,54.7,57.7,71.9,87.6,84.3,85.2
Foreign Earnings,,185.6,133.9,115.9,114.1,
Foreign Sales,144.8,594.6,559.2,617.9,586.4,
