Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2405.4,2585.3,2745.1,2846.4,2477.8,2477.8
Total Revenues,2405.4,2585.3,2745.1,2846.4,2477.8,2477.8
Cost Of Revenues,1644.5,1765.4,1857.9,1936.3,1695.6,1695.6
Gross Profit,760.9,819.9,887.2,910.1,782.2,782.2
Selling General & Admin Expenses,404.4,420.3,429.2,410.7,491.4,491.4
R&D Expenses,80.5,93.5,98.4,97.9,84.9,84.9
Total Operating Expenses,484.9,513.8,527.6,508.6,576.3,576.3
Operating Income,276.0,306.1,359.6,401.5,205.9,205.9
Interest Expense,,(0.7),(0.5),,,
Interest And Investment Income,0.8,,,4.1,0.7,0.7
Net Interest Expenses,0.8,(0.7),(0.5),4.1,0.7,0.7
Other Non Operating Income (Expenses),(1.8),,1.3,3.4,2.2,2.2
"EBT, Excl. Unusual Items",275.0,305.4,360.4,409.0,208.8,208.8
"EBT, Incl. Unusual Items",258.4,309.4,391.0,414.4,85.2,85.2
Income Tax Expense,76.0,194.6,57.7,89.9,15.3,15.3
Earnings From Continuing Operations,182.4,114.8,333.3,324.5,69.9,69.9
Earnings Of Discontinued Operations,4.2,(1.5),1.3,1.7,4.0,4.0
Net Income to Company,186.6,113.3,334.6,326.2,73.9,73.9
Minority Interest,(0.5),0.2,(0.9),(1.1),(1.4),(1.4)
Net Income,186.1,113.5,333.7,325.1,72.5,72.5
NI to Common Incl Extra Items,186.1,113.5,333.7,325.1,72.5,72.5
NI to Common Excl. Extra Items,181.9,115.0,332.4,323.4,68.5,68.5
Revenue Per Share,$26.97,$29.28,$31.30,$32.46,$28.58,$28.58
Basic EPS,$2.09,$1.29,$3.81,$3.71,$0.84,$0.84
Basic EPS - Continuing Ops,$2.04,$1.30,$3.79,$3.69,$0.79,$0.79
Basic Weighted Average Shares Outst.,89.2,88.3,87.7,87.7,86.7,86.7
Diluted EPS,$2.07,$1.27,$3.76,$3.67,$0.83,$0.83
Diluted EPS - Continuing Ops,$2.02,$1.29,$3.75,$3.65,$0.78,$0.78
Diluted Weighted Average Shares Outst.,89.9,89.0,88.7,88.6,87.3,87.3
Normalized Basic EPS,$1.92,$2.16,$2.56,$2.90,$1.49,$1.49
Normalized Diluted EPS,$1.91,$2.15,$2.53,$2.87,$1.48,$1.48
Dividend Per Share,$0.50,$0.51,$0.54,$0.59,$0.68,$0.68
Payout Ratio,23.97%,40.00%,14.17%,16.03%,81.38%,81.38%
EBITDA,378.0,411.4,469.0,514.9,318.1,318.1
EBITA,296.1,325.0,377.2,422.3,226.3,226.3
EBIT,276.0,306.1,359.6,401.5,205.9,205.9
EBITDAR,399.1,436.8,494.1,540.0,343.1,343.1
Effective Tax Rate,29.4%,62.9%,14.8%,21.7%,18.0%,18.0%
Normalized Net Income,171.4,191.1,224.4,254.5,129.1,129.1
R&D Expense From Footnotes,80.5,93.5,98.4,97.9,84.9,84.9
Foreign Sales,1505.1,1731.7,1858.1,1857.0,1666.8,1666.8
