Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1.79%,5.77%,12.84%,(4.12%),(5.52%)
Total Revenues,1.79%,5.77%,12.84%,(4.12%),(5.52%)
Cost Of Revenues,0.40%,5.89%,12.90%,(5.33%),(6.78%)
Gross Profit,10.52%,5.10%,12.48%,2.91%,1.68%
Selling General & Admin Expenses,4.89%,5.20%,11.99%,0.98%,(1.24%)
Total Operating Expenses,4.89%,5.20%,11.99%,0.98%,(1.24%)
Operating Income,23.35%,4.90%,13.43%,6.64%,7.32%
Interest Expense,(1.13%),(6.06%),(2.05%),-34.82%,-41.54%
Interest And Investment Income,45.55%,184.56%,(17.52%),(32.85%),(32.85%)
Net Interest Expenses,-1.33%,-8.53%,(7.02%),-35.20%,-43.29%
"EBT, Excl. Unusual Items",24.32%,5.31%,13.60%,7.71%,8.55%
"EBT, Incl. Unusual Items",7.51%,23.93%,14.14%,(44.04%),(41.87%)
Income Tax Expense,(18.44%),20.29%,15.25%,(5.06%),(3.51%)
Earnings From Continuing Operations,23.07%,25.38%,13.72%,(59.11%),(56.69%)
Earnings Of Discontinued Operations,-72.72%,(173.63%),,,
Net Income to Company,24.73%,24.82%,14.66%,(59.11%),(56.69%)
Net Income,24.88%,24.80%,14.68%,(59.11%),(56.74%)
NI to Common Incl Extra Items,24.88%,24.80%,14.68%,(59.11%),(56.74%)
NI to Common Excl. Extra Items,23.22%,25.36%,13.73%,(59.11%),(56.74%)
Revenue Per Share,4.40%,7.85%,16.66%,(2.36%),(3.37%)
Basic EPS,28.24%,27.39%,18.54%,(58.33%),(55.76%)
Basic EPS - Continuing Ops,26.19%,27.77%,17.57%,(58.33%),(55.76%)
Basic Weighted Average Shares Outst.,(2.49%),(1.93%),(3.28%),(1.80%),(2.22%)
Diluted EPS,28.47%,26.96%,18.56%,(58.26%),(55.75%)
Diluted EPS - Continuing Ops,26.82%,27.68%,17.59%,(58.26%),(55.75%)
Diluted Weighted Average Shares Outst.,(2.59%),(1.97%),(3.29%),(1.94%),(2.33%)
Normalized Basic EPS,27.84%,7.32%,17.54%,9.70%,10.96%
Normalized Diluted EPS,27.88%,7.53%,17.44%,9.91%,11.08%
Dividend Per Share,0.00%,0.00%,0.00%,15.62%,31.25%
Payout Ratio,(21.89%),(21.27%),(15.97%),140.84%,161.09%
EBITDA,20.85%,2.40%,13.49%,8.16%,7.97%
EBITA,22.83%,2.95%,13.43%,8.32%,8.31%
EBIT,23.35%,4.90%,13.43%,6.64%,7.32%
EBITDAR,18.25%,5.73%,14.00%,4.98%,
Effective Tax Rate,(24.12%),(2.92%),0.97%,69.64%,66.00%
Normalized Net Income,24.47%,5.29%,13.62%,7.71%,8.49%
Interest on Long-Term Debt,,,,(16.86%),
