Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2938.6,2590.3,2881.0,2862.7,3242.1,3692.9
Total Revenues,2938.6,2590.3,2881.0,2862.7,3242.1,3692.9
Cost Of Revenues,2260.0,1988.1,2237.4,2199.8,2432.2,2756.4
Gross Profit,678.6,602.2,643.6,662.9,809.9,936.5
Selling General & Admin Expenses,390.1,418.6,455.8,449.1,539.2,607.0
Total Operating Expenses,390.1,418.6,455.8,449.1,539.2,607.0
Operating Income,288.5,183.6,187.8,213.8,270.7,329.5
Interest Expense,(56.3),(59.4),(61.0),(67.7),(74.0),(85.3)
Interest And Investment Income,0.8,0.7,3.1,11.0,19.9,19.9
Net Interest Expenses,(55.5),(58.7),(57.9),(56.7),(54.1),(65.4)
Currency Exchange Gains (Loss),,,,8.3,10.4,11.8
Other Non Operating Income (Expenses),(3.8),(6.9),(8.2),(13.9),(23.3),(23.4)
"EBT, Excl. Unusual Items",229.2,118.0,121.7,151.5,203.7,252.5
"EBT, Incl. Unusual Items",226.6,111.9,101.8,109.4,139.0,196.6
Income Tax Expense,60.4,0.8,14.4,33.7,5.2,16.2
Earnings From Continuing Operations,166.2,111.1,87.4,75.7,133.8,180.4
Earnings Of Discontinued Operations,(1.2),(168.7),72.1,513.1,(0.4),(0.1)
Net Income to Company,165.0,(57.6),159.5,588.8,133.4,180.3
Minority Interest,0.2,(0.1),0.3,(0.2),(1.8),(2.2)
Net Income,165.2,(57.7),159.8,588.6,131.6,178.1
NI to Common Incl Extra Items,165.2,(57.7),159.8,588.6,131.6,178.1
NI to Common Excl. Extra Items,166.4,111.0,87.7,75.5,132.0,178.2
Revenue Per Share,$35.03,$31.78,$36.15,$37.08,$35.98,$40.43
Basic EPS,$1.97,($0.71),$2.01,$7.62,$1.46,$1.95
Basic EPS - Continuing Ops,$1.98,$1.36,$1.10,$0.98,$1.47,$1.95
Basic Weighted Average Shares Outst.,83.9,81.5,79.7,77.2,90.1,91.4
Diluted EPS,$1.95,($0.70),$1.99,$7.57,$1.46,$1.94
Diluted EPS - Continuing Ops,$1.96,$1.35,$1.09,$0.97,$1.46,$1.94
Diluted Weighted Average Shares Outst.,84.6,82.1,80.4,77.7,90.6,92.0
Normalized Basic EPS,$1.71,$0.90,$0.96,$1.22,$1.39,$1.70
Normalized Diluted EPS,$1.70,$0.90,$0.95,$1.22,$1.39,$1.69
Dividend Per Share,$0.50,$0.58,$0.72,$0.79,$0.82,$0.83
Payout Ratio,24.33%,NM,35.11%,10.24%,54.18%,42.22%
EBITDA,389.0,250.9,260.4,291.9,382.5,458.0
EBITA,306.4,204.8,213.3,243.3,314.2,373.0
EBIT,288.5,183.6,187.8,213.8,270.7,329.5
EBITDAR,412.0,,,315.9,413.5,
Effective Tax Rate,26.7%,0.7%,14.1%,30.8%,3.7%,8.2%
Normalized Net Income,143.5,73.7,76.4,94.5,125.5,155.6
R&D Expense From Footnotes,50.4,45.3,49.6,50.6,59.8,59.8
Foreign Sales,1170.8,1151.1,1337.9,1302.3,1622.4,
