Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5826.0,7209.0,8143.0,8620.0,7106.0,7443.0
Total Revenues,5826.0,7209.0,8143.0,8620.0,7106.0,7443.0
Cost Of Revenues,4991.0,6129.0,6986.0,7493.0,6485.0,6777.0
Gross Profit,835.0,1080.0,1157.0,1127.0,621.0,666.0
Selling General & Admin Expenses,397.0,515.0,514.0,531.0,431.0,444.0
Other Operating Expense/(Income),,,,(17.0),,
Total Operating Expenses,405.0,526.0,522.0,526.0,444.0,458.0
Operating Income,430.0,554.0,635.0,601.0,177.0,208.0
Interest Expense,(113.0),(102.0),(96.0),(122.0),(138.0),(143.0)
Interest And Investment Income,13.0,11.0,11.0,10.0,9.0,9.0
Net Interest Expenses,(100.0),(91.0),(85.0),(112.0),(129.0),(134.0)
Currency Exchange Gains (Loss),(3.0),(3.0),(12.0),(11.0),8.0,4.0
Other Non Operating Income (Expenses),17.0,16.0,16.0,30.0,10.0,15.0
"EBT, Excl. Unusual Items",358.0,495.0,578.0,538.0,86.0,125.0
"EBT, Incl. Unusual Items",229.0,399.0,518.0,201.0,7.0,75.0
Income Tax Expense,(424.0),283.0,78.0,(32.0),58.0,96.0
Earnings From Continuing Operations,653.0,116.0,440.0,233.0,(51.0),(21.0)
Net Income to Company,653.0,116.0,440.0,233.0,(51.0),(21.0)
Minority Interest,(13.0),(5.0),(13.0),(7.0),20.0,3.0
Net Income,640.0,111.0,427.0,226.0,(31.0),(18.0)
Preferred Dividend and Other Adjustments,,6.0,,,,
NI to Common Incl Extra Items,640.0,105.0,427.0,226.0,(31.0),(18.0)
NI to Common Excl. Extra Items,640.0,105.0,427.0,226.0,(31.0),(18.0)
Revenue Per Share,$39.90,$49.68,$56.16,$59.86,$49.18,$51.45
Basic EPS,$4.38,$0.72,$2.94,$1.57,($0.21),($0.12)
Basic EPS - Continuing Ops,$4.38,$0.72,$2.94,$1.57,($0.21),($0.12)
Basic Weighted Average Shares Outst.,146.0,145.1,145.0,144.0,144.5,144.7
Diluted EPS,$4.36,$0.71,$2.91,$1.56,($0.21),($0.12)
Diluted EPS - Continuing Ops,$4.36,$0.71,$2.91,$1.56,($0.21),($0.12)
Diluted Weighted Average Shares Outst.,146.8,146.9,146.5,145.1,144.5,144.7
Normalized Basic EPS,$1.44,$2.10,$2.40,$2.29,$0.51,$0.56
Normalized Diluted EPS,$1.44,$2.07,$2.38,$2.27,$0.51,$0.56
Dividend Per Share,$0.24,$0.24,$0.40,$0.40,$0.10,$0.10
Payout Ratio,5.47%,31.53%,13.58%,25.66%,NM,NM
EBITDA,612.0,787.0,905.0,940.0,542.0,579.0
EBITA,439.0,567.0,645.0,618.0,197.0,231.0
EBIT,430.0,554.0,635.0,601.0,177.0,208.0
EBITDAR,662.0,,,990.0,594.0,
Effective Tax Rate,NM,70.9%,15.1%,NM,828.6%,128.0%
Normalized Net Income,210.8,304.4,348.3,329.3,73.8,81.1
Interest on Long-Term Debt,,,,1.0,2.0,
R&D Expense From Footnotes,196.0,220.0,252.0,277.0,246.0,246.0
Foreign Sales,3131.0,4000.0,4530.0,4551.0,3702.0,
