Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2440.4,2626.0,3399.8,3923.9,3950.6,3985.8
Total Revenues,2440.4,2626.0,3399.8,3923.9,3950.6,3985.8
Cost Of Revenues,1645.2,1775.9,2376.1,2793.9,2861.3,2896.4
Gross Profit,795.2,850.1,1023.7,1130.0,1089.3,1089.4
Selling General & Admin Expenses,559.8,592.0,693.0,770.3,727.2,724.3
Total Operating Expenses,599.5,625.4,751.5,821.4,778.9,776.1
Operating Income,195.7,224.7,272.2,308.6,310.4,313.3
Interest Expense,(32.3),(27.6),(56.0),(71.8),(39.7),(37.5)
Net Interest Expenses,(32.3),(27.6),(56.0),(71.8),(39.7),(37.5)
"EBT, Excl. Unusual Items",163.4,197.1,216.2,236.8,270.7,275.8
"EBT, Incl. Unusual Items",157.4,197.1,204.2,236.8,270.7,276.8
Income Tax Expense,60.2,39.2,46.2,62.0,70.4,71.6
Earnings From Continuing Operations,97.2,157.9,158.0,174.8,200.3,205.2
Earnings Of Discontinued Operations,0.0,(0.2),(0.3),(0.1),,
Net Income to Company,97.2,157.7,157.7,174.7,200.3,205.2
Net Income,97.2,157.7,157.7,174.7,200.3,205.2
NI to Common Incl Extra Items,97.2,157.7,157.7,174.7,200.3,205.2
NI to Common Excl. Extra Items,97.2,157.9,158.0,174.8,200.3,205.2
Revenue Per Share,$45.88,$50.02,$65.01,$74.32,$74.96,$75.56
Basic EPS,$1.83,$3.00,$3.02,$3.31,$3.80,$3.89
Basic EPS - Continuing Ops,$1.83,$3.01,$3.02,$3.31,$3.80,$3.89
Basic Weighted Average Shares Outst.,53.2,52.5,52.3,52.8,52.7,52.8
Diluted EPS,$1.81,$2.97,$2.98,$3.28,$3.76,$3.85
Diluted EPS - Continuing Ops,$1.81,$2.97,$2.99,$3.28,$3.76,$3.85
Diluted Weighted Average Shares Outst.,53.7,53.2,53.1,53.4,53.3,53.4
Normalized Basic EPS,$1.92,$2.35,$2.58,$2.80,$3.21,$3.27
Normalized Diluted EPS,$1.90,$2.32,$2.54,$2.77,$3.17,$3.23
EBITDA,258.0,283.3,367.2,399.8,400.1,404.0
EBITA,235.4,258.1,330.7,359.7,362.1,313.3
EBIT,195.7,224.7,272.2,308.6,310.4,313.3
EBITDAR,283.6,309.7,368.5,439.8,446.0,
Effective Tax Rate,38.2%,19.9%,22.6%,26.2%,26.0%,25.9%
Normalized Net Income,102.1,123.2,135.1,148.0,169.2,172.4
Interest on Long-Term Debt,30.5,,,,39.7,
Foreign Sales,115.7,131.5,158.0,174.7,172.5,
