Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,630.1,676.2,740.7,824.1,842.5,854.3
Total Revenues,630.1,676.2,740.7,824.1,842.5,854.3
Cost Of Revenues,372.7,371.6,391.5,416.8,456.5,475.3
Gross Profit,257.4,304.6,349.2,407.3,386.0,379.0
Selling General & Admin Expenses,218.1,213.8,257.5,278.2,306.0,321.7
Depreciation & Amortization,23.1,31.3,34.3,36.4,40.5,41.8
Total Operating Expenses,241.2,245.1,291.8,314.6,346.5,363.5
Operating Income,16.2,59.5,57.4,92.7,39.5,15.5
Interest Expense,(87.4),(87.1),(57.5),(32.4),(25.1),(23.8)
Net Interest Expenses,(87.4),(87.1),(57.5),(32.4),(25.1),(23.8)
Currency Exchange Gains (Loss),3.4,(7.3),,(0.4),1.0,(3.3)
Other Non Operating Income (Expenses),(5.9),,(1.1),(2.9),(0.8),(0.8)
"EBT, Excl. Unusual Items",(73.7),(34.9),(1.2),57.0,14.6,(12.4)
"EBT, Incl. Unusual Items",(84.1),(40.5),(26.9),34.3,(20.0),(49.4)
Income Tax Expense,7.7,(48.5),8.4,(44.4),(16.0),(17.6)
Earnings From Continuing Operations,(91.8),8.0,(35.3),78.7,(4.0),(31.8)
Earnings Of Discontinued Operations,12.5,(6.0),(25.8),,,
Net Income to Company,(79.3),2.0,(61.1),78.7,(4.0),(31.8)
Minority Interest,(0.1),1.3,0.5,,,
Net Income,(79.4),3.3,(60.6),78.7,(4.0),(31.8)
Preferred Dividend and Other Adjustments,14.1,20.5,7.7,,,
NI to Common Incl Extra Items,(93.5),(17.2),(68.3),78.7,(4.0),(31.8)
NI to Common Excl. Extra Items,(106.0),(11.2),(42.5),78.7,(4.0),(31.8)
Revenue Per Share,$9.70,$10.37,$6.49,$5.80,$5.74,$5.78
Basic EPS,($1.44),($0.26),($0.60),$0.55,($0.03),($0.22)
Basic EPS - Continuing Ops,($1.63),($0.17),($0.37),$0.55,($0.03),($0.22)
Basic Weighted Average Shares Outst.,65.0,65.2,114.0,142.0,146.8,147.8
Diluted EPS,($1.44),($0.26),($0.60),$0.53,($0.03),($0.22)
Diluted EPS - Continuing Ops,($1.63),($0.17),($0.37),$0.53,($0.03),($0.22)
Diluted Weighted Average Shares Outst.,65.0,65.2,114.0,148.8,146.8,147.8
Normalized Basic EPS,($0.71),($0.31),($0.00),$0.25,$0.06,($0.05)
Normalized Diluted EPS,($0.71),($0.31),($0.00),$0.24,$0.06,($0.05)
EBITDA,48.5,89.7,87.8,121.5,60.7,39.9
EBITA,34.6,78.0,75.9,108.9,43.3,21.1
EBIT,16.2,59.5,57.4,92.7,39.5,15.5
EBITDAR,61.8,102.5,100.5,129.9,65.7,
Effective Tax Rate,NM,NM,NM,NM,NM,NM
Normalized Net Income,(46.2),(20.5),(0.3),35.6,9.1,(7.8)
Interest Capitalized,,,,0.8,0.5,
Interest on Long-Term Debt,,,,,0.9,
R&D Expense From Footnotes,33.9,42.6,55.8,62.4,70.2,77.3
Foreign Sales,192.8,207.2,226.9,246.0,263.2,
