Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,962.1,1026.7,1101.7,1168.1,1050.6,1062.0
Total Revenues,962.1,1026.7,1101.7,1168.1,1050.6,1062.0
Cost Of Revenues,240.1,268.4,311.2,312.4,321.6,321.6
Gross Profit,722.0,758.2,790.6,855.7,729.0,740.4
Selling General & Admin Expenses,533.6,539.5,575.8,611.2,547.2,562.9
R&D Expenses,48.0,50.4,61.7,72.4,79.8,83.8
Total Operating Expenses,623.6,638.0,688.2,734.7,678.8,699.1
Operating Income,98.4,120.3,102.4,121.1,50.2,41.2
Interest Expense,(40.5),(38.0),(37.9),(38.5),(70.5),(67.0)
Interest And Investment Income,1.1,0.4,0.6,1.9,1.5,0.8
Net Interest Expenses,(39.4),(37.6),(37.3),(36.6),(69.0),(66.2)
Currency Exchange Gains (Loss),(0.3),(0.9),(3.7),(0.8),(4.2),(5.7)
Other Non Operating Income (Expenses),(0.0),(0.6),(0.7),(0.4),(12.4),(17.4)
"EBT, Excl. Unusual Items",58.7,81.2,60.7,83.3,(35.4),(48.0)
"EBT, Incl. Unusual Items",64.8,72.4,8.7,80.5,(47.5),(65.8)
Income Tax Expense,29.3,(7.5),(3.8),15.3,(10.4),(15.8)
Earnings From Continuing Operations,35.5,79.9,12.5,65.2,(37.2),(50.0)
Net Income to Company,35.5,79.9,12.5,65.2,(37.2),(50.0)
Minority Interest,1.7,1.7,,,,
Net Income,37.2,81.6,12.5,65.2,(37.2),(50.0)
NI to Common Incl Extra Items,37.2,81.6,12.5,65.2,(37.2),(50.0)
NI to Common Excl. Extra Items,37.2,81.6,12.5,65.2,(37.2),(50.0)
Revenue Per Share,$19.21,$20.18,$21.44,$22.48,$20.43,$20.70
Basic EPS,$0.74,$1.60,$0.24,$1.26,($0.72),($0.97)
Basic EPS - Continuing Ops,$0.74,$1.60,$0.24,$1.26,($0.72),($0.97)
Basic Weighted Average Shares Outst.,50.1,50.9,51.4,52.0,51.4,51.3
Diluted EPS,$0.69,$1.48,$0.24,$1.23,($0.72),($0.98)
Diluted EPS - Continuing Ops,$0.69,$1.48,$0.24,$1.23,($0.72),($0.98)
Diluted Weighted Average Shares Outst.,54.1,55.2,52.4,53.2,51.4,51.3
Normalized Basic EPS,$0.77,$1.03,$0.74,$1.00,($0.43),($0.59)
Normalized Diluted EPS,$0.71,$0.95,$0.72,$0.98,($0.43),($0.59)
EBITDA,193.7,231.3,221.5,246.2,180.7,173.2
EBITA,144.0,172.0,156.8,175.9,105.2,96.9
EBIT,98.4,120.3,102.4,121.1,50.2,41.2
EBITDAR,204.3,243.9,234.3,258.1,196.0,
Effective Tax Rate,45.2%,NM,NM,19.0%,NM,NM
Normalized Net Income,38.4,52.5,37.9,52.1,(22.1),(30.0)
Interest on Long-Term Debt,40.5,38.0,37.9,38.5,70.5,
R&D Expense From Footnotes,48.0,50.4,70.6,72.4,80.8,84.8
Foreign Sales,130.4,176.3,205.6,227.0,228758.0,
