Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1990.7,2219.5,2457.4,2756.2,2398.1,2546.2
Total Revenues,1990.7,2219.5,2457.4,2756.2,2398.1,2546.2
Cost Of Revenues,1592.0,1782.1,1995.9,2241.7,2100.7,2179.1
Gross Profit,398.7,437.4,461.6,514.5,297.4,367.2
Selling General & Admin Expenses,116.8,122.9,153.3,167.7,133.3,137.1
Depreciation & Amortization,83.0,93.5,101.2,115.5,117.9,119.7
Total Operating Expenses,219.3,235.7,273.5,303.4,271.3,276.0
Operating Income,179.4,201.8,188.1,211.1,26.1,91.2
Interest Expense,(1.3),(1.6),(0.6),,(4.1),(5.5)
Interest And Investment Income,,,,1.5,,
Net Interest Expenses,(1.3),(1.6),(0.6),1.5,(4.1),(5.5)
"EBT, Excl. Unusual Items",179.2,201.7,188.8,213.0,21.5,85.5
"EBT, Incl. Unusual Items",171.8,186.1,188.6,213.9,19.3,83.3
Income Tax Expense,51.2,48.6,24.3,32.4,(15.7),(0.9)
Earnings From Continuing Operations,120.6,137.5,164.3,181.5,34.9,84.2
Net Income to Company,120.6,137.5,164.3,181.5,34.9,84.2
Minority Interest,(5.0),(6.0),(6.1),(7.1),(3.7),(4.8)
Net Income,115.6,131.5,158.2,174.5,31.3,79.4
NI to Common Incl Extra Items,115.6,131.5,158.2,174.5,31.3,79.4
NI to Common Excl. Extra Items,115.6,131.5,158.2,174.5,31.3,79.4
Revenue Per Share,$28.28,$31.27,$34.39,$39.09,$34.54,$36.64
Basic EPS,$1.64,$1.85,$2.21,$2.47,$0.45,$1.14
Basic EPS - Continuing Ops,$1.64,$1.85,$2.21,$2.47,$0.45,$1.14
Basic Weighted Average Shares Outst.,70.4,71.0,71.5,70.5,69.4,69.5
Diluted EPS,$1.63,$1.84,$2.20,$2.46,$0.45,$1.13
Diluted EPS - Continuing Ops,$1.63,$1.84,$2.20,$2.46,$0.45,$1.13
Diluted Weighted Average Shares Outst.,71.1,71.5,72.0,70.9,69.9,70.0
Normalized Basic EPS,$1.52,$1.69,$1.57,$1.79,$0.14,$0.70
Normalized Diluted EPS,$1.51,$1.68,$1.56,$1.78,$0.14,$0.69
Dividend Per Share,$0.76,$0.84,$1.00,$1.20,$0.36,$0.00
Payout Ratio,45.03%,44.21%,43.32%,58.68%,79.95%,0.00%
EBITDA,262.3,295.3,289.3,326.7,144.0,210.8
EBITA,179.4,201.8,188.1,211.8,26.7,91.7
EBIT,179.4,201.8,188.1,211.1,26.1,91.2
EBITDAR,307.3,345.2,344.3,383.2,204.0,
Effective Tax Rate,29.8%,26.1%,12.9%,15.1%,NM,NM
Normalized Net Income,107.0,120.0,111.9,126.1,9.8,48.6
Interest Capitalized,0.3,0.4,0.1,,0.3,
Interest on Long-Term Debt,,,,,4.4,
