Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,843.6,871.3,972.1,1051.1,951.4,926.6
Total Interest Income,904.2,943.9,1067.1,1131.1,1012.6,981.5
Interest On Deposits,35.2,45.6,92.7,167.9,100.2,70.6
Total Interest On Borrowings,30.8,32.6,35.8,42.5,29.9,25.5
Total Interest Expense,66.1,78.2,128.5,210.4,130.1,96.1
Net Interest Income,838.1,865.7,938.6,920.6,882.5,885.4
Service Charges On Deposits,61.3,61.5,62.1,64.5,58.6,56.7
Total Mortgage Banking Activities,157.9,136.3,118.2,101.8,270.8,318.3
Gain (Loss) on Sale of Invest. & Securities,0.9,0.0,(1.5),76.3,1.0,(0.4)
Total Other Non Interest Income,66.6,62.7,92.7,86.7,75.0,98.7
Total Non Interest Income,301.7,278.5,279.4,339.8,412.0,480.2
Revenue Before Loan Losses,1139.8,1144.2,1218.1,1260.5,1294.5,1365.6
Provision For Loan Losses,41.7,47.3,55.9,72.5,204.9,86.8
Total Revenues,1098.2,1096.9,1162.2,1187.9,1089.7,1278.8
Salaries And Other Employee Benefits,415.0,428.6,418.1,412.0,470.0,484.4
Amort. of Goodwill & Intang. Assets,8.6,6.8,6.2,5.6,5.0,4.9
Occupancy Expense,113.4,112.1,110.8,113.8,120.4,118.1
Total Selling General & Admin Expenses,123.3,121.2,136.7,120.7,107.3,107.3
Total Other Non Interest Expense,46.1,55.5,51.6,55.6,46.0,43.9
Total Non Interest Expense,721.7,738.6,739.5,719.0,761.2,771.0
"EBT, Excl. Unusual Items",376.5,358.4,422.7,468.9,328.5,507.8
Impairment of Goodwill,(0.1),,,,"(1,784.9)",0.0
"EBT, Incl. Unusual Items",361.0,349.0,422.7,468.9,"(1,456.4)",507.8
Income Tax Expense,130.9,106.7,106.4,114.8,67.0,71.5
Earnings From Continuing Operations,230.1,242.3,316.3,354.1,"(1,523.4)",436.3
Net Income to Company,230.1,242.3,316.3,354.1,"(1,523.4)",436.3
Net Income,230.1,242.3,316.3,354.1,"(1,523.4)",436.3
Preferred Dividend and Other Adjustments,0.1,,,,,
Net Income to Common Incl Extra Items,229.9,242.3,316.3,354.1,"(1,523.4)",436.3
Net Income to Common Excl. Extra Items,229.9,242.3,316.3,354.1,"(1,523.4)",436.3
Revenue Per Share,$4.99,$4.98,$5.28,$5.39,$4.95,$5.81
Basic EPS,$1.04,$1.10,$1.44,$1.61,($6.92),$1.98
Basic EPS - Continuing Ops,$1.04,$1.10,$1.44,$1.61,($6.92),$1.98
Basic Weighted Average Shares Outst.,220.3,220.3,220.3,220.3,220.2,220.3
Diluted EPS,$1.04,$1.10,$1.43,$1.60,($6.92),$1.98
Diluted EPS - Continuing Ops,$1.04,$1.10,$1.43,$1.60,($6.92),$1.98
Diluted Weighted Average Shares Outst.,220.9,220.8,220.7,220.7,220.2,220.4
Normalized Basic EPS,$1.07,$1.02,$1.20,$1.33,$0.93,$1.44
Normalized Diluted EPS,$1.07,$1.01,$1.20,$1.33,$0.93,$1.44
Dividend Per Share,$0.64,$0.68,$0.82,$0.84,$0.84,$0.84
Payout Ratio,61.32%,60.00%,54.99%,52.27%,NM,
Effective Tax Rate,36.3%,30.6%,25.2%,24.5%,NM,14.1%
Normalized Net Income,235.3,224.0,264.2,293.1,205.3,317.4
Interest on Long-Term Debt,15.7,32.2,35.3,40.4,29.1,
