Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,(4.86%),(0.55%),(5.77%),(5.22%),0.00%
Total Interest And Dividend Income,(5.68%),8.42%,9.10%,0.03%,0.00%
Gain (Loss) on Sale of Investments,-64.10%,(639.29%),,148.21%,0.00%
Other Revenues,-85.22%,,,,0.00%
Total Revenues,129.34%,29.61%,(26.44%),30.34%,0.00%
Policy Benefits,(6.33%),(8.34%),8.78%,43.74%,0.00%
Policy Acquisition / Underwriting Costs,(38.81%),362.56%,(63.62%),100.52%,0.00%
Other Operating Expenses,19.61%,2.02%,(4.12%),(6.01%),0.00%
Total Operating Expenses,(1.12%),7.04%,(5.15%),31.25%,0.00%
Operating Income,-89.44%,,,(37.88%),0.00%
"Interest Expense, Total",(7.91%),-62.00%,(175.44%),(14.01%),0.00%
"EBT, Excl. Unusual Items",-86.47%,,,(34.32%),0.00%
"EBT, Incl. Unusual Items",-86.93%,,,(34.89%),0.00%
Income Tax Expense,-86.58%,,,(14.51%),0.00%
Earnings From Continuing Operations,-87.14%,,,(43.67%),0.00%
Net Income to Company,-87.14%,,,(43.67%),0.00%
Minority Interest,,,0.00%,0.00%,0.00%
Net Income,-87.14%,,,(43.38%),0.00%
Pref. Dividends and Other Adj.,,,,109.52%,0.00%
NI to Common Incl Extra Items,-87.14%,,,(45.20%),0.00%
NI to Common Excl. Extra Items,-87.14%,,,(45.20%),0.00%
Revenue Per Share,129.32%,30.03%,(21.95%),53.79%,0.00%
Basic EPS,-87.14%,,,(71.43%),0.00%
Basic EPS - Continuing Ops,-87.14%,,,(71.43%),0.00%
Basic Weighted Average Shares Outst.,0.00%,(0.32%),(5.76%),(15.25%),0.00%
Diluted EPS,-87.12%,,,(71.43%),0.00%
Diluted EPS - Continuing Ops,-87.12%,,,(71.43%),0.00%
Diluted Weighted Average Shares Outst.,0.00%,0.05%,(6.11%),(15.25%),0.00%
Normalized Basic EPS,-86.46%,,,(58.14%),0.00%
Normalized Diluted EPS,-86.46%,,,(58.14%),0.00%
Payout Ratio,,,,,0.00%
EBITDA,-89.79%,,,,
EBITA,-89.44%,,,(37.88%),0.00%
EBIT,-89.44%,,,(37.88%),0.00%
Effective Tax Rate,,,150.48%,,0.00%
Normalized Net Income,-86.47%,,,(34.06%),0.00%
Interest on Long-Term Debt,(10.47%),2.60%,20.89%,(3.66%),
