Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,8659.0,8848.0,9124.0,9172.0,5402.0,5021.0
Total Revenues,8659.0,8848.0,9124.0,9172.0,5402.0,5021.0
Cost Of Revenues,6223.0,6485.0,6565.0,6506.0,4378.0,3949.0
Gross Profit,2436.0,2363.0,2559.0,2666.0,1024.0,1072.0
Selling General & Admin Expenses,1314.0,1342.0,1473.0,1492.0,893.0,811.0
Depreciation & Amortization,253.0,259.0,256.0,263.0,286.0,285.0
Total Operating Expenses,1567.0,1601.0,1729.0,1755.0,1179.0,1096.0
Operating Income,869.0,762.0,830.0,911.0,(155.0),(24.0)
Interest Expense,(503.0),(481.0),(514.0),(536.0),(561.0),(566.0)
Interest And Investment Income,18.0,8.0,15.0,15.0,12.0,12.0
Net Interest Expenses,(485.0),(473.0),(499.0),(521.0),(549.0),(554.0)
Other Non Operating Income (Expenses),(2.0),(1.0),(3.0),(1.0),,
"EBT, Excl. Unusual Items",382.0,288.0,328.0,389.0,(704.0),(578.0)
"EBT, Incl. Unusual Items",279.0,211.0,267.0,287.0,(956.0),(941.0)
Income Tax Expense,116.0,(150.0),102.0,(15.0),(272.0),(245.0)
Earnings From Continuing Operations,163.0,361.0,165.0,302.0,(684.0),(696.0)
Net Income to Company,163.0,361.0,165.0,302.0,(684.0),(696.0)
Net Income,163.0,361.0,165.0,302.0,(684.0),(696.0)
NI to Common Incl Extra Items,163.0,361.0,165.0,302.0,(684.0),(696.0)
NI to Common Excl. Extra Items,163.0,361.0,165.0,302.0,(684.0),(696.0)
Revenue Per Share,$94.12,$106.09,$115.06,$121.97,$76.62,$71.99
Basic EPS,$1.77,$4.33,$2.08,$4.02,($9.70),($9.98)
Basic EPS - Continuing Ops,$1.77,$4.33,$2.08,$4.02,($9.70),($9.98)
Basic Weighted Average Shares Outst.,92.0,83.4,79.3,75.2,70.5,69.8
Diluted EPS,$1.75,$4.25,$2.06,$3.98,($9.71),($9.99)
Diluted EPS - Continuing Ops,$1.75,$4.25,$2.06,$3.98,($9.71),($9.99)
Diluted Weighted Average Shares Outst.,93.3,84.8,80.1,75.7,70.5,69.8
Normalized Basic EPS,$2.60,$2.16,$2.59,$3.23,($6.24),($5.18)
Normalized Diluted EPS,$2.56,$2.12,$2.56,$3.21,($6.24),($5.18)
EBITDA,1035.0,926.0,994.0,1065.0,18.0,148.0
EBITA,934.0,824.0,895.0,970.0,(90.0),46.0
EBIT,869.0,762.0,830.0,911.0,(155.0),(24.0)
EBITDAR,1943.0,1148.0,1247.0,2308.0,934.0,
Effective Tax Rate,41.6%,NM,38.2%,NM,NM,NM
Normalized Net Income,238.8,180.0,205.0,243.1,(440.0),(361.3)
Interest on Long-Term Debt,,,,4.0,3.0,
Foreign Sales,2985.0,3219.0,3416.0,3305.0,1644.0,
