Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2004.3,1973.3,2189.1,2355.7,1502.4,1271.7
Total Revenues,2004.3,1973.3,2189.1,2355.7,1502.4,1271.7
Cost Of Revenues,1439.7,1421.5,1608.3,1715.3,1262.7,1119.8
Gross Profit,564.6,551.8,580.8,640.4,239.7,151.9
Selling General & Admin Expenses,157.6,151.8,146.0,158.7,121.1,114.2
R&D Expenses,46.9,49.4,55.9,56.5,46.6,44.2
Other Operating Expense/(Income),,,,,,0.2
Total Operating Expenses,204.5,201.2,201.9,215.2,167.7,158.6
Operating Income,360.1,350.6,378.9,425.2,72.0,(6.7)
Interest Expense,(22.1),(27.4),(37.7),(45.5),(41.8),(40.1)
Net Interest Expenses,(22.1),(27.4),(37.7),(45.5),(41.8),(40.1)
"EBT, Excl. Unusual Items",340.5,326.5,346.8,383.4,28.6,(49.9)
"EBT, Incl. Unusual Items",340.1,326.5,339.1,383.4,(29.3),(105.0)
Income Tax Expense,90.3,42.5,62.5,76.8,(61.0),(80.3)
Earnings From Continuing Operations,249.8,284.0,276.6,306.6,31.7,(24.7)
Net Income to Company,249.8,284.0,276.6,306.6,31.7,(24.7)
Net Income,249.8,284.0,276.6,306.6,31.7,(24.7)
NI to Common Incl Extra Items,249.8,284.0,276.6,306.6,31.7,(24.7)
NI to Common Excl. Extra Items,249.8,284.0,276.6,306.6,31.7,(24.7)
Revenue Per Share,$21.60,$21.78,$24.90,$27.75,$17.93,$15.16
Basic EPS,$2.69,$3.13,$3.15,$3.61,$0.38,($0.29)
Basic EPS - Continuing Ops,$2.69,$3.13,$3.15,$3.61,$0.38,($0.29)
Basic Weighted Average Shares Outst.,92.8,90.6,87.9,84.9,83.8,83.9
Diluted EPS,$2.65,$3.09,$3.11,$3.57,$0.38,($0.29)
Diluted EPS - Continuing Ops,$2.65,$3.09,$3.11,$3.57,$0.38,($0.29)
Diluted Weighted Average Shares Outst.,94.2,91.9,89.0,85.8,84.0,83.9
Normalized Basic EPS,$2.29,$2.25,$2.47,$2.82,$0.21,($0.37)
Normalized Diluted EPS,$2.26,$2.22,$2.44,$2.79,$0.21,($0.37)
Dividend Per Share,$0.43,$0.47,$0.55,$0.64,$0.17,$0.00
Payout Ratio,15.93%,15.00%,17.50%,17.68%,44.79%,NM
EBITDA,453.4,455.1,502.0,566.9,212.9,133.2
EBITA,360.1,350.6,378.9,432.1,78.9,2.0
EBIT,360.1,350.6,378.9,425.2,72.0,(6.7)
EBITDAR,464.8,467.1,515.8,582.4,229.1,
Effective Tax Rate,26.6%,13.0%,18.4%,20.0%,NM,NM
Normalized Net Income,212.8,204.1,216.8,239.6,17.9,(31.2)
Interest Capitalized,,,9.5,12.7,13.4,
R&D Expense From Footnotes,46.9,49.4,55.9,56.5,46.6,44.2
Foreign Sales,1046.5,1036.0,1133.2,1108.8,709.8,
