Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,16.86%,15.90%,(5.42%),5.60%,6.12%
Other Revenues,4.81%,167.33%,(34.72%),80.68%,57.34%
Total Revenues,16.84%,16.10%,(5.51%),5.76%,6.24%
Cost Of Revenues,17.97%,16.96%,(4.44%),3.18%,3.79%
Gross Profit,13.10%,13.10%,(9.34%),15.51%,15.11%
Selling General & Admin Expenses,9.05%,24.55%,3.64%,(0.80%),(2.34%)
Total Operating Expenses,9.05%,24.55%,3.64%,(0.80%),(2.34%)
Operating Income,16.47%,4.19%,(21.42%),35.52%,34.03%
Other Non Operating Income (Expenses),(51.60%),,,47.61%,1.11%
"EBT, Excl. Unusual Items",12.57%,7.39%,(21.02%),35.63%,34.00%
"EBT, Incl. Unusual Items",12.44%,6.55%,(25.13%),37.73%,36.26%
Income Tax Expense,43.52%,(40.53%),(29.43%),42.68%,42.41%
Earnings From Continuing Operations,(4.38%),44.77%,(23.69%),36.21%,34.36%
Net Income to Company,(4.38%),44.77%,(23.69%),36.21%,34.36%
Minority Interest,-62.58%,(345.00%),,,
Net Income,(4.09%),44.19%,(23.24%),36.21%,34.36%
NI to Common Incl Extra Items,(4.09%),44.19%,(23.24%),36.21%,34.36%
NI to Common Excl. Extra Items,(4.09%),44.19%,(23.24%),36.21%,34.36%
Revenue Per Share,21.96%,20.78%,(0.60%),15.13%,17.54%
Basic EPS,0.37%,50.53%,(19.18%),48.40%,48.65%
Basic EPS - Continuing Ops,0.37%,50.53%,(19.18%),48.40%,48.65%
Basic Weighted Average Shares Outst.,(4.18%),(3.86%),(4.95%),(8.15%),(9.61%)
Diluted EPS,0.00%,49.59%,(18.78%),47.62%,47.63%
Diluted EPS - Continuing Ops,0.00%,49.59%,(18.78%),47.62%,47.63%
Diluted Weighted Average Shares Outst.,(3.90%),(3.92%),(5.11%),(8.09%),(9.56%)
Normalized Basic EPS,18.28%,11.43%,(16.45%),47.29%,48.25%
Normalized Diluted EPS,17.56%,10.82%,(16.23%),47.77%,48.17%
EBITDA,16.44%,11.33%,(20.02%),32.69%,31.99%
EBITA,16.47%,4.19%,(21.27%),35.75%,34.49%
EBIT,16.47%,4.19%,(21.42%),35.52%,34.03%
EBITDAR,16.30%,11.36%,(19.31%),31.81%,
Effective Tax Rate,27.66%,(44.19%),(5.75%),3.60%,4.51%
Normalized Net Income,12.95%,6.82%,(20.47%),35.63%,34.00%
Interest Capitalized,23.36%,8.74%,(2.12%),(7.33%),
Interest on Long-Term Debt,23.36%,8.74%,(2.12%),(7.33%),
