Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7.11%,2.60%,(6.11%),24.62%,21.20%
Total Revenues,7.11%,2.60%,(6.11%),24.62%,21.20%
Cost Of Revenues,7.09%,4.64%,(5.62%),21.94%,18.20%
Gross Profit,7.21%,(6.64%),(8.60%),38.71%,36.21%
Selling General & Admin Expenses,(9.55%),(0.79%),13.14%,5.03%,6.61%
R&D Expenses,126.98%,(5.67%),(48.00%),(7.81%),11.73%
Total Operating Expenses,15.42%,(2.54%),(8.15%),2.50%,7.59%
Operating Income,(3.47%),(13.01%),(9.40%),102.68%,74.40%
Interest Expense,(1.08%),-7.72%,-9.32%,-10.36%,-13.79%
Interest And Investment Income,142.46%,28.55%,61.02%,(18.12%),(49.34%)
Net Interest Expenses,-1.17%,-9.14%,-13.21%,-9.57%,-9.89%
Currency Exchange Gains (Loss),,-87.73%,(33.98%),(394.24%),(180.47%)
Other Non Operating Income (Expenses),(36.29%),659.30%,(88.75%),(34.12%),74.55%
"EBT, Excl. Unusual Items",(11.09%),(8.27%),(10.13%),142.19%,94.60%
"EBT, Incl. Unusual Items",33.87%,(39.57%),(14.00%),141.96%,94.85%
Income Tax Expense,(22.04%),41.36%,(33.90%),24.21%,156.70%
Earnings From Continuing Operations,49.85%,(51.60%),(5.35%),177.67%,88.77%
Net Income to Company,49.85%,(51.60%),(5.35%),177.67%,88.77%
Minority Interest,(33.05%),-40.48%,-29.64%,(35.69%),-8.14%
Net Income,50.15%,(51.78%),(4.88%),179.71%,89.76%
NI to Common Incl Extra Items,50.15%,(51.78%),(4.88%),179.71%,89.76%
NI to Common Excl. Extra Items,50.15%,(51.78%),(4.88%),179.71%,89.76%
Revenue Per Share,6.45%,2.42%,(6.29%),23.67%,20.20%
Basic EPS,49.06%,(51.72%),(4.85%),180.02%,88.20%
Basic EPS - Continuing Ops,49.06%,(51.72%),(4.85%),180.02%,88.20%
Basic Weighted Average Shares Outst.,0.64%,0.16%,0.17%,0.74%,0.83%
Diluted EPS,48.65%,(51.82%),(5.66%),180.00%,89.42%
Diluted EPS - Continuing Ops,48.65%,(51.82%),(5.66%),180.00%,89.42%
Diluted Weighted Average Shares Outst.,0.68%,0.04%,0.16%,0.89%,1.08%
Normalized Basic EPS,(12.41%),(7.91%),(10.07%),143.11%,94.46%
Normalized Diluted EPS,(12.67%),(8.07%),(10.22%),142.37%,93.99%
EBITDA,1.86%,(5.54%),(8.68%),29.94%,29.15%
EBITA,(3.47%),(13.01%),(9.40%),102.68%,74.40%
EBIT,(3.47%),(13.01%),(9.40%),102.68%,74.40%
EBITDAR,,,,29.05%,
Effective Tax Rate,(41.76%),133.94%,(23.14%),(48.67%),31.74%
Normalized Net Income,(12.07%),(7.19%),(9.71%),143.98%,96.08%
Interest on Long-Term Debt,,,,5.79%,
R&D Expense From Footnotes,42.16%,(5.67%),(12.43%),2.24%,13.91%
Foreign Sales,13.27%,(11.16%),(5.41%),22.96%,
