Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,998.1,1281.7,1233.1,1166.4,1050.9,1047.0
Tenant Reimbursements,270.5,,,,,
Other Revenue,7.6,1.8,1.3,1.9,2.3,3.7
Total Revenues,1276.2,1283.6,1234.3,1168.3,1053.3,1050.7
Property Expenses,307.9,315.2,313.6,295.9,280.6,281.7
Selling General & Admin Exp.,89.5,92.2,93.6,102.3,98.3,100.3
Depreciation & Amortization,387.3,375.0,352.2,332.4,335.6,336.0
Total Operating Expenses,793.9,787.8,769.5,730.6,714.5,718.0
Operating Income,482.3,495.8,464.8,437.7,338.8,332.7
Total Interest Expense,(226.7),(226.7),(215.0),(189.8),(200.0),(201.6)
Interest and Investment Income,0.5,0.4,0.5,0.7,0.5,0.4
Net Interest Expenses,(226.1),(226.3),(214.5),(189.1),(199.5),(201.2)
Other Non Operating Income,(5.0),(2.9),(2.8),(2.6),(5.0),(3.5)
"EBT, Excl. Unusual Items",251.2,266.6,247.5,246.0,134.3,128.1
Gain (Loss) on Sale of Assets,35.6,68.8,209.2,54.8,34.5,31.4
Asset Writedown,(5.2),(40.1),(53.3),(24.4),(19.6),(16.4)
Other Unusual Items,(3.5),0.5,(37.1),(1.6),(28.1),(29.2)
"EBT, Incl. Unusual Items",278.1,300.4,366.3,274.8,121.2,113.8
Earnings From Continuing Operations,278.1,300.4,366.3,274.8,121.2,113.8
Net Income to Company,278.1,300.4,366.3,274.8,121.2,113.8
Minority Interest,(2.5),(0.1),,,,
Net Income,275.6,300.3,366.3,274.8,121.2,113.8
Pref. Dividends and Other Adj.,0.2,0.1,0.3,0.6,0.4,0.4
NI to Common Incl Extra Items,275.4,300.2,366.0,274.1,120.8,113.4
NI to Common Excl. Extra Items,275.4,300.2,366.0,274.1,120.8,113.4
Revenue Per Share,$4.23,$4.21,$4.09,$3.92,$3.55,$3.54
Basic EPS,$0.91,$0.98,$1.21,$0.92,$0.41,$0.38
Basic EPS - Continuing Ops,$0.91,$0.98,$1.21,$0.92,$0.41,$0.38
Basic Weighted Average Shares Outst.,301.6,304.8,302.1,298.2,297.0,296.8
Diluted EPS,$0.91,$0.98,$1.21,$0.92,$0.41,$0.38
Diluted EPS - Continuing Ops,$0.91,$0.98,$1.21,$0.92,$0.41,$0.38
Diluted Weighted Average Shares Outst.,305.1,305.3,302.3,299.3,297.9,297.8
Normalized Basic EPS,$0.51,$0.55,$0.51,$0.52,$0.28,$0.27
Normalized Diluted EPS,$0.51,$0.55,$0.51,$0.51,$0.28,$0.27
Dividend Per Share,$1.00,$1.06,$1.11,$1.13,$0.50,$0.43
Payout Ratio,107.10%,105.69%,91.03%,121.88%,140.62%,131.66%
FFO,632.0,,,572.9,437.8,430.8
FFO Payout Ratio %,46.71%,,,58.45%,38.92%,34.77%
AFFO,632.0,,,572.9,437.8,
Funds Available for Distribution,632.0,,,572.9,437.8,
FFO Per Share (Basic),$2.07,,,,,
FFO Shares (Basic),305.1,,,,,
FFO Per Share (Diluted),$2.07,,,$1.91,$1.47,$1.45
FFO Shares (Diluted),305.1,,,299.3,297.9,297.8
Adjusted FFO Per Share (Basic),$2.07,,,,,
Adjusted FFO Per Share (Diluted),$2.07,,,$1.91,$1.47,
EBITDA,831.9,841.2,790.5,751.3,657.9,653.5
EBITA,504.6,512.3,473.4,444.6,341.4,334.7
EBIT,482.3,495.8,464.8,437.7,338.8,332.7
EBITDAR,840.2,,,758.6,665.5,
Normalized Net Income,154.5,166.5,154.7,153.8,83.9,80.0
Interest Capitalized,2.9,2.9,2.5,3.5,4.2,
