Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2330.9,2469.3,2764.8,2859.7,2929.3,2984.5
Total Revenues,2330.9,2469.3,2764.8,2859.7,2929.3,2984.5
Cost Of Revenues,1496.2,1603.1,1813.0,1820.1,1843.5,1881.0
Gross Profit,834.8,866.2,951.8,1039.6,1085.8,1103.6
Selling General & Admin Expenses,363.9,387.4,430.0,450.7,490.2,498.1
Depreciation & Amortization,154.8,153.1,171.7,194.6,220.3,226.9
Total Operating Expenses,518.7,540.5,601.7,645.2,710.5,725.0
Operating Income,316.1,325.7,350.1,394.4,375.3,378.5
Interest Expense,(35.2),(40.6),(32.6),(35.5),(33.2),(32.3)
Interest And Investment Income,2.6,5.5,7.1,4.2,1.0,18.0
Net Interest Expenses,(32.6),(35.1),(25.6),(31.3),(32.3),(14.3)
Currency Exchange Gains (Loss),(0.3),(5.0),(1.7),(1.7),(5.9),(6.4)
Other Non Operating Income (Expenses),0.5,1.0,0.8,3.3,(1.9),(0.2)
"EBT, Excl. Unusual Items",283.5,286.4,323.3,364.8,333.8,356.5
"EBT, Incl. Unusual Items",280.5,294.8,266.0,342.1,301.2,324.0
Income Tax Expense,74.9,74.8,71.3,99.8,87.1,81.2
Earnings From Continuing Operations,205.6,220.0,194.8,242.2,214.1,242.8
Net Income to Company,205.6,220.0,194.8,242.2,214.1,242.8
Minority Interest,(0.0),0.0,(0.0),(0.0),(0.1),(0.0)
Net Income,205.6,220.0,194.7,242.2,214.0,242.7
NI to Common Incl Extra Items,205.6,220.0,194.7,242.2,214.0,242.7
NI to Common Excl. Extra Items,205.6,220.0,194.7,242.2,214.0,242.7
Revenue Per Share,$37.11,$39.55,$44.28,$44.98,$45.47,$46.11
Basic EPS,$3.27,$3.52,$3.12,$3.81,$3.32,$3.75
Basic EPS - Continuing Ops,$3.27,$3.52,$3.12,$3.81,$3.32,$3.75
Basic Weighted Average Shares Outst.,62.8,62.4,62.4,63.6,64.4,64.7
Diluted EPS,$3.17,$3.41,$3.00,$3.66,$3.21,$3.61
Diluted EPS - Continuing Ops,$3.17,$3.41,$3.00,$3.66,$3.21,$3.61
Diluted Weighted Average Shares Outst.,64.8,64.6,65.0,66.2,66.7,67.0
Normalized Basic EPS,$2.82,$2.87,$3.24,$3.59,$3.24,$3.44
Normalized Diluted EPS,$2.73,$2.77,$3.11,$3.45,$3.13,$3.32
Dividend Per Share,$1.22,$1.28,$1.32,$1.42,$1.44,$1.44
Payout Ratio,37.29%,36.33%,42.28%,37.24%,43.29%,38.34%
EBITDA,470.9,478.8,521.8,588.9,595.6,605.5
EBITA,325.4,336.0,365.6,422.0,415.1,420.1
EBIT,316.1,325.7,350.1,394.4,375.3,378.5
EBITDAR,498.3,,,621.0,629.0,
Effective Tax Rate,26.7%,25.4%,26.8%,29.2%,28.9%,25.1%
Normalized Net Income,177.2,179.0,202.1,228.0,208.6,222.8
Interest on Long-Term Debt,,,,2.9,3.9,
R&D Expense From Footnotes,66.2,68.2,75.3,82.8,92.5,92.5
Foreign Sales,1711.1,1827.1,2038.4,2023.0,1963.4,
