Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,10446.0,9697.0,9394.0,8822.0,6796.0,6650.0
Other Revenues,325.0,294.0,268.0,244.0,226.0,222.0
Total Revenues,10771.0,9991.0,9662.0,9066.0,7022.0,6872.0
Cost Of Revenues,6466.0,5920.0,5793.0,5416.0,4396.0,4347.0
Gross Profit,4305.0,4071.0,3869.0,3650.0,2626.0,2525.0
Selling General & Admin Expenses,2757.0,2702.0,2485.0,2103.0,1822.0,1708.0
R&D Expenses,463.0,424.0,397.0,373.0,311.0,301.0
Total Operating Expenses,3278.0,3179.0,2930.0,2521.0,2189.0,2069.0
Operating Income,1027.0,892.0,939.0,1129.0,437.0,456.0
Interest Expense,(181.0),(119.0),(114.0),(105.0),(94.0),(97.0)
Interest And Investment Income,5.0,8.0,15.0,16.0,14.0,7.0
Net Interest Expenses,(176.0),(111.0),(99.0),(89.0),(80.0),(90.0)
Currency Exchange Gains (Loss),(13.0),(4.0),(5.0),(7.0),(3.0),(3.0)
Other Non Operating Income (Expenses),(33.0),(20.0),(8.0),(11.0),7.0,13.0
"EBT, Excl. Unusual Items",932.0,770.0,835.0,1030.0,365.0,378.0
"EBT, Incl. Unusual Items",695.0,538.0,557.0,830.0,256.0,312.0
Income Tax Expense,62.0,468.0,247.0,179.0,64.0,79.0
Earnings From Continuing Operations,633.0,70.0,310.0,651.0,192.0,233.0
Earnings Of Discontinued Operations,"(1,093.0)",129.0,55.0,705.0,,
Net Income to Company,(460.0),199.0,365.0,1356.0,192.0,233.0
Minority Interest,(11.0),(4.0),(4.0),(3.0),,
Net Income,(471.0),195.0,361.0,1353.0,192.0,233.0
Preferred Dividend and Other Adjustments,24.0,14.0,14.0,14.0,14.0,14.0
NI to Common Incl Extra Items,(495.0),181.0,347.0,1339.0,178.0,219.0
NI to Common Excl. Extra Items,598.0,52.0,292.0,634.0,178.0,219.0
Revenue Per Share,$42.51,$39.28,$38.85,$40.84,$33.60,$33.56
Basic EPS,($1.95),$0.71,$1.40,$6.03,$0.85,$1.07
Basic EPS - Continuing Ops,$2.36,$0.20,$1.17,$2.86,$0.85,$1.07
Basic Weighted Average Shares Outst.,253.4,254.3,248.7,222.0,209.0,204.8
Diluted EPS,($1.94),$0.71,$1.38,$5.80,$0.84,$1.06
Diluted EPS - Continuing Ops,$2.33,$0.20,$1.16,$2.78,$0.84,$1.06
Diluted Weighted Average Shares Outst.,256.0,256.6,251.7,233.2,211.4,207.8
Normalized Basic EPS,$2.26,$1.88,$2.08,$2.89,$1.09,$1.15
Normalized Diluted EPS,$2.23,$1.86,$2.06,$2.75,$1.08,$1.14
Dividend Per Share,$1.24,$1.00,$1.00,$1.00,$1.00,$1.00
Payout Ratio,NM,149.23%,74.52%,17.96%,119.79%,97.00%
EBITDA,1509.0,1346.0,1340.0,1500.0,752.0,764.0
EBITA,1085.0,945.0,987.0,1174.0,482.0,505.0
EBIT,1027.0,892.0,939.0,1129.0,437.0,456.0
EBITDAR,1666.0,1507.0,1487.0,1693.0,930.0,
Effective Tax Rate,8.9%,87.0%,44.3%,21.6%,25.0%,25.3%
Normalized Net Income,571.5,477.3,517.9,640.8,228.1,236.3
R&D Expense From Footnotes,463.0,424.0,397.0,373.0,311.0,301.0
Foreign Sales,4368.0,4201.0,4052.0,3637.0,2836.0,
