Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,27015.8,33695.5,39750.3,36819.0,20358.3,18301.0
Total Revenues,27015.8,33695.5,39750.3,36819.0,20358.3,18301.0
Cost Of Revenues,26116.8,32763.3,38731.8,35707.0,19506.5,17516.4
Gross Profit,899.0,932.2,1018.5,1112.0,851.8,784.6
Selling General & Admin Expenses,710.1,735.1,741.7,792.6,678.0,643.7
Total Operating Expenses,710.1,735.1,741.7,792.6,678.0,643.7
Operating Income,188.9,197.1,276.8,319.4,173.8,140.9
Interest Expense,(43.7),(66.3),(74.8),(80.0),(48.6),(43.5)
Interest And Investment Income,4.5,6.0,3.9,6.2,3.6,5.0
Net Interest Expenses,(39.2),(60.3),(70.9),(73.8),(45.0),(38.5)
Currency Exchange Gains (Loss),(0.8),(7.8),4.2,(0.5),(13.4),(28.6)
Other Non Operating Income (Expenses),(6.8),1.4,(8.1),11.9,2.3,14.4
"EBT, Excl. Unusual Items",142.1,130.4,202.0,257.0,117.7,88.2
"EBT, Incl. Unusual Items",142.1,(21.1),184.9,237.3,161.8,131.9
Income Tax Expense,15.7,149.2,55.9,56.2,52.1,44.9
Earnings From Continuing Operations,126.4,(170.3),129.0,181.1,109.7,87.0
Net Income to Company,126.4,(170.3),129.0,181.1,109.7,87.0
Minority Interest,,0.1,(1.3),(2.2),(0.1),0.1
Net Income,126.4,(170.2),127.7,178.9,109.6,87.1
NI to Common Incl Extra Items,126.4,(170.2),127.7,178.9,109.6,87.1
NI to Common Excl. Extra Items,126.4,(170.2),127.7,178.9,109.6,87.1
Revenue Per Share,$389.84,$494.79,$589.77,$557.02,$319.60,$289.46
Basic EPS,$1.82,($2.50),$1.89,$2.71,$1.72,$1.38
Basic EPS - Continuing Ops,$1.82,($2.50),$1.89,$2.71,$1.72,$1.38
Basic Weighted Average Shares Outst.,69.3,68.1,67.4,66.1,63.7,63.2
Diluted EPS,$1.81,($2.50),$1.89,$2.69,$1.71,$1.37
Diluted EPS - Continuing Ops,$1.81,($2.50),$1.89,$2.69,$1.71,$1.37
Diluted Weighted Average Shares Outst.,69.8,68.1,67.7,66.5,64.0,63.6
Normalized Basic EPS,$1.28,$1.20,$1.85,$2.40,$1.15,$0.87
Normalized Diluted EPS,$1.27,$1.20,$1.85,$2.38,$1.15,$0.87
Dividend Per Share,$0.24,$0.24,$0.24,$0.36,$0.40,$0.42
Payout Ratio,13.13%,NM,12.69%,11.79%,23.36%,28.93%
EBITDA,257.5,272.1,347.4,389.0,241.1,206.2
EBITA,228.6,239.0,312.7,352.3,206.9,174.0
EBIT,188.9,197.1,276.8,319.4,173.8,140.9
EBITDAR,294.4,312.4,396.1,454.1,314.2,
Effective Tax Rate,11.0%,NM,30.2%,23.7%,32.2%,34.0%
Normalized Net Income,88.8,81.6,125.0,158.4,73.5,55.2
Interest on Long-Term Debt,43.7,66.3,74.8,80.0,48.6,
Foreign Sales,12646.9,15757.5,19194.7,17453.8,9993.2,
