Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,27.01%,22.23%,19.47%,5.32%,8.38%
Total Revenues,27.01%,22.23%,19.47%,5.32%,8.38%
Property Expenses,25.39%,24.37%,31.12%,7.36%,15.81%
Selling General & Admin Exp.,8.25%,19.29%,3.49%,13.40%,4.64%
Depreciation & Amortization,40.78%,29.05%,25.02%,7.59%,9.20%
Total Operating Expenses,28.73%,25.73%,24.51%,8.16%,11.48%
Operating Income,17.35%,0.74%,(19.22%),(28.24%),(28.33%)
Total Interest Expense,(39.55%),(39.06%),-12.04%,-30.49%,-24.60%
Interest and Investment Income,,,,(84.62%),(84.62%)
Net Interest Expenses,(39.55%),(39.06%),-13.41%,-29.63%,-23.55%
"EBT, Excl. Unusual Items",(17.25%),(100.00%),,(128.57%),
Gain (Loss) on Sale of Assets,,,,,0.00%
Asset Writedown,"(1,060.00%)",,,"(1,500.00%)","(1,866.67%)"
Other Unusual Items,,-91.51%,"(2,216.13%)",-90.95%,-95.88%
"EBT, Incl. Unusual Items",,,"1,994.44%",0.27%,
Income Tax Expense,66.67%,(80.00%),,-2.70%,-14.89%
Earnings From Continuing Operations,,,"3,350.00%",0.00%,
Net Income to Company,,,"3,350.00%",0.00%,
Net Income,,,"3,350.00%",0.00%,
Pref. Dividends and Other Adj.,28.57%,22.22%,(36.36%),(28.57%),(28.57%)
NI to Common Incl Extra Items,,,"40,600.00%",0.49%,
NI to Common Excl. Extra Items,,,"40,600.00%",0.49%,
Revenue Per Share,11.82%,8.87%,6.36%,0.69%,3.88%
Basic EPS,,,,(3.15%),
Basic EPS - Continuing Ops,,,,(3.15%),
Basic Weighted Average Shares Outst.,13.54%,12.26%,12.32%,4.64%,4.33%
Diluted EPS,,,,(3.15%),
Diluted EPS - Continuing Ops,,,,(3.15%),
Diluted Weighted Average Shares Outst.,12.53%,12.94%,12.05%,4.53%,4.57%
Normalized Basic EPS,(27.17%),(100.00%),,(131.40%),
Normalized Diluted EPS,(27.17%),(100.00%),,(130.81%),
Dividend Per Share,10.53%,9.52%,4.35%,5.21%,3.57%
Payout Ratio,,,(96.63%),12.26%,
FFO,11.77%,45.14%,38.05%,9.22%,33.52%
FFO Payout Ratio %,14.06%,(14.36%),(15.84%),2.79%,(17.42%)
AFFO,11.77%,45.14%,38.05%,9.22%,
Funds Available for Distribution,11.77%,45.14%,38.05%,9.22%,
EBITDA,33.67%,21.51%,15.25%,2.04%,3.37%
EBITA,18.86%,5.21%,(7.10%),(19.42%),(20.27%)
EBIT,17.35%,0.74%,(19.22%),(28.24%),(28.33%)
EBITDAR,,,,1.98%,
Normalized Net Income,(17.25%),(100.00%),,(128.57%),
Interest Capitalized,60.38%,43.53%,34.84%,(31.31%),
Interest on Long-Term Debt,,,,(98.20%),
