Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,263.3,333.8,444.9,547.4,560.4,592.3
Total Revenues,263.3,333.8,444.9,547.4,560.4,592.3
Cost Of Revenues,92.5,116.6,152.4,175.4,203.8,212.4
Gross Profit,170.8,217.1,292.5,372.0,356.6,379.9
Selling General & Admin Expenses,148.3,184.2,226.4,272.8,287.1,292.4
R&D Expenses,23.9,31.7,36.2,51.7,87.5,92.7
Total Operating Expenses,172.2,215.9,262.6,324.5,374.6,385.1
Operating Income,(1.4),1.3,30.0,47.5,(18.0),(5.2)
Interest And Investment Income,2.3,2.7,3.0,2.9,1.3,1.4
Net Interest Expenses,2.3,2.7,3.0,2.9,1.3,1.4
Currency Exchange Gains (Loss),(0.7),(1.0),(0.9),(0.8),,
Other Non Operating Income (Expenses),(1.1),(0.3),0.4,0.6,(0.3),(0.2)
"EBT, Excl. Unusual Items",(0.9),1.2,29.3,50.1,(17.1),(3.9)
"EBT, Incl. Unusual Items",(0.9),1.0,(1.5),50.1,(38.0),(24.8)
Income Tax Expense,(15.7),(3.6),(4.4),3.1,(18.8),(15.6)
Earnings From Continuing Operations,14.8,4.7,2.9,47.0,(19.3),(9.2)
Net Income to Company,14.8,4.7,2.9,47.0,(19.3),(9.2)
Minority Interest,,,3.7,1.5,3.6,3.9
Net Income,14.8,4.7,6.6,48.5,(15.7),(5.3)
NI to Common Incl Extra Items,14.8,4.7,6.6,48.5,(15.7),(5.3)
NI to Common Excl. Extra Items,14.8,4.7,6.6,48.5,(15.7),(5.3)
Revenue Per Share,$8.64,$10.12,$13.03,$15.75,$15.67,$16.40
Basic EPS,$0.49,$0.14,$0.19,$1.39,($0.44),($0.15)
Basic EPS - Continuing Ops,$0.49,$0.14,$0.19,$1.39,($0.44),($0.15)
Basic Weighted Average Shares Outst.,30.5,33.0,34.1,34.8,35.8,36.1
Diluted EPS,$0.44,$0.13,$0.18,$1.34,($0.44),($0.15)
Diluted EPS - Continuing Ops,$0.44,$0.13,$0.18,$1.34,($0.44),($0.15)
Diluted Weighted Average Shares Outst.,33.5,35.3,36.1,36.3,35.8,36.1
Normalized Basic EPS,($0.02),$0.02,$0.65,$0.94,($0.20),$0.04
Normalized Diluted EPS,($0.02),$0.02,$0.61,$0.90,($0.20),$0.04
EBITDA,0.9,4.7,35.5,54.7,(6.2),7.2
EBITA,(1.4),1.7,31.1,48.5,(17.0),(4.1)
EBIT,(1.4),1.3,30.0,47.5,(18.0),(5.2)
EBITDAR,6.1,10.5,41.3,65.5,6.6,
Effective Tax Rate,NM,NM,NM,6.2%,NM,NM
Normalized Net Income,(0.5),0.7,22.0,32.8,(7.1),1.5
Interest on Long-Term Debt,,,,0.2,1.5,
R&D Expense From Footnotes,23.9,31.7,67.0,51.7,90.0,95.2
Foreign Sales,,114.6,154.2,192.2,160142.0,
