Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,26.75%,33.31%,23.03%,2.38%,6.47%
Total Revenues,26.75%,33.31%,23.03%,2.38%,6.47%
Cost Of Revenues,26.09%,30.68%,15.11%,16.19%,17.84%
Gross Profit,27.11%,34.72%,27.15%,(4.14%),1.02%
Selling General & Admin Expenses,24.21%,22.90%,20.49%,5.24%,2.20%
R&D Expenses,32.61%,14.23%,43.02%,69.27%,74.86%
Total Operating Expenses,25.37%,21.63%,23.59%,15.45%,13.55%
Operating Income,,"2,253.45%",58.33%,,
Interest And Investment Income,14.21%,11.72%,(3.71%),(55.61%),(40.17%)
Net Interest Expenses,14.21%,11.72%,(3.71%),(55.61%),(40.17%)
Currency Exchange Gains (Loss),(42.86%),-10.00%,-11.11%,,
Other Non Operating Income (Expenses),-70.05%,,44.70%,,-85.17%
"EBT, Excl. Unusual Items",,"2,440.43%",70.75%,,
Income Tax Expense,-76.98%,(21.93%),,,
Earnings From Continuing Operations,(68.56%),(37.51%),"1,515.26%",,
Net Income to Company,(68.56%),(37.51%),"1,515.26%",,
Minority Interest,,,(60.61%),144.50%,124.84%
Net Income,(68.56%),41.74%,634.10%,,
NI to Common Incl Extra Items,(68.56%),41.74%,634.10%,,
NI to Common Excl. Extra Items,(68.56%),41.74%,634.10%,,
Revenue Per Share,17.14%,28.79%,20.89%,(0.52%),2.83%
Basic EPS,(71.18%),38.11%,633.92%,,
Basic EPS - Continuing Ops,(71.18%),38.11%,633.92%,,
Basic Weighted Average Shares Outst.,8.25%,3.52%,1.79%,2.92%,3.54%
Diluted EPS,(70.45%),38.46%,644.44%,,
Diluted EPS - Continuing Ops,(70.45%),38.46%,644.44%,,
Diluted Weighted Average Shares Outst.,5.50%,2.17%,0.50%,(1.38%),(0.50%)
Normalized Basic EPS,,"3,126.56%",45.06%,,(94.29%)
Normalized Diluted EPS,,"2,952.33%",48.12%,,(94.06%)
EBITDA,391.55%,661.57%,54.23%,,(84.07%)
EBITA,,"1,736.76%",56.14%,,
EBIT,,"2,253.45%",58.33%,,
EBITDAR,70.08%,294.56%,58.88%,(89.95%),
Effective Tax Rate,,,,689.56%,"56,001.87%"
Normalized Net Income,,"2,951.74%",48.74%,,(94.09%)
Interest on Long-Term Debt,,,,715.59%,
R&D Expense From Footnotes,32.61%,111.62%,(22.80%),74.10%,79.58%
Foreign Sales,,34.58%,24.61%,"83,227.87%",
