Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,27.86%,8.00%,13.65%,8.57%,0.00%
Total Revenues,27.86%,8.00%,13.65%,8.57%,0.00%
Cost Of Revenues,17.14%,16.69%,18.03%,(2.33%),0.00%
Gross Profit,30.03%,6.42%,12.77%,10.85%,0.00%
Selling General & Admin Expenses,47.50%,6.62%,14.73%,5.55%,0.00%
R&D Expenses,20.92%,5.14%,12.46%,18.20%,0.00%
Total Operating Expenses,45.40%,6.52%,14.58%,6.36%,0.00%
Operating Income,0.24%,6.14%,7.66%,24.33%,0.00%
Interest Expense,(44.59%),(3.63%),(12.19%),(89.77%),0.00%
Net Interest Expenses,(44.59%),(3.63%),(12.19%),(89.77%),0.00%
Currency Exchange Gains (Loss),(728.57%),-60.34%,(73.91%),,0.00%
Other Non Operating Income (Expenses),(95.23%),,,"1,038.91%",0.00%
"EBT, Excl. Unusual Items",(12.48%),5.43%,9.09%,14.63%,0.00%
"EBT, Incl. Unusual Items",(5.43%),(13.26%),14.98%,9.84%,0.00%
Income Tax Expense,2.61%,(26.07%),,,0.00%
Earnings From Continuing Operations,(8.54%),(7.70%),70.03%,(31.14%),0.00%
Net Income to Company,(8.54%),(7.70%),70.03%,(31.14%),0.00%
Net Income,(8.54%),(7.70%),70.03%,(31.14%),0.00%
Preferred Dividend and Other Adjustments,(20.07%),5.19%,85.46%,(81.92%),0.00%
NI to Common Incl Extra Items,(8.37%),(7.87%),69.80%,(30.32%),0.00%
NI to Common Excl. Extra Items,(8.37%),(7.87%),69.80%,(30.32%),0.00%
Revenue Per Share,28.08%,7.19%,14.36%,11.69%,0.00%
Basic EPS,(8.18%),(8.50%),71.17%,(28.32%),0.00%
Basic EPS - Continuing Ops,(8.18%),(8.50%),71.17%,(28.32%),0.00%
Basic Weighted Average Shares Outst.,(0.17%),0.77%,(0.63%),(2.81%),0.00%
Diluted EPS,(9.58%),(8.48%),69.50%,(27.56%),0.00%
Diluted EPS - Continuing Ops,(9.58%),(8.48%),69.50%,(27.56%),0.00%
Diluted Weighted Average Shares Outst.,1.47%,0.53%,0.20%,(3.88%),0.00%
Normalized Basic EPS,(12.18%),4.53%,9.72%,18.12%,0.00%
Normalized Diluted EPS,(13.81%),5.06%,8.81%,19.11%,0.00%
Dividend Per Share,11.76%,10.53%,(46.43%),,
Payout Ratio,22.01%,21.78%,(68.72%),,
EBITDA,10.97%,9.84%,14.44%,12.74%,0.00%
EBITA,10.01%,8.52%,13.41%,11.48%,0.00%
EBIT,0.24%,6.14%,7.66%,24.33%,0.00%
EBITDAR,11.89%,10.35%,14.71%,15.77%,
Effective Tax Rate,8.51%,(14.78%),,,0.00%
Normalized Net Income,(12.48%),5.43%,9.09%,14.63%,0.00%
Interest on Long-Term Debt,38.64%,7.26%,10.55%,90.60%,
R&D Expense From Footnotes,20.92%,5.14%,12.46%,18.20%,0.00%
Foreign Sales,7.52%,(1.32%),(4.06%),0.94%,
