Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2009.0,2116.7,2457.9,2463.7,2372.2,2395.9
Total Revenues,2009.0,2116.7,2457.9,2463.7,2372.2,2395.9
Cost Of Revenues,1491.0,1570.3,1825.8,1802.1,1662.5,1683.1
Gross Profit,518.0,546.4,632.1,661.6,709.7,712.8
Selling General & Admin Expenses,83.9,79.9,98.1,85.0,104.9,90.9
Depreciation & Amortization,205.6,217.6,230.2,249.5,253.7,248.8
Other Operating Expense/(Income),114.8,111.9,104.5,119.3,120.4,119.1
Total Operating Expenses,404.3,409.4,432.8,453.8,479.0,458.8
Operating Income,113.7,137.0,199.3,207.8,230.7,254.1
Interest Expense,(2.6),(2.2),(2.7),(6.9),(4.2),(3.5)
Interest And Investment Income,4.2,3.3,2.7,3.3,1.6,1.3
Net Interest Expenses,1.6,1.1,0.0,(3.5),(2.6),(2.2)
Other Non Operating Income (Expenses),(0.2),(0.3),(0.4),(0.0),(0.2),(0.2)
"EBT, Excl. Unusual Items",115.1,137.8,199.0,204.2,227.9,251.8
"EBT, Incl. Unusual Items",127.5,144.6,223.9,221.9,224.7,256.5
Income Tax Expense,48.3,(58.3),55.7,55.0,55.6,64.0
Earnings From Continuing Operations,79.1,202.9,168.1,166.9,169.1,192.5
Net Income to Company,79.1,202.9,168.1,166.9,169.1,192.5
Net Income,79.1,202.9,168.1,166.9,169.1,192.5
NI to Common Incl Extra Items,79.1,202.9,168.1,166.9,169.1,192.5
NI to Common Excl. Extra Items,79.1,202.9,168.1,166.9,169.1,192.5
Revenue Per Share,$27.88,$29.29,$34.28,$35.41,$34.37,$34.89
Basic EPS,$1.10,$2.81,$2.35,$2.40,$2.45,$2.80
Basic EPS - Continuing Ops,$1.10,$2.81,$2.35,$2.40,$2.45,$2.80
Basic Weighted Average Shares Outst.,72.1,72.3,71.7,69.6,69.0,68.7
Diluted EPS,$1.09,$2.80,$2.33,$2.38,$2.44,$2.79
Diluted EPS - Continuing Ops,$1.09,$2.80,$2.33,$2.38,$2.44,$2.79
Diluted Weighted Average Shares Outst.,72.4,72.6,72.1,70.0,69.4,69.1
Normalized Basic EPS,$1.00,$1.19,$1.73,$1.84,$2.06,$2.29
Normalized Diluted EPS,$0.99,$1.19,$1.73,$1.82,$2.05,$2.28
Dividend Per Share,$0.24,$0.27,$0.34,$0.36,$0.36,$0.37
Payout Ratio,21.85%,9.26%,13.69%,15.02%,14.72%,
EBITDA,319.4,354.7,429.5,457.3,484.4,502.3
EBITA,113.7,137.0,199.3,207.8,230.7,254.1
EBIT,113.7,137.0,199.3,207.8,230.7,254.1
EBITDAR,831.7,864.2,1018.5,465.8,491.2,
Effective Tax Rate,37.9%,NM,24.9%,24.8%,24.8%,25.0%
Normalized Net Income,72.0,86.1,124.4,127.7,142.5,157.3
Foreign Sales,248.8,279.2,312.8,272.1,228.1,
