Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3089.8,2397.4,2509.1,3005.1,1999.4,1783.0
Total Revenues,3089.8,2397.4,2509.1,3005.1,1999.4,1783.0
Cost Of Revenues,2312.0,1775.2,1938.8,2365.7,1508.4,1322.4
Gross Profit,777.8,622.2,570.3,639.4,491.0,460.6
Selling General & Admin Expenses,312.6,336.6,292.9,264.1,229.5,219.5
Total Operating Expenses,312.6,336.6,292.9,264.1,229.5,219.5
Operating Income,465.2,285.6,277.4,375.3,261.5,241.1
Interest Expense,(181.9),(184.0),(179.3),(221.8),(219.2),(209.3)
Interest And Investment Income,5.3,10.4,11.9,7.3,3.2,0.9
Net Interest Expenses,(176.6),(173.6),(167.4),(214.5),(216.0),(208.4)
Currency Exchange Gains (Loss),2.3,,,,,
Other Non Operating Income (Expenses),1.6,(2.0),0.2,0.2,(1.4),(3.5)
"EBT, Excl. Unusual Items",292.5,110.0,110.2,161.0,44.1,29.2
"EBT, Incl. Unusual Items",310.0,195.4,151.6,200.7,(494.5),(501.7)
Income Tax Expense,106.8,(414.8),42.6,61.5,(268.4),(114.8)
Earnings From Continuing Operations,203.2,610.2,109.0,139.2,(226.1),(386.9)
Earnings Of Discontinued Operations,161.5,103.4,54.1,(3.1),(0.1),(0.3)
Net Income to Company,364.7,713.6,163.1,136.1,(226.2),(387.2)
Minority Interest,(21.1),(11.1),(3.8),1.5,78.9,81.5
Net Income,343.6,702.5,159.3,137.6,(147.3),(305.7)
Preferred Dividend and Other Adjustments,9.4,15.4,2.8,1.8,,(1.9)
NI to Common Incl Extra Items,334.2,687.1,156.5,135.8,(147.3),(303.8)
NI to Common Excl. Extra Items,172.7,583.7,102.4,138.9,(147.2),(303.5)
Revenue Per Share,$20.82,$16.13,$17.42,$23.93,$17.25,$15.65
Basic EPS,$2.25,$4.62,$1.09,$1.08,($1.27),($2.67)
Basic EPS - Continuing Ops,$1.16,$3.93,$0.71,$1.11,($1.27),($2.66)
Basic Weighted Average Shares Outst.,148.4,148.6,144.0,125.6,115.9,114.0
Diluted EPS,$2.25,$4.52,$1.07,$1.07,($1.27),($2.67)
Diluted EPS - Continuing Ops,$1.16,$3.84,$0.70,$1.09,($1.27),($2.66)
Diluted Weighted Average Shares Outst.,148.6,152.0,146.4,127.3,115.9,114.0
Normalized Basic EPS,$1.09,$0.39,$0.45,$0.81,$0.92,$0.88
Normalized Diluted EPS,$1.09,$0.38,$0.44,$0.80,$0.92,$0.88
Dividend Per Share,$0.44,$0.50,$0.52,$0.70,$0.78,$0.80
Payout Ratio,19.41%,10.33%,48.59%,59.67%,NM,NM
EBITDA,682.5,515.3,529.3,658.9,527.5,506.8
EBITA,465.2,285.6,277.4,375.3,261.5,241.1
EBIT,465.2,285.6,277.4,375.3,261.5,241.1
EBITDAR,,,,681.0,545.4,
Effective Tax Rate,34.5%,NM,28.1%,30.6%,NM,NM
Normalized Net Income,161.7,57.7,65.1,102.1,106.5,99.8
Interest on Long-Term Debt,34.5,,,,,
