Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5400.0,6183.0,6638.0,5526.0,4969.0,5100.0
Total Revenues,5400.0,6183.0,6638.0,5526.0,4969.0,5100.0
Cost Of Revenues,4297.0,4438.0,4667.0,4463.0,3902.0,4034.0
Gross Profit,1103.0,1745.0,1971.0,1063.0,1067.0,1066.0
Selling General & Admin Expenses,591.0,592.0,630.0,536.0,497.0,510.0
R&D Expenses,81.0,81.0,82.0,80.0,93.0,93.0
Other Operating Expense/(Income),,,,,1.0,1.0
Total Operating Expenses,672.0,673.0,712.0,616.0,591.0,604.0
Operating Income,431.0,1072.0,1259.0,447.0,476.0,462.0
Interest Expense,(219.0),(214.0),(195.0),(208.0),(210.0),(205.0)
Net Interest Expenses,(219.0),(214.0),(195.0),(208.0),(210.0),(205.0)
Currency Exchange Gains (Loss),(57.0),3.0,1.0,(2.0),(26.0),(10.0)
Other Non Operating Income (Expenses),50.0,54.0,89.0,67.0,38.0,37.0
"EBT, Excl. Unusual Items",234.0,948.0,1197.0,333.0,301.0,309.0
"EBT, Incl. Unusual Items",(11.0),912.0,1155.0,(124.0),179.0,203.0
Income Tax Expense,(18.0),165.0,159.0,(72.0),(40.0),(12.0)
Earnings From Continuing Operations,7.0,747.0,996.0,(52.0),219.0,215.0
Net Income to Company,7.0,747.0,996.0,(52.0),219.0,215.0
Minority Interest,,(1.0),(1.0),,,
Net Income,7.0,746.0,995.0,(52.0),219.0,215.0
NI to Common Incl Extra Items,7.0,746.0,995.0,(52.0),219.0,215.0
NI to Common Excl. Extra Items,7.0,746.0,995.0,(52.0),219.0,215.0
Revenue Per Share,$29.73,$33.45,$37.51,$33.53,$30.17,$30.90
Basic EPS,$0.04,$4.04,$5.62,($0.32),$1.33,$1.30
Basic EPS - Continuing Ops,$0.04,$4.04,$5.62,($0.32),$1.33,$1.30
Basic Weighted Average Shares Outst.,181.6,184.8,177.0,164.8,164.7,165.0
Diluted EPS,$0.04,$3.91,$5.45,($0.32),$1.32,$1.29
Diluted EPS - Continuing Ops,$0.04,$3.91,$5.45,($0.32),$1.32,$1.29
Diluted Weighted Average Shares Outst.,183.4,191.0,182.6,164.8,166.3,167.3
Normalized Basic EPS,$0.81,$3.20,$4.22,$1.26,$1.14,$1.17
Normalized Diluted EPS,$0.80,$3.10,$4.09,$1.26,$1.13,$1.15
Dividend Per Share,$0.12,$0.12,$0.84,$1.00,$1.00,$1.00
Payout Ratio,314.29%,2.95%,14.87%,NM,74.89%,76.28%
EBITDA,715.0,1345.0,1543.0,715.0,796.0,786.0
EBITA,434.0,1076.0,1265.0,454.0,483.0,469.0
EBIT,431.0,1072.0,1259.0,447.0,476.0,462.0
EBITDAR,783.0,,,835.0,909.0,
Effective Tax Rate,NM,18.1%,13.8%,NM,NM,NM
Normalized Net Income,146.3,591.5,747.1,208.1,188.1,193.1
Interest Capitalized,18.0,9.0,17.0,10.0,4.0,
Interest on Long-Term Debt,,,,12.0,8.0,
R&D Expense From Footnotes,81.0,81.0,82.0,80.0,93.0,93.0
Foreign Sales,3112.0,6183.0,6638.0,5526.0,4969.0,
