Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,19.42%,21.26%,14.03%,(8.13%),(7.36%)
Total Interest Income,17.95%,18.65%,17.89%,(6.30%),(6.95%)
Interest On Deposits,102.69%,153.34%,67.42%,(62.25%),(75.85%)
Total Interest On Borrowings,121.50%,35.89%,28.49%,(49.61%),(54.43%)
Total Interest Expense,109.32%,109.51%,57.99%,(59.76%),(71.62%)
Net Interest Income,12.84%,9.22%,9.90%,8.99%,10.34%
Service Charges On Deposits,1.17%,(3.87%),(1.83%),1.37%,(6.67%)
Trust Income,6.21%,(2.54%),2.76%,10.02%,11.28%
Income From Trading Activities,8.22%,(32.78%),50.58%,40.39%,106.95%
Gain (Loss) on Sale of Assets,,(97.37%),(86.26%),113.10%,113.10%
Gain (Loss) on Sale of Invest. & Securities,(50.73%),(16.01%),(36.24%),"5,273.45%","2,181.64%"
Total Other Non Interest Income,(76.16%),332.83%,14.26%,(9.76%),6.88%
Total Non Interest Income,5.23%,(5.16%),6.24%,31.26%,36.58%
Revenue Before Loan Losses,9.43%,3.02%,8.45%,17.65%,20.32%
Provision For Loan Losses,26.15%,72.56%,(53.57%),297.26%,(67.74%)
Total Revenues,8.80%,(0.01%),13.11%,9.02%,29.97%
Salaries And Other Employee Benefits,5.87%,1.87%,9.45%,7.56%,12.01%
Amort. of Goodwill & Intang. Assets,(15.74%),(21.32%),(4.48%),18.36%,4.23%
Occupancy Expense,0.02%,2.62%,16.53%,(2.24%),(4.11%)
Total Selling General & Admin Expenses,8.08%,6.78%,7.57%,(3.01%),(4.67%)
Total Other Non Interest Expense,1.98%,(10.68%),5.62%,38.86%,38.91%
Total Non Interest Expense,5.76%,1.80%,8.51%,5.54%,7.40%
"EBT, Excl. Unusual Items",19.01%,(5.40%),27.89%,18.51%,112.10%
"EBT, Incl. Unusual Items",19.01%,(5.40%),27.89%,18.51%,112.10%
Income Tax Expense,18.72%,(48.78%),54.99%,23.66%,126.07%
Earnings From Continuing Operations,19.10%,7.26%,24.12%,17.61%,109.73%
Earnings Of Discontinued Operations,"1,141.13%",,,,
Net Income to Company,55.61%,(20.88%),24.60%,17.61%,109.73%
Net Income,55.61%,(20.88%),24.60%,17.61%,109.73%
Net Income to Common Incl Extra Items,55.61%,(20.88%),24.60%,17.61%,109.73%
Net Income to Common Excl. Extra Items,19.10%,7.26%,24.12%,17.61%,109.73%
Revenue Per Share,7.94%,(0.25%),14.41%,10.47%,32.09%
Basic EPS,54.46%,(21.06%),26.11%,19.27%,113.16%
Basic EPS - Continuing Ops,18.01%,6.94%,25.48%,19.27%,113.16%
Basic Weighted Average Shares Outst.,0.81%,0.23%,(1.13%),(1.32%),(1.61%)
Diluted EPS,53.94%,(20.87%),26.53%,19.56%,113.10%
Diluted EPS - Continuing Ops,17.63%,7.36%,25.89%,19.56%,113.10%
Diluted Weighted Average Shares Outst.,1.14%,(0.14%),(1.37%),(1.52%),(1.45%)
Normalized Basic EPS,18.15%,(5.58%),29.47%,20.22%,115.57%
Normalized Diluted EPS,17.61%,(5.14%),29.57%,20.36%,115.23%
Dividend Per Share,5.05%,12.50%,3.42%,3.31%,3.28%
Payout Ratio,(32.02%),42.01%,(18.15%),(13.77%),(51.70%)
Effective Tax Rate,(0.26%),(45.86%),21.23%,4.38%,6.58%
Normalized Net Income,19.01%,(5.40%),27.89%,18.51%,112.10%
