Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,161.0,166.8,200.3,224.6,263.3,265.8
Total Interest Income,232.3,246.0,291.7,319.2,364.1,366.6
Interest On Deposits,4.5,8.2,16.9,27.1,13.1,7.7
Total Interest On Borrowings,0.9,1.1,2.0,3.0,1.1,1.1
Total Interest Expense,5.5,9.3,18.9,30.1,14.2,8.8
Net Interest Income,226.8,236.7,272.8,289.1,349.9,357.8
Service Charges On Deposits,18.4,19.4,21.7,22.0,20.6,19.5
Trust Income,19.6,23.7,28.2,28.4,29.5,30.4
Total Mortgage Banking Activities,16.1,15.1,,,,
Gain (Loss) on Sale of Assets,0.2,(0.4),(0.1),0.3,0.1,0.1
Gain (Loss) on Sale of Invest. & Securities,1.3,1.8,1.4,0.7,3.6,2.4
Total Other Non Interest Income,29.1,31.4,35.4,38.5,42.1,43.6
Total Non Interest Income,85.1,91.0,101.8,108.4,139.9,146.1
Revenue Before Loan Losses,312.0,327.7,374.5,397.5,489.8,503.9
Provision For Loan Losses,10.2,6.5,5.7,3.0,19.5,7.7
Total Revenues,301.8,321.2,368.9,394.6,470.3,496.2
Salaries And Other Employee Benefits,84.4,87.5,97.1,103.6,125.2,130.5
Amort. of Goodwill & Intang. Assets,0.7,7.6,7.3,8.3,10.9,11.4
Occupancy Expense,10.4,10.5,11.2,11.2,12.4,12.5
Total Selling General & Admin Expenses,30.3,29.3,30.4,28.6,27.8,27.5
Total Other Non Interest Expense,37.1,36.9,40.8,41.1,49.9,46.0
Total Non Interest Expense,165.6,174.0,189.1,193.8,227.9,230.3
"EBT, Excl. Unusual Items",136.2,147.2,179.7,200.7,242.4,265.9
Other Unusual Items,(0.3),,(1.5),(2.7),,
"EBT, Incl. Unusual Items",135.9,147.2,178.2,198.0,242.4,265.9
Income Tax Expense,31.2,26.8,27.5,33.2,40.3,44.2
Earnings From Continuing Operations,104.8,120.4,150.6,164.8,202.0,221.7
Net Income to Company,104.8,120.4,150.6,164.8,202.0,221.7
Net Income,104.8,120.4,150.6,164.8,202.0,221.7
Net Income to Common Incl Extra Items,104.8,120.4,150.6,164.8,202.0,221.7
Net Income to Common Excl. Extra Items,104.8,120.4,150.6,164.8,202.0,221.7
Revenue Per Share,$2.29,$2.43,$2.73,$2.91,$3.31,$3.49
Basic EPS,$0.79,$0.91,$1.11,$1.22,$1.42,$1.56
Basic EPS - Continuing Ops,$0.79,$0.91,$1.11,$1.22,$1.42,$1.56
Basic Weighted Average Shares Outst.,132.0,132.3,135.2,135.6,142.0,142.0
Diluted EPS,$0.79,$0.91,$1.11,$1.21,$1.42,$1.56
Diluted EPS - Continuing Ops,$0.79,$0.91,$1.11,$1.21,$1.42,$1.56
Diluted Weighted Average Shares Outst.,132.2,132.6,136.0,136.3,142.5,142.6
Normalized Basic EPS,$0.64,$0.70,$0.83,$0.92,$1.07,$1.17
Normalized Diluted EPS,$0.64,$0.69,$0.83,$0.92,$1.06,$1.17
Dividend Per Share,$0.35,$0.38,$0.41,$0.47,$0.51,$0.52
Payout Ratio,42.86%,40.67%,35.76%,37.05%,34.81%,
Effective Tax Rate,22.9%,18.2%,15.5%,16.8%,16.6%,16.6%
Normalized Net Income,85.1,92.0,112.3,125.4,151.5,166.2
