Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2460.5,2548.8,2880.0,3119.9,3298.9,3298.9
Total Revenues,2460.5,2548.8,2880.0,3119.9,3298.9,3298.9
Operations And Maintenance,382.0,392.8,406.4,424.2,408.1,408.1
Depreciation & Amortization,289.1,251.0,249.2,303.2,332.0,332.0
Other Operating Expenses,1493.7,1578.8,1881.1,2035.8,2159.8,2159.8
Total Operating Expenses,2164.8,2222.5,2536.7,2763.2,2900.0,2900.0
Operating Income,295.7,326.3,343.3,356.8,398.9,398.9
"Interest Expense, Total",(73.7),(78.1),(96.7),(109.2),(111.5),(111.5)
Interest and Investment Income,1.8,2.8,6.1,6.4,4.0,4.0
Net Interest Expenses,(71.8),(75.3),(90.6),(102.9),(107.5),(107.5)
Allow. For Equity Funds Used For Const.,,,3.6,4.2,4.7,4.7
Other Non-Operating Inc. (Exp.),7.6,10.3,(6.4),13.6,4.4,4.4
"EBT, Excl. Unusual Items",231.5,261.6,250.2,272.7,300.6,300.6
Other Unusual Items,,,,,4.1,4.1
"EBT, Incl. Unusual Items",231.5,259.0,243.3,272.7,304.7,304.7
Income Tax Expense,78.5,65.1,61.7,56.0,65.8,65.8
Earnings From Continuing Operations,153.1,193.9,181.7,216.6,239.0,239.0
Net Income to Company,153.1,193.9,181.7,216.6,239.0,239.0
Minority Interest,(1.0),(0.1),0.6,(2.7),(6.7),(6.7)
Net Income,152.0,193.8,182.3,213.9,232.3,232.3
NI to Common Incl Extra Items,152.0,193.8,182.3,213.9,232.3,232.3
NI to Common Excl. Extra Items,152.0,193.8,182.3,213.9,232.3,232.3
Revenue Per Share,$51.83,$53.14,$58.28,$57.52,$58.91,$58.91
Basic EPS,$3.20,$4.04,$3.69,$3.94,$4.15,$4.15
Basic EPS - Continuing Ops,$3.20,$4.04,$3.69,$3.94,$4.15,$4.15
Basic Weighted Average Shares Outst.,47.5,48.0,49.4,54.2,56.0,56.0
Diluted EPS,$3.18,$4.04,$3.68,$3.94,$4.14,$4.14
Diluted EPS - Continuing Ops,$3.18,$4.04,$3.68,$3.94,$4.14,$4.14
Diluted Weighted Average Shares Outst.,47.8,48.0,49.5,54.3,56.1,56.1
Normalized Basic EPS,$3.03,$3.41,$3.18,$3.09,$3.24,$3.24
Normalized Diluted EPS,$3.01,$3.41,$3.17,$3.09,$3.23,$3.23
Dividend Per Share,$1.76,$1.94,$2.06,$2.16,$2.26,$2.26
Payout Ratio,54.80%,47.53%,54.99%,54.28%,54.02%,54.02%
EBITDA,584.8,577.3,592.5,660.0,730.9,730.9
EBITA,313.7,344.7,364.5,380.7,423.4,423.4
EBIT,295.7,326.3,343.3,356.8,398.9,398.9
EBITDAR,643.2,644.5,,690.0,766.3,766.3
Effective Tax Rate,33.9%,25.1%,25.3%,20.5%,21.6%,21.6%
Normalized Net Income,143.7,163.4,157.0,167.7,181.2,181.2
Interest Capitalized,1.2,1.7,3.3,4.6,3.2,3.2
Interest on Long-Term Debt,,,,0.0,0.0,0.0
Foreign Sales,203.9,203.7,215.3,226.7,241.8,241.8
