Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(62.76%),(25.41%),(12.24%),(30.82%),(32.13%)
Other Revenues,14.62%,12.54%,0.72%,(16.86%),(23.70%)
Total Revenues,(23.30%),3.51%,(1.51%),(18.99%),(24.95%)
Cost Of Revenues,(27.56%),1.07%,7.01%,(11.78%),(31.13%)
Gross Profit,(8.78%),10.11%,(22.66%),(43.79%),2.44%
Selling General & Admin Expenses,11.24%,2.01%,(30.65%),(6.21%),0.41%
Depreciation & Amortization,17.92%,3.35%,(6.16%),(35.14%),(44.15%)
Total Operating Expenses,(55.89%),2.49%,(21.76%),(18.80%),(20.10%)
Operating Income,16.40%,11.65%,(22.82%),(48.50%),7.25%
Interest Expense,-20.39%,-9.96%,-16.88%,-16.54%,-8.96%
Net Interest Expenses,-20.39%,-9.96%,-16.88%,-16.54%,-8.96%
"EBT, Excl. Unusual Items",26.00%,15.21%,(23.59%),(52.97%),9.92%
"EBT, Incl. Unusual Items",26.94%,14.35%,(39.23%),(46.57%),38.62%
Income Tax Expense,(8.17%),(8.11%),(38.48%),(39.99%),67.96%
Earnings From Continuing Operations,48.61%,22.92%,(39.44%),(48.48%),29.88%
Earnings Of Discontinued Operations,,(9.74%),,-72.40%,-69.38%
Net Income to Company,52.38%,22.11%,(71.13%),(23.13%),195.72%
Net Income,52.91%,22.11%,(71.13%),(23.13%),195.72%
NI to Common Incl Extra Items,82.44%,22.11%,(72.13%),(20.38%),214.74%
NI to Common Excl. Extra Items,77.93%,22.92%,(40.45%),(47.60%),32.88%
Revenue Per Share,(19.31%),5.01%,8.14%,(15.26%),(24.45%)
Basic EPS,91.87%,23.89%,(69.40%),(16.75%),216.85%
Basic EPS - Continuing Ops,87.12%,24.71%,(34.61%),(45.19%),33.78%
Basic Weighted Average Shares Outst.,(4.95%),(1.44%),(8.93%),(4.40%),(0.67%)
Diluted EPS,92.08%,24.04%,(68.77%),(18.27%),215.97%
Diluted EPS - Continuing Ops,87.33%,24.87%,(34.48%),(45.24%),33.42%
Diluted Weighted Average Shares Outst.,(5.09%),(1.43%),(7.62%),(5.89%),(2.22%)
Normalized Basic EPS,32.96%,16.92%,(16.09%),(50.83%),10.66%
Normalized Diluted EPS,33.23%,16.89%,(17.27%),(50.03%),12.42%
Dividend Per Share,300.00%,9.62%,10.53%,(50.00%),(66.67%)
Payout Ratio,151.62%,(11.20%),252.52%,(38.12%),(69.23%)
EBITDA,(5.41%),10.28%,(21.65%),(41.98%),7.75%
EBITA,(1.63%),10.56%,(22.21%),(45.62%),4.51%
EBIT,16.40%,11.65%,(22.82%),(48.50%),7.25%
EBITDAR,(7.82%),8.44%,(20.80%),(40.51%),
Effective Tax Rate,(27.66%),(19.63%),1.23%,12.35%,21.17%
Normalized Net Income,26.43%,15.21%,(23.59%),(52.97%),9.92%
Interest on Long-Term Debt,24.68%,40.61%,6.90%,(29.52%),
Foreign Sales,(8.92%),(18.48%),(5.00%),(24.10%),
