Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1.96%,3.85%,0.80%,(80.19%),0.00%
Other Revenues,13.08%,76.69%,13.60%,(68.82%),0.00%
Total Revenues,2.49%,7.69%,1.90%,(79.10%),0.00%
Cost Of Revenues,1.01%,9.47%,2.89%,(72.45%),0.00%
Gross Profit,4.01%,5.94%,0.90%,(86.02%),0.00%
Selling General & Admin Expenses,5.77%,4.35%,7.61%,(40.80%),0.00%
Depreciation & Amortization,13.60%,9.96%,(0.00%),(0.53%),0.00%
Total Operating Expenses,7.41%,5.59%,5.86%,(32.04%),0.00%
Operating Income,(3.60%),6.80%,(11.32%),,0.00%
Interest Expense,-2.21%,(22.47%),-0.89%,(19.37%),0.00%
Interest And Investment Income,(2.30%),69.85%,18.61%,(61.59%),0.00%
Net Interest Expenses,-2.21%,(19.50%),-2.63%,(28.16%),0.00%
Currency Exchange Gains (Loss),(86.17%),,-70.89%,(43.34%),0.00%
"EBT, Excl. Unusual Items",(3.42%),(0.13%),(10.57%),,0.00%
"EBT, Incl. Unusual Items",(4.23%),(10.03%),(11.90%),,0.00%
Income Tax Expense,(23.56%),20.25%,(16.26%),,0.00%
Earnings From Continuing Operations,3.58%,(19.06%),(9.97%),,0.00%
Net Income to Company,3.58%,(19.06%),(9.97%),,0.00%
Minority Interest,(5.93%),-19.63%,(66.58%),,0.00%
Net Income,3.56%,(19.06%),(10.49%),,0.00%
Preferred Dividend and Other Adjustments,13.73%,(13.48%),0.51%,,0.00%
NI to Common Incl Extra Items,3.52%,(19.09%),(10.56%),,0.00%
NI to Common Excl. Extra Items,3.52%,(19.09%),(10.56%),,0.00%
Revenue Per Share,2.26%,7.43%,1.69%,(79.16%),0.00%
Basic EPS,3.20%,(19.28%),(10.63%),,0.00%
Basic EPS - Continuing Ops,3.20%,(19.28%),(10.63%),,0.00%
Basic Weighted Average Shares Outst.,0.22%,0.25%,0.22%,0.31%,0.00%
Diluted EPS,3.20%,(19.03%),(10.93%),,0.00%
Diluted EPS - Continuing Ops,3.20%,(19.03%),(10.93%),,0.00%
Diluted Weighted Average Shares Outst.,0.24%,0.24%,0.23%,0.05%,0.00%
Normalized Basic EPS,(3.92%),(0.41%),(11.18%),,0.00%
Normalized Diluted EPS,(3.71%),(0.18%),(11.41%),,0.00%
Dividend Per Share,8.18%,9.24%,6.15%,,
Payout Ratio,3.95%,36.73%,19.05%,,0.00%
EBITDA,1.89%,7.92%,(7.22%),,0.00%
EBITA,(3.60%),6.80%,(10.24%),,0.00%
EBIT,(3.60%),6.80%,(11.32%),,0.00%
EBITDAR,2.02%,4.82%,(1.99%),,
Effective Tax Rate,(20.19%),33.64%,(4.95%),14.29%,0.00%
Normalized Net Income,(3.49%),0.02%,(11.05%),,0.00%
Interest on Long-Term Debt,(4.30%),3.85%,(9.14%),29.95%,
Foreign Sales,9.67%,(11.26%),2.84%,(81.57%),
