Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1643.7,1711.2,1491.9,1439.5,1602.2,1689.3
Other Revenues,69.9,72.2,171.0,179.8,211.0,225.8
Total Revenues,1713.6,1783.4,1662.9,1619.2,1813.2,1915.1
Cost Of Revenues,1293.9,1366.8,1220.5,1153.1,1268.7,1326.4
Gross Profit,419.7,416.6,442.3,466.1,544.5,588.7
Selling General & Admin Expenses,158.1,150.9,193.5,209.6,198.3,200.6
Depreciation & Amortization,41.0,43.7,46.4,47.3,49.7,50.3
Other Operating Expense/(Income),66.3,69.3,170.6,175.6,200.3,210.2
Total Operating Expenses,265.4,263.9,410.5,432.5,448.3,461.1
Operating Income,154.3,152.7,31.8,33.7,96.2,127.6
Interest Expense,(7.4),(11.3),(25.7),(20.6),(17.0),(16.7)
Interest And Investment Income,0.8,0.6,0.8,1.1,2.1,2.1
Net Interest Expenses,(6.6),(10.7),(24.9),(19.5),(14.9),(14.6)
"EBT, Excl. Unusual Items",147.7,142.0,7.0,14.2,81.3,113.1
"EBT, Incl. Unusual Items",158.8,140.3,6.7,5.0,75.4,107.1
Income Tax Expense,49.7,33.8,2.6,(0.6),14.7,20.2
Earnings From Continuing Operations,109.1,106.5,4.1,5.7,60.6,86.9
Net Income to Company,109.1,106.5,4.1,5.7,60.6,86.9
Minority Interest,(6.3),(4.2),(1.6),(0.8),(2.7),(3.5)
Net Income,102.8,102.3,2.5,4.9,57.9,83.4
Preferred Dividend and Other Adjustments,(0.1),(1.0),,12.5,16.2,19.5
NI to Common Incl Extra Items,103.0,103.3,2.5,(7.6),41.7,63.9
NI to Common Excl. Extra Items,103.0,103.3,2.5,(7.6),41.7,63.9
Revenue Per Share,$46.00,$49.42,$51.83,$51.19,$55.93,$58.77
Basic EPS,$2.76,$2.86,$0.08,($0.24),$1.29,$1.96
Basic EPS - Continuing Ops,$2.76,$2.86,$0.08,($0.24),$1.29,$1.96
Basic Weighted Average Shares Outst.,37.3,36.1,32.1,31.6,32.4,32.6
Diluted EPS,$2.74,$2.83,$0.08,($0.24),$1.28,$1.95
Diluted EPS - Continuing Ops,$2.74,$2.83,$0.08,($0.24),$1.28,$1.95
Diluted Weighted Average Shares Outst.,37.6,36.5,32.3,31.6,32.7,32.9
Normalized Basic EPS,$2.31,$2.34,$0.09,$0.25,$1.49,$2.06
Normalized Diluted EPS,$2.29,$2.31,$0.09,$0.25,$1.47,$2.04
Dividend Per Share,$0.75,$0.85,$0.90,$0.90,$0.90,$0.90
Payout Ratio,27.13%,30.03%,"1,171.58%",792.68%,74.24%,53.80%
EBITDA,195.3,196.4,78.2,80.9,145.9,177.9
EBITA,154.3,152.7,31.8,33.7,96.2,127.6
EBIT,154.3,152.7,31.8,33.7,96.2,127.6
EBITDAR,232.8,,,124.8,186.0,
Effective Tax Rate,31.3%,24.1%,39.2%,NM,19.6%,18.8%
Normalized Net Income,86.0,84.5,2.8,8.1,48.2,67.1
Interest on Long-Term Debt,,,,0.3,0.6,
Foreign Sales,113.1,,,,,
