Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1088.4,1779.8,1780.9,1864.4,1631.3,1572.7
Total Revenues,1088.4,1779.8,1780.9,1864.4,1631.3,1572.7
Cost Of Revenues,483.6,832.3,814.1,846.1,720.1,687.3
Gross Profit,604.8,947.5,966.8,1018.3,911.1,885.4
Selling General & Admin Expenses,423.6,674.7,683.4,717.9,673.1,655.0
Depreciation & Amortization,31.9,55.2,43.0,41.9,42.1,42.0
Total Operating Expenses,455.5,729.9,726.3,759.8,715.2,697.1
Operating Income,149.3,217.6,240.4,258.6,195.9,188.4
Interest Expense,(20.3),(24.0),(29.2),(34.0),(29.3),(28.2)
Interest And Investment Income,0.8,1.6,2.4,1.1,1.5,1.5
Net Interest Expenses,(19.6),(22.4),(26.7),(33.0),(27.8),(26.6)
Currency Exchange Gains (Loss),(1.0),0.3,(0.8),0.8,(0.9),1.5
"EBT, Excl. Unusual Items",128.8,195.5,213.0,226.4,167.3,163.3
"EBT, Incl. Unusual Items",93.4,172.3,205.3,224.6,143.7,144.3
Income Tax Expense,33.3,28.4,52.1,60.0,37.1,36.9
Earnings From Continuing Operations,60.1,143.9,153.2,164.6,106.6,107.4
Net Income to Company,60.1,143.9,153.2,164.6,106.6,107.4
Net Income,60.1,143.9,153.2,164.6,106.6,107.4
NI to Common Incl Extra Items,60.1,143.9,153.2,164.6,106.6,107.4
NI to Common Excl. Extra Items,60.1,143.9,153.2,164.6,106.6,107.4
Revenue Per Share,$31.10,$37.19,$39.77,$43.34,$39.31,$38.10
Basic EPS,$1.72,$3.01,$3.42,$3.83,$2.57,$2.60
Basic EPS - Continuing Ops,$1.72,$3.01,$3.42,$3.83,$2.57,$2.60
Basic Weighted Average Shares Outst.,35.0,47.9,44.8,43.0,41.5,41.3
Diluted EPS,$1.72,$3.00,$3.41,$3.81,$2.56,$2.60
Diluted EPS - Continuing Ops,$1.72,$3.00,$3.41,$3.81,$2.56,$2.60
Diluted Weighted Average Shares Outst.,35.0,47.9,44.9,43.2,41.6,41.4
Normalized Basic EPS,$2.30,$2.55,$2.97,$3.29,$2.52,$2.47
Normalized Diluted EPS,$2.30,$2.55,$2.97,$3.27,$2.51,$2.47
Dividend Per Share,$0.57,$0.77,$0.91,$1.02,$1.08,$1.08
Payout Ratio,32.94%,25.60%,26.67%,26.70%,41.99%,41.52%
EBITDA,181.0,271.9,283.1,300.5,238.1,230.4
EBITA,154.3,227.3,246.8,261.5,198.2,190.7
EBIT,149.3,217.6,240.4,258.6,195.9,188.4
EBITDAR,255.3,,,432.3,374.1,
Effective Tax Rate,35.7%,16.5%,25.4%,26.7%,25.8%,25.6%
Normalized Net Income,80.5,122.2,133.1,141.5,104.5,102.0
Interest on Long-Term Debt,20.3,24.0,29.2,34.0,29.3,
Foreign Sales,416.9,487.3,556.7,670.9,553.1,
