Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(8.26%),4.78%,2.71%,(5.37%),(6.37%)
Total Revenues,(8.26%),4.78%,2.71%,(5.37%),(6.37%)
Cost Of Revenues,(6.60%),2.84%,(0.44%),(3.19%),(5.06%)
Gross Profit,(11.95%),9.36%,9.72%,(9.76%),(9.10%)
Selling General & Admin Expenses,(9.50%),5.75%,(6.60%),(7.13%),(14.46%)
R&D Expenses,(9.81%),2.59%,6.06%,(14.05%),(14.05%)
Total Operating Expenses,(9.51%),5.61%,(6.06%),(7.46%),(14.44%)
Operating Income,(21.01%),25.29%,66.20%,(14.42%),3.26%
Interest Expense,-0.68%,-2.63%,-5.47%,(4.38%),(13.52%)
Interest And Investment Income,22.29%,88.54%,30.07%,(50.35%),(62.78%)
Net Interest Expenses,-1.80%,-8.18%,-9.91%,(14.26%),(27.08%)
Currency Exchange Gains (Loss),,(33.57%),-22.46%,-59.31%,
Other Non Operating Income (Expenses),(306.54%),-2.08%,-37.63%,-74.13%,-74.54%
"EBT, Excl. Unusual Items",(33.04%),34.51%,91.38%,(15.28%),(21.54%)
"EBT, Incl. Unusual Items",23.53%,(40.52%),106.11%,(42.06%),(47.38%)
Income Tax Expense,234.30%,(82.00%),62.18%,(20.48%),(71.99%)
Earnings From Continuing Operations,(96.81%),"2,438.98%",124.72%,(48.66%),(35.68%)
Net Income to Company,(96.81%),"2,438.98%",124.72%,(48.66%),(35.68%)
Minority Interest,-45.53%,(220.94%),(50.81%),(28.88%),(43.36%)
Net Income,(98.00%),"3,840.72%",128.53%,(51.29%),(38.93%)
NI to Common Incl Extra Items,(98.00%),"3,840.72%",128.53%,(51.29%),(38.93%)
NI to Common Excl. Extra Items,(98.00%),"3,840.72%",128.53%,(51.29%),(38.93%)
Revenue Per Share,(8.44%),4.68%,2.55%,(4.92%),(5.89%)
Basic EPS,(98.01%),"3,894.25%",127.83%,(50.98%),(38.62%)
Basic EPS - Continuing Ops,(98.01%),"3,894.25%",127.83%,(50.98%),(38.62%)
Basic Weighted Average Shares Outst.,0.21%,0.09%,0.16%,(0.49%),(0.51%)
Diluted EPS,(98.02%),"3,894.25%",126.25%,(50.83%),(37.85%)
Diluted EPS - Continuing Ops,(98.02%),"3,894.25%",126.25%,(50.83%),(37.85%)
Diluted Weighted Average Shares Outst.,0.29%,(0.07%),0.34%,(0.51%),(0.62%)
Normalized Basic EPS,(32.68%),31.59%,92.48%,(16.36%),(23.42%)
Normalized Diluted EPS,(33.01%),31.14%,93.61%,(16.30%),(23.33%)
Dividend Per Share,0.00%,0.00%,0.00%,5.26%,3.90%
Payout Ratio,"4,970.21%",(97.46%),(56.18%),114.78%,70.14%
EBITDA,(14.10%),14.26%,44.44%,(12.54%),2.58%
EBITA,(19.45%),23.01%,62.68%,(14.00%),3.11%
EBIT,(21.01%),25.29%,66.20%,(14.42%),3.26%
EBITDAR,,,,(11.14%),
Effective Tax Rate,170.65%,(69.74%),(21.33%),37.27%,(46.77%)
Normalized Net Income,(32.76%),31.07%,93.22%,(16.84%),(23.81%)
Interest on Long-Term Debt,,,,83.52%,
R&D Expense From Footnotes,(9.81%),2.59%,6.06%,(14.05%),(14.05%)
Foreign Sales,(10.31%),4.85%,0.02%,(1.85%),
