Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Total Interest and Dividend Income,1077.2,1437.3,1935.4,2331.0,2021.7,1882.9
Total Interest Expense,186.9,316.3,522.4,689.9,492.1,468.0
Net Interest Income,890.4,1121.0,1413.0,1641.1,1529.5,1414.9
Gain (Loss) On Sale Of Loans & Receiv.,0.2,,2.1,,238.3,398.5
Gain (Loss) on Sale of Invest.,,,(1.5),8.0,,
Other Revenue,59.5,5.4,(52.3),23.1,32.6,39.4
Revenue Before Loan Losses,950.2,1126.3,1361.2,1672.2,1800.4,1852.8
Provision For Loan Losses,159.4,185.8,244.9,354.2,93.1,(193.9)
Total Revenues,790.7,940.6,1116.3,1318.0,1707.3,2046.7
Salaries and Other Empl. Benefits,184.0,213.3,252.3,278.2,282.5,269.9
Cost of Services Provided,19.2,29.0,32.8,32.9,22.0,18.3
Other Operating Expenses,183.1,206.8,271.8,263.2,233.6,227.2
Total Operating Expenses,386.3,449.1,557.0,574.3,538.1,515.3
Operating Income,404.4,491.5,559.3,743.7,1169.2,1531.4
"EBT, Excl. Unusual Items",404.4,491.5,559.3,743.7,1169.2,1531.4
Other Unusual Items,10.0,,,,,
"EBT, Incl. Unusual Items",414.4,491.5,559.3,743.7,1154.0,1515.1
Income Tax Expense,164.1,202.5,71.9,165.5,273.3,355.4
Earnings From Continuing Operations,250.3,288.9,487.5,578.3,880.7,1159.7
Net Income to Company,250.3,288.9,487.5,578.3,880.7,1159.7
Net Income,250.3,288.9,487.5,578.3,880.7,1159.7
Pref. Dividends and Other Adj.,21.2,15.7,15.6,16.8,9.7,7.5
NI to Common Incl Extra Items,229.1,273.2,471.8,561.4,871.0,1152.3
NI to Common Excl. Extra Items,229.1,273.2,471.8,561.4,871.0,1152.3
Revenue Per Share,$1.85,$2.18,$2.57,$3.08,$4.45,$5.51
Basic EPS,$0.54,$0.63,$1.08,$1.31,$2.27,$3.10
Basic EPS - Continuing Ops,$0.54,$0.63,$1.08,$1.31,$2.27,$3.10
Basic Weighted Average Shares Outst.,427.9,431.2,435.1,427.3,383.7,371.5
Diluted EPS,$0.53,$0.62,$1.07,$1.30,$2.25,$3.07
Diluted EPS - Continuing Ops,$0.53,$0.62,$1.07,$1.30,$2.25,$3.07
Diluted Weighted Average Shares Outst.,432.9,438.6,439.7,430.7,387.2,375.6
Normalized Basic EPS,$0.59,$0.71,$0.80,$1.09,$1.90,$2.58
Normalized Diluted EPS,$0.58,$0.70,$0.80,$1.08,$1.89,$2.55
Dividend Per Share,,,,$0.12,$0.12,$0.12
Payout Ratio,8.47%,5.44%,3.21%,11.75%,6.37%,4.50%
Effective Tax Rate,39.6%,41.2%,12.8%,22.2%,23.7%,23.5%
Normalized Net Income,252.8,307.2,349.6,464.8,730.8,957.1
Interest on Long-Term Debt,30.2,78.1,127.1,153.8,134.0,
