Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,1.28%,7.24%,6.03%,3.17%,3.38%
Total Interest And Dividend Income,3.39%,13.14%,10.93%,(1.42%),(5.06%)
Gain (Loss) on Sale of Investments,(87.27%),,,(47.72%),
Total Revenues,(2.34%),2.62%,22.67%,(1.99%),34.38%
Policy Benefits,14.81%,6.63%,(3.45%),7.13%,1.54%
Policy Acquisition / Underwriting Costs,(3.50%),5.90%,7.53%,(0.96%),(0.81%)
Selling General & Admin Expenses,8.02%,(7.47%),29.87%,(6.12%),6.11%
Other Operating Expenses,,8.61%,13.76%,2.70%,2.70%
Total Operating Expenses,9.02%,5.08%,3.30%,2.83%,1.19%
Operating Income,(51.33%),(21.16%),272.04%,(19.22%),482.98%
"Interest Expense, Total",0.00%,(0.15%),(2.03%),(0.20%),-0.22%
"EBT, Excl. Unusual Items",(46.15%),(20.11%),244.38%,(18.43%),401.25%
"EBT, Incl. Unusual Items",(46.15%),(20.11%),244.38%,(18.43%),401.25%
Income Tax Expense,,,"1,107.88%",(20.30%),905.93%
Earnings From Continuing Operations,(8.61%),(38.89%),198.61%,(18.03%),348.94%
Net Income to Company,(8.61%),(38.89%),198.61%,(18.03%),348.94%
Net Income,(8.61%),(38.89%),198.61%,(18.03%),348.94%
NI to Common Incl Extra Items,(8.61%),(38.89%),198.61%,(18.03%),348.94%
NI to Common Excl. Extra Items,(8.61%),(38.89%),198.61%,(18.03%),348.94%
Revenue Per Share,(2.92%),1.84%,21.66%,(2.55%),33.68%
Basic EPS,(9.31%),(39.46%),195.45%,(18.44%),346.60%
Basic EPS - Continuing Ops,(9.31%),(39.46%),195.45%,(18.44%),346.60%
Basic Weighted Average Shares Outst.,0.60%,0.74%,0.85%,0.59%,0.52%
Diluted EPS,(8.88%),(39.41%),195.80%,(18.20%),346.31%
Diluted EPS - Continuing Ops,(8.88%),(39.41%),195.80%,(18.20%),346.31%
Diluted Weighted Average Shares Outst.,0.15%,0.75%,0.94%,0.26%,0.66%
Normalized Basic EPS,(46.40%),(20.65%),242.28%,(18.87%),398.64%
Normalized Diluted EPS,(46.24%),(20.83%),241.92%,(18.54%),397.96%
Dividend Per Share,5.06%,4.82%,4.60%,4.40%,4.35%
Payout Ratio,15.51%,72.81%,(64.68%),28.11%,(76.64%)
EBITDA,(48.95%),(19.25%),244.72%,(18.85%),423.27%
EBITA,(51.16%),(21.37%),270.21%,(19.18%),479.74%
EBIT,(51.33%),(21.16%),272.04%,(19.22%),482.98%
EBITDAR,(46.83%),(17.66%),222.54%,(18.68%),
Effective Tax Rate,,,251.02%,(2.31%),100.69%
Normalized Net Income,(46.15%),(20.11%),244.38%,(18.43%),401.25%
Interest on Long-Term Debt,0.00%,0.15%,2.03%,0.20%,
